"","pedigree","female","male","env","blue","gy_mid_parent","ph_mid_parent","dy_mid_parent"
"340.1","A03054/RTx2918","A03054","RTx2918","20CS",6698.413,3503.1671,93.345,68.5
"344.2","A03054/RTx2936","A03054","RTx2936","20CS",6068.031,2926.13695,88.9,70
"348.1","A03054/RTx2940","A03054","RTx2940","20CS",5730.486,3433.58625,88.9,68.5
"349.2","A03054/RTx2941","A03054","RTx2941","20CS",7412.235,2644.5385,91.44,71.25
"357.1","A03055/R04104","A03055","R04104","20CS",6963.834,3679.67725,100.33,68.25
"358.2","A03055/R05330","A03055","R05330","20CS",7608.9,2884.94745,107.315,71.25
"364.1","A03055/R07161","A03055","R07161","20CS",8542.155,3089.12685,109.855,69
"367.2","A03055/R08297","A03055","R08297","20CS",7745.524,3411.96015,95.885,68.25
"375.1","A03055/R12148","A03055","R12148","20CS",6084.047,3206.4007,99.06,70.5
"384.2","A03055/RTx2918","A03055","RTx2918","20CS",7214.26,3444.20825,99.06,68.5
"388.1","A03055/RTx2936","A03055","RTx2936","20CS",7402.025,2867.1781,94.615,70
"394.2","A03055/RTx2942","A03055","RTx2942","20CS",6544.564,3483.0236,102.235,67.75
"395.1","A03055/RTx2943","A03055","RTx2943","20CS",7690.502,2964.4913,104.14,71.25
"396.2","A03055/RTx2944","A03055","RTx2944","20CS",6555.454,2666.7624,95.885,68.25
"401.1","A03089/R04104","A03089","R04104","20CS",7817.759,2856.44795,97.155,71
"404.2","A03089/R05393","A03089","R05393","20CS",6698.081,1231.26415,90.805,74
"410.1","A03089/R08224","A03089","R08224","20CS",8422.953,1436.42765,102.235,73.25
"422.2","A03089/R12157","A03089","R12157","20CS",6389.755,2742.26235,100.965,72.5
"425.1","A03089/RTx2914","A03089","RTx2914","20CS",7274.512,2133.9118,97.155,72.5
"427.2","A03089/RTx2917","A03089","RTx2917","20CS",7078.118,2489.39555,95.885,71
"442.2","A03093/R02107","A03093","R02107","20CS",7529.107,2691.6882,107.315,70.25
"447.1","A03093/R05386","A03093","R05386","20CS",7937.308,4058.649,97.155,68
"449.2","A03093/R05405","A03093","R05405","20CS",9220.793,3710.86525,94.615,68
"453.1","A03093/R07178","A03093","R07178","20CS",8193.618,3974.50485,99.06,68
"455.2","A03093/R08297","A03093","R08297","20CS",7831.803,4031.10495,102.235,68
"463.1","A03093/R12148","A03093","R12148","20CS",7817.321,3825.5455,105.41,70.25
"468.2","A03093/RTx2913","A03093","RTx2913","20CS",7281.452,3746.3438,113.665,71
"471.1","A03093/RTx2917","A03093","RTx2917","20CS",6438.899,3931.76965,105.41,68
"474.2","A03093/RTx2920","A03093","RTx2920","20CS",6831.536,3713.6664,95.885,68
"480.1","A03093/RTx2940","A03093","RTx2940","20CS",7046.431,3993.7722,100.965,68.25
"484.2","A03093/RTx2944","A03093","RTx2944","20CS",7238.186,3285.9072,102.235,68
"486.1","A03121/R02107","A03121","R02107","20CS",7148.901,2463.38875,102.87,72.5
"490.2","A03121/R05330","A03121","R05330","20CS",7074.221,3275.7928,109.22,73.25
"494.1","A03121/R05425","A03121","R05425","20CS",7186.412,3109.09095,90.17,70.5
"497.2","A03121/R07178","A03121","R07178","20CS",7367.552,3746.2054,94.615,70.25
"498.1","A03121/R08224","A03121","R08224","20CS",6901.255,2650.5023,107.315,72.5
"500.2","A03121/R08303","A03121","R08303","20CS",5303.591,3641.5074,90.17,70.25
"510.1","A03121/R12157","A03121","R12157","20CS",7391.126,3956.337,106.045,71.75
"512.2","A03121/RTx2913","A03121","RTx2913","20CS",5727.06,3518.04435,109.22,73.25
"517.1","A03121/RTx2919","A03121","RTx2919","20CS",6157.386,3415.89375,95.885,70.25
"519.2","A03121/RTx2935","A03121","RTx2935","20CS",5791.743,3595.5741,97.79,70.5
"528.1","A03121/RTx2944","A03121","RTx2944","20CS",6270.848,3057.60775,97.79,70.25
"530.2","A05071/R02107","A05071","R02107","20CS",7504.069,2427.47835,105.41,70.5
"532.1","A05071/R04060","A05071","R04060","20CS",8289.985,4035.76545,111.125,70
"534.2","A05071/R05330","A05071","R05330","20CS",6630.491,3239.8824,111.76,71.25
"537.1","A05071/R05405","A05071","R05405","20CS",7523.965,3446.6554,92.71,68.25
"538.2","A05071/R05425","A05071","R05425","20CS",8273.789,3073.18055,92.71,68.5
"543.1","A05071/R08297","A05071","R08297","20CS",8348.422,3766.8951,100.33,68.25
"547.2","A05071/R11158","A05071","R11158","20CS",8259.234,3503.95515,103.505,68.25
"552.1","A05071/R12154","A05071","R12154","20CS",7919.851,3369.91785,100.33,70.25
"558.1","A05071/RTx2916","A05071","RTx2916","20CS",7121.36,2969.22195,100.33,71.25
"560.1","A05071/RTx2918","A05071","RTx2918","20CS",7950.661,3799.1432,103.505,68.5
"564.2","A05071/RTx2936","A05071","RTx2936","20CS",7850.928,3222.11305,99.06,70
"570.1","A05071/RTx2942","A05071","RTx2942","20CS",7727.27,3837.95855,106.68,67.75
"575.2","A05210/R03248","A05210","R03248","20CS",7434.439,3726.3973,103.505,69
"578.1","A05210/R05330","A05210","R05330","20CS",7715.866,3281.8667,120.015,71.5
"581.2","A05210/R05405","A05210","R05405","20CS",7970.269,3488.6397,100.965,68.5
"583.1","A05210/R05512","A05210","R05512","20CS",7808.066,2998.578,105.41,70
"586.2","A05210/R08224","A05210","R08224","20CS",7474.786,2656.5762,118.11,70.75
"594.1","A05210/R12145","A05210","R12145","20CS",7795.506,3356.0363,111.76,71.5
"596.2","A05210/R12154","A05210","R12154","20CS",8681.542,3411.90215,108.585,70.5
"598.1","A05210/R12157","A05210","R12157","20CS",6379.361,3962.4109,116.84,70
"609.2","A05210/RTx2937","A05210","RTx2937","20CS",7038.677,3702.9192,110.49,68.75
"610.1","A05210/RTx2938","A05210","RTx2938","20CS",7457.344,2218.05265,100.33,72.25
"615.2","A05210/RTx2943","A05210","RTx2943","20CS",8141.614,3361.41055,116.84,71.5
"617.1","A05269/R01302","A05269","R01302","20CS",6660.269,3259.5507,107.315,71
"622.2","A05269/R05330","A05269","R05330","20CS",8342.387,3717.8592,116.84,71.75
"628.1","A05269/R07161","A05269","R07161","20CS",7401.492,3922.0386,119.38,69.5
"632.2","A05269/R08303","A05269","R08303","20CS",9007.923,4083.5738,97.79,68.75
"634.1","A05269/R08306","A05269","R08306","20CS",8575.277,4339.15205,105.41,68.75
"636.2","A05269/R11208","A05269","R11208","20CS",7711.519,3847.70885,95.885,69
"641.1","A05269/R12156","A05269","R12156","20CS",7565.379,4234.3169,113.03,71.75
"649.2","A05269/RTx2919","A05269","RTx2919","20CS",8074.833,3857.96015,103.505,68.75
"652.1","A05269/RTx2936","A05269","RTx2936","20CS",7717.715,3700.08985,104.14,70.5
"659.2","A05269/RTx2943","A05269","RTx2943","20CS",8707.618,3797.40305,113.665,71.75
"660.1","A05269/RTx2944","A05269","RTx2944","20CS",7951.635,3499.67415,105.41,68.75
"663.2","A06035/R03248","A06035","R03248","20CS",6777.101,3688.97485,88.9,68.5
"666.1","A06035/R05330","A06035","R05330","20CS",7435.869,3244.44425,105.41,71
"684.2","A06035/R12154","A06035","R12154","20CS",7461.477,3374.4797,93.98,70
"688.1","A06035/RTx2913","A06035","RTx2913","20CS",6797.933,3486.6958,105.41,71
"691.2","A06035/RTx2917","A06035","RTx2917","20CS",6503.403,3672.12165,97.155,68
"694.1","A06035/RTx2920","A06035","RTx2920","20CS",7234.656,3454.0184,87.63,68
"696.2","A06035/RTx2936","A06035","RTx2936","20CS",7838.61,3226.6749,92.71,69.75
"703.1","A06035/RTx2943","A06035","RTx2943","20CS",7320.631,3323.9881,102.235,71
"709.1","A06036/R04104","A06036","R04104","20CS",8261.899,3393.9741,100.33,69.25
"722.2","A06036/R08306","A06036","R08306","20CS",8307.905,3220.53715,95.885,69.25
"723.1","A06036/R11158","A06036","R11158","20CS",9355.571,2863.31705,99.06,69.25
"729.1","A06036/R12156","A06036","R12156","20CS",8796.1,3115.702,103.505,72.25
"737.1","A06036/RTx2919","A06036","RTx2919","20CS",8560.665,2739.34525,93.98,69.25
"744.2","A06036/RTx2940","A06036","RTx2940","20CS",7412.131,3088.92425,94.615,69.5
"760.1","A07118/R07161","A07118","R07161","20CS",6895.85,3707.63225,111.125,68.75
"762.2","A07118/R08224","A07118","R08224","20CS",8479.852,2878.16235,106.68,70.25
"765.1","A07118/R08304","A07118","R08304","20CS",9189.604,4180.32705,103.505,68
"770.2","A07118/R12145","A07118","R12145","20CS",7315.187,3577.62245,100.33,71
"771.1","A07118/R12148","A07118","R12148","20CS",7618.295,3824.9061,100.33,70.25
"774.2","A07118/R12157","A07118","R12157","20CS",6610.461,4183.99705,105.41,69.5
"781.1","A07118/RTx2919","A07118","RTx2919","20CS",8375.171,3643.5538,95.25,68
"792.2","A07118/RTx2944","A07118","RTx2944","20CS",7131.102,3285.2678,97.155,68
"793.1","A07124/R01302","A07124","R01302","20CS",7427.759,2954.852,99.06,70.25
"796.2","A07124/R04060","A07124","R04060","20CS",6573.89,4209.04355,107.95,69.75
"798.1","A07124/R05330","A07124","R05330","20CS",8719.695,3413.1605,108.585,71
"802.2","A07124/R05425","A07124","R05425","20CS",8230.042,3246.45865,89.535,68.25
"805.1","A07124/R07178","A07124","R07178","20CS",8020.963,3883.5731,93.98,68
"811.2","A07124/R11158","A07124","R11158","20CS",8583.109,3677.23325,100.33,68
"812.1","A07124/R11208","A07124","R11208","20CS",7519.025,3543.01015,87.63,68.25
"823.2","A07124/RTx2917","A07124","RTx2917","20CS",6917.555,3840.8379,100.33,68
"825.1","A07124/RTx2919","A07124","RTx2919","20CS",7878.563,3553.26145,95.25,68
"827.2","A07124/RTx2935","A07124","RTx2935","20CS",7109.041,3732.9418,97.155,68.25
"835.1","A07124/RTx2943","A07124","RTx2943","20CS",7857.769,3492.70435,105.41,71
"839.2","A08068/R03248","A08068","R03248","20CS",8137.103,3740.2071,90.805,70.75
"848.1","A08068/R07161","A08068","R07161","20CS",8259.263,3499.8559,109.855,71
"855.2","A08068/R11158","A08068","R11158","20CS",7467.885,3559.74925,99.06,70.25
"861.1","A08068/R12156","A08068","R12156","20CS",8032.313,3812.1342,103.505,73.25
"869.2","A08068/RTx2919","A08068","RTx2919","20CS",7810.525,3435.77745,93.98,70.25
"877.1","A08068/RTx2941","A08068","RTx2941","20CS",7608.242,2996.3087,97.155,73.25
"882.1","A08134/R02107","A08134","R02107","20CS",7701.199,2253.2277,106.045,70.25
"884.2","A08134/R04060","A08134","R04060","20CS",7779.572,3861.5148,111.76,69.75
"889.1","A08134/R05405","A08134","R05405","20CS",8502.503,3272.40475,93.345,68
"893.2","A08134/R07178","A08134","R07178","20CS",8123.461,3536.04435,97.79,68
"895.1","A08134/R08297","A08134","R08297","20CS",6338.276,3592.64445,100.965,68
"899.2","A08134/R11158","A08134","R11158","20CS",8714.1,3329.7045,104.14,68
"903.1","A08134/R12148","A08134","R12148","20CS",8094.872,3387.085,104.14,70.25
"912.2","A08134/RTx2918","A08134","RTx2918","20CS",7788.816,3624.89255,104.14,68.25
"916.1","A08134/RTx2936","A08134","RTx2936","20CS",8195.096,3047.8624,99.695,69.75
"920.2","A08134/RTx2940","A08134","RTx2940","20CS",7195.241,3555.3117,99.695,68.25
"923.1","A08134/RTx2943","A08134","RTx2943","20CS",8198.052,3145.1756,109.22,71
"928.1","A08140/R04060","A08140","R04060","20CS",8352.835,3847.78185,103.505,70.25
"929.2","A08140/R04104","A08140","R04104","20CS",8073.727,3846.6286,97.155,68.5
"931.2","A08140/R05386","A08140","R05386","20CS",8503.294,3606.45555,87.63,68.5
"937.1","A08140/R07178","A08140","R07178","20CS",7440.693,3522.3114,89.535,68.5
"940.2","A08140/R08303","A08140","R08303","20CS",8681.518,3417.6134,85.09,68.5
"947.1","A08140/R12148","A08140","R12148","20CS",8225.522,3373.35205,95.885,70.75
"949.2","A08140/R12156","A08140","R12156","20CS",8448.937,3568.3565,100.33,71.5
"966.1","A08140/RTx2942","A08140","RTx2942","20CS",6768.839,3649.97495,99.06,68
"969.2","A08158/R01302","A08158","R01302","20CS",8529.958,3008.6253,110.49,71
"971.1","A08158/R03248","A08158","R03248","20CS",8548.484,3911.4644,103.505,69.25
"974.2","A08158/R05330","A08158","R05330","20CS",8302.812,3466.9338,120.015,71.75
"981.1","A08158/R07178","A08158","R07178","20CS",8826.485,3937.3464,105.41,68.75
"982.2","A08158/R08224","A08158","R08224","20CS",7044.026,2841.6433,118.11,71
"989.1","A08158/R12071","A08158","R12071","20CS",8046.081,3815.4031,108.585,70.25
"990.2","A08158/R12145","A08158","R12145","20CS",7786.655,3541.1034,111.76,71.75
"992.1","A08158/R12154","A08158","R12154","20CS",7412.135,3596.96925,108.585,70.75
"995.2","A08158/RTx2912","A08158","RTx2912","20CS",7832.755,2441.79825,105.41,71.75
"997.1","A08158/RTx2914","A08158","RTx2914","20CS",8425.934,3539.12745,113.03,70.25
"999.2","A08158/RTx2917","A08158","RTx2917","20CS",7992.302,3894.6112,111.76,68.75
"1007.1","A08158/RTx2939","A08158","RTx2939","20CS",8425.55,2751.29575,121.74345,72.8628
"1016.2","A11076/R04060","A11076","R04060","20CS",8664.012,4291.62815,108.585,69.25
"1025.1","A11076/R07178","A11076","R07178","20CS",7602.432,3966.1577,94.615,67.5
"1027.2","A11076/R08297","A11076","R08297","20CS",8460.275,4022.7578,97.79,67.5
"1035.1","A11076/R12148","A11076","R12148","20CS",6934.177,3817.19835,100.965,69.75
"1036.2","A11076/R12154","A11076","R12154","20CS",8193.016,3625.78055,97.79,69.5
"1044.2","A11076/RTx2918","A11076","RTx2918","20CS",7636.189,4055.0059,100.965,67.75
"1050.1","A11076/RTx2938","A11076","RTx2938","20CS",7384.202,2431.93105,89.535,71.25
"1052.2","A11076/RTx2940","A11076","RTx2940","20CS",7038.465,3985.42505,96.52,67.75
"1058.1","A11085/R02107","A11085","R02107","20CS",7289.408,1828.20165,105.41,70.25
"1059.1","A11085/R03248","A11085","R03248","20CS",7239.422,3085.1363,95.25,68.5
"1061.2","A11085/R04104","A11085","R04104","20CS",7689.969,3435.3355,104.775,68
"1069.2","A11085/R07178","A11085","R07178","20CS",7974.313,3111.0183,97.155,68
"1079.1","A11085/R12148","A11085","R12148","20CS",7798.409,2962.05895,103.505,70.25
"1098.2","A11085/RTx2942","A11085","RTx2942","20CS",7554.592,3238.68185,106.68,67.5
"1100.1","A11085/RTx2944","A11085","RTx2944","20CS",6086.202,2422.42065,100.33,68
"1112.1","AHF14/R07161","AHF14","R07161","20CS",7673.092,3388.92765,116.205,69.75
"1143.1","AHF14/RTx2943","AHF14","RTx2943","20CS",6738.838,3264.2921,110.49,72
"1146.2","AKS116/R02107","AKS116","R02107","20CS",6700.059,1866.84955,96.52,70.25
"1160.1","AKS116/R08303","AKS116","R08303","20CS",6872.137,3044.9682,83.82,68
"1175.1","AKS116/RTx2917","AKS116","RTx2917","20CS",6732.361,3106.931,94.615,68
"1178.2","AKS116/RTx2920","AKS116","RTx2920","20CS",6306.776,2888.82775,85.09,68
"1180.1","AKS116/RTx2936","AKS116","RTx2936","20CS",6190.004,2661.48425,90.17,69.75
"1184.2","AKS116/RTx2940","AKS116","RTx2940","20CS",6559.416,3168.93355,90.17,68.25
"1186.1","AKS116/RTx2942","AKS116","RTx2942","20CS",7778.231,3277.32975,97.79,67.5
"1188.2","AKS116/RTx2944","AKS116","RTx2944","20CS",6591.764,2461.06855,91.44,68
"1189.1","AKS117/R01302","AKS117","R01302","20CS",6767.742,2492.516,94.615,72.25
"1211.2","AKS117/R12148","AKS117","R12148","20CS",6264.15,3272.27775,95.885,72.25
"1217.1","AKS117/RTx2914","AKS117","RTx2914","20CS",7936.469,3023.01815,97.155,71.5
"1230.1","AKS117/RTx2942","AKS117","RTx2942","20CS",7322.034,3548.90065,99.06,69.5
"1248.1","AKS118/R08303","AKS118","R08303","20CS",7906.213,3427.09205,92.71,70.25
"1257.2","AKS118/R12156","AKS118","R12156","20CS",7716.549,3577.83515,107.95,73.25
"1259.1","AKS118/RTx2912","AKS118","RTx2912","20CS",7705.874,2036.2419,97.155,73.25
"1262.2","AKS118/RTx2916","AKS118","RTx2916","20CS",7976.196,2790.717,100.33,73.25
"1264.1","AKS118/RTx2918","AKS118","RTx2918","20CS",7392.55,3620.63825,103.505,70.5
"1267.2","AKS118/RTx2935","AKS118","RTx2935","20CS",8955.054,3381.15875,100.33,70.5
"1275.1","AKS118/RTx2943","AKS118","RTx2943","20CS",8176.805,3140.9213,108.585,73.25
"1277.1","AKS119/R01302","AKS119","R01302","20CS",6250.323,2589.96775,106.045,71.75
"1283.2","AKS119/R05386","AKS119","R05386","20CS",7304.279,3602.833,99.06,69.5
"1284.1","AKS119/R05393","AKS119","R05393","20CS",5318.329,2217.82225,102.235,72.5
"1287.2","AKS119/R05512","AKS119","R05512","20CS",5498.077,2764.98755,100.965,71
"1293.1","AKS119/R08304","AKS119","R08304","20CS",7462.411,3725.15045,110.49,69.5
"1305.2","AKS119/RTx2914","AKS119","RTx2914","20CS",7032.68,3120.4699,108.585,71
"1308.1","AKS119/RTx2918","AKS119","RTx2918","20CS",7407.472,3607.53705,107.315,69.75
"1309.2","AKS119/RTx2919","AKS119","RTx2919","20CS",8550.094,3188.3772,102.235,69.5
"1324.2","AKS120/R04060","AKS120","R04060","20CS",8402.246,3607.933,111.76,70
"1330.1","AKS120/R05425","AKS120","R05425","20CS",7261.965,2645.3481,93.345,68.5
"1332.2","AKS120/R07161","AKS120","R07161","20CS",8106.219,3016.22935,114.935,69
"1336.1","AKS120/R08303","AKS120","R08303","20CS",7065.577,3177.76455,93.345,68.25
"1338.2","AKS120/R08306","AKS120","R08306","20CS",8141.544,3433.3428,100.965,68.25
"1341.1","AKS120/R12071","AKS120","R12071","20CS",7326.555,3160.51925,100.965,69.75
"1343.1","AKS120/R12148","AKS120","R12148","20CS",7508.591,3133.5032,104.14,70.5
"1352.1","AKS120/RTx2918","AKS120","RTx2918","20CS",7139.676,3371.31075,104.14,68.5
"1355.2","AKS120/RTx2935","AKS120","RTx2935","20CS",8423.751,3131.83125,100.965,68.5
"1362.1","AKS120/RTx2942","AKS120","RTx2942","20CS",7051.226,3410.1261,107.315,67.75
"1364.1","AKS120/RTx2944","AKS120","RTx2944","20CS",7734.999,2593.8649,100.965,68.25
"1378.1","AN263/R08224","AN263","R08224","20CS",6811.742,1815.4765,105.41,73.25
"1384.2","AN263/R11208","AN263","R11208","20CS",7222.112,2570.61665,86.36,71.25
"1387.1","AN263/R12148","AN263","R12148","20CS",7707.172,2762.22025,99.06,73.25
"1399.2","AN263/RTx2935","AN263","RTx2935","20CS",6454.643,2760.5483,95.885,71.25
"1400.1","AN263/RTx2936","AN263","RTx2936","20CS",6670.266,2422.99765,94.615,72.75
"1402.2","AN263/RTx2938","AN263","RTx2938","20CS",6231.938,1376.95295,87.63,74.75
"1427.1","AN268/R11158","AN268","R11158","20CS",6512.301,3313.37415,93.98,66
"1431.2","AN268/R12148","AN268","R12148","20CS",6126.061,3370.75465,93.98,68.25
"1432.1","AN268/R12154","AN268","R12154","20CS",5420.833,3179.33685,90.805,68
"1454.2","AN290/R02107","AN290","R02107","20CS",7432.976,2556.2734,96.52,71.75
"1455.1","AN290/R03248","AN290","R03248","20CS",7428.025,3813.20805,86.36,70
"1459.2","AN290/R05386","AN290","R05386","20CS",7447.009,3923.2342,86.36,69.5
"1464.1","AN290/R07161","AN290","R07161","20CS",8535.003,3572.85685,105.41,70.25
"1476.2","AN290/R12154","AN290","R12154","20CS",7651.183,3498.7129,91.44,71.5
"1483.1","AN290/RTx2917","AN290","RTx2917","20CS",6217.481,3796.35485,94.615,69.5
"1486.2","AN290/RTx2920","AN290","RTx2920","20CS",7768.042,3578.2516,85.09,69.5
"1494.1","AN290/RTx2942","AN290","RTx2942","20CS",7611.012,3966.7536,97.79,69
"1495.2","AN290/RTx2943","AN290","RTx2943","20CS",7687.106,3448.2213,99.695,72.5
"1497.1","ATx2921/R01302","ATx2921","R01302","20CS",7744.943,2464.48015,105.41,72.5
"1502.2","ATx2921/R05330","ATx2921","R05330","20CS",8199.74,2922.78865,114.935,73.25
"1505.1","ATx2921/R05405","ATx2921","R05405","20CS",9114.314,3129.56165,95.885,70.25
"1509.2","ATx2921/R07178","ATx2921","R07178","20CS",7608.431,3393.20125,100.33,70.25
"1518.1","ATx2921/R12145","ATx2921","R12145","20CS",7079.492,2996.95825,106.68,73.25
"1522.2","ATx2921/R12157","ATx2921","R12157","20CS",7392.17,3603.33285,111.76,71.75
"1525.1","ATx2921/RTx2914","ATx2921","RTx2914","20CS",8112.616,2994.9823,107.95,71.75
"1528.2","ATx2921/RTx2918","ATx2921","RTx2918","20CS",8269.112,3482.04945,106.68,70.5
"1543.2","ATx2923/R03248","ATx2923","R03248","20CS",6300.866,3612.8601,92.71,70
"1545.1","ATx2923/R04104","ATx2923","R04104","20CS",7622.872,3963.0593,102.235,69.5
"1546.1","ATx2923/R05330","ATx2923","R05330","20CS",8447.756,3168.3295,109.22,72.5
"1549.2","ATx2923/R05405","ATx2923","R05405","20CS",9847.208,3375.1025,90.17,69.5
"1550.1","ATx2923/R05425","ATx2923","R05425","20CS",7753.614,3001.62765,90.17,69.75
"1555.2","ATx2923/R08297","ATx2923","R08297","20CS",8218.477,3695.3422,97.79,69.5
"1559.1","ATx2923/R11158","ATx2923","R11158","20CS",8900.58,3432.40225,100.965,69.5
"1560.2","ATx2923/R11208","ATx2923","R11208","20CS",6792.244,3298.17915,88.265,69.75
"1562.1","ATx2923/R12145","ATx2923","R12145","20CS",8149.828,3242.4991,100.965,72.5
"1568.2","ATx2923/RTx2913","ATx2923","RTx2913","20CS",7096.752,3410.58105,109.22,72.5
"1571.1","ATx2923/RTx2917","ATx2923","RTx2917","20CS",6542.14,3596.0069,100.965,69.5
"1576.2","ATx2923/RTx2936","ATx2923","RTx2936","20CS",7575.508,3150.56015,96.52,71.25
"1588.1","ATx2924/R04060","ATx2924","R04060","20CS",8083.859,4030.2733,111.125,70
"1591.2","ATx2924/R05386","ATx2924","R05386","20CS",8391.064,3788.947,95.25,68.25
"1592.1","ATx2924/R05393","ATx2924","R05393","20CS",6424.349,2403.93625,98.425,71.25
"1595.2","ATx2924/R05512","ATx2924","R05512","20CS",8326.372,2951.10155,97.155,69.75
"1598.1","ATx2924/R08224","ATx2924","R08224","20CS",9471.97,2609.09975,109.855,70.5
"1603.2","ATx2924/R11158","ATx2924","R11158","20CS",9622.932,3498.463,103.505,68.25
"1606.1","ATx2924/R12145","ATx2924","R12145","20CS",7744.805,3308.55985,103.505,71.25
"1616.2","ATx2924/RTx2918","ATx2924","RTx2918","20CS",7895.988,3793.65105,103.505,68.5
"1618.1","ATx2924/RTx2920","ATx2924","RTx2920","20CS",7811.181,3443.9644,93.98,68.25
"1620.2","ATx2924/RTx2936","ATx2924","RTx2936","20CS",7819.25,3216.6209,99.06,70
"1624.1","ATx2924/RTx2940","ATx2924","RTx2940","20CS",6626.631,3724.0702,99.06,68.5
"1625.2","ATx2924/RTx2941","ATx2924","RTx2941","20CS",9533.228,2935.02245,101.6,71.25
"1629.1","ATx2926/R01302","ATx2926","R01302","20CS",7684.562,2725.7606,104.14,71
"1636.2","ATx2926/R05393","ATx2926","R05393","20CS",6658.282,2353.6151,100.33,71.75
"1637.1","ATx2926/R05405","ATx2926","R05405","20CS",8939.935,3390.8421,94.615,68.75
"1640.2","ATx2926/R07161","ATx2926","R07161","20CS",8823.342,3388.2485,116.205,69.5
"1643.1","ATx2926/R08297","ATx2926","R08297","20CS",7228.789,3711.0818,102.235,68.75
"1645.2","ATx2926/R08304","ATx2926","R08304","20CS",8620.552,3860.9433,108.585,68.75
"1652.1","ATx2926/R12154","ATx2926","R12154","20CS",8184.143,3314.10455,102.235,70.75
"1656.2","ATx2926/RTx2913","ATx2926","RTx2913","20CS",8541.688,3426.32065,113.665,71.75
"1659.1","ATx2926/RTx2917","ATx2926","RTx2917","20CS",6685.647,3611.7465,105.41,68.75
"1661.2","ATx2926/RTx2919","ATx2926","RTx2919","20CS",9135.055,3324.17005,100.33,68.75
"1672.1","ATx2926/RTx2944","ATx2926","RTx2944","20CS",6722.677,2965.88405,102.235,68.75
"1698.2","ATx2927/R12157","ATx2927","R12157","20CS",6812.394,4366.55255,113.665,71.75
"1708.1","ATx2927/RTx2936","ATx2927","RTx2936","20CS",5752.109,3668.239,104.14,72
"1709.2","ATx2927/RTx2937","ATx2927","RTx2937","20CS",7295.635,4107.06085,107.315,70.5
"1717.1","ATx2930/R01302","ATx2930","R01302","20CS",7482.028,2637.3596,100.965,70.25
"1718.2","ATx2930/R02107","ATx2930","R02107","20CS",7091.001,2283.26405,104.14,70.25
"1719.1","ATx2930/R03248","ATx2930","R03248","20CS",8190.261,3540.1987,93.98,68.5
"1724.2","ATx2930/R05393","ATx2930","R05393","20CS",6938.982,2265.2141,97.155,71
"1726.1","ATx2930/R05425","ATx2930","R05425","20CS",8435.936,2928.96625,91.44,68.25
"1729.2","ATx2930/R07178","ATx2930","R07178","20CS",7318.534,3566.0807,95.885,68
"1732.1","ATx2930/R08303","ATx2930","R08303","20CS",7080.642,3461.3827,91.44,68
"1735.2","ATx2930/R11158","ATx2930","R11158","20CS",8506.558,3359.74085,102.235,68
"1740.2","ATx2930/R12154","ATx2930","R12154","20CS",7397.815,3225.70355,99.06,70
"1750.1","ATx2930/RTx2920","ATx2930","RTx2920","20CS",7014.193,3305.24225,92.71,68
"1756.2","ATx2930/RTx2940","ATx2930","RTx2940","20CS",6993.872,3585.34805,97.79,68.25
"1758.1","ATx2930/RTx2942","ATx2930","RTx2942","20CS",7929.263,3693.74425,105.41,67.5
"1761.2","ATx2931/R01302","ATx2931","R01302","20CS",8666.21,2915.11915,97.79,71.25
"1769.1","ATx2931/R05405","ATx2931","R05405","20CS",6899.918,3580.20065,88.265,69
"1772.2","ATx2931/R07161","ATx2931","R07161","20CS",7660.938,3577.60705,109.855,69.75
"1775.1","ATx2931/R08297","ATx2931","R08297","20CS",7764.975,3900.44035,95.885,69
"1777.2","ATx2931/R08304","ATx2931","R08304","20CS",8032.776,4050.30185,102.235,69
"1778.1","ATx2931/R08306","ATx2931","R08306","20CS",7722.116,3994.7205,95.885,69
"1780.2","ATx2931/R11208","ATx2931","R11208","20CS",6808.415,3503.2773,86.36,69.25
"1796.1","ATx2931/RTx2936","ATx2931","RTx2936","20CS",8320.067,3355.6583,94.615,70.75
"1800.2","ATx2931/RTx2940","ATx2931","RTx2940","20CS",7941.826,3863.1076,94.615,69.25
"1803.1","ATx2931/RTx2943","ATx2931","RTx2943","20CS",9038.893,3452.9715,104.14,72
"1811.2","ATx2934/R05386","ATx2934","R05386","20CS",7337.843,3905.4097,85.725,68
"1819.1","ATx2934/R08297","ATx2934","R08297","20CS",7702.898,3877.86565,90.805,68
"1824.2","ATx2934/R11208","ATx2934","R11208","20CS",7449.331,3480.7026,81.28,68.25
"1830.1","ATx2934/R12157","ATx2934","R12157","20CS",8336.946,4031.39715,99.06,69.5
"1839.2","ATx2934/RTx2935","ATx2934","RTx2935","20CS",7627.232,3670.63425,90.805,68.25
"1845.1","ATx2934/RTx2941","ATx2934","RTx2941","20CS",8578.29,3051.48515,92.075,71
"1854.2","ATx3408/R05330","ATx3408","R05330","20CS",7586.566,2965.38205,118.11,74
"1870.1","ATx3408/R12145","ATx3408","R12145","20CS",8064.514,3039.55165,109.855,74
"1883.2","ATx3408/RTx2935","ATx3408","RTx2935","20CS",7952.287,3285.16335,106.68,71.25
"1906.1","ATx3409/R08224","ATx3409","R08224","20CS",6071.05,2158.98055,108.585,73.25
"1942.2","ATx644/R05330","ATx644","R05330","20CS",5788.56,2644.97095,112.395,71.25
