pedigree,female,male,env,blue
ATx2926/RTx2917,ATx2926,RTx2917,20CS,140.97
ATx2926/RTx2919,ATx2926,RTx2919,20CS,138.43
ATx2926/RTx2944,ATx2926,RTx2944,20CS,153.67
ATx2927/R12157,ATx2927,R12157,20CS,138.43
ATx2927/RTx2936,ATx2927,RTx2936,20CS,148.59
ATx2927/RTx2937,ATx2927,RTx2937,20CS,123.19
ATx2930/R01302,ATx2930,R01302,20CS,144.78
ATx2930/R02107,ATx2930,R02107,20CS,135.89
ATx2930/R03248,ATx2930,R03248,20CS,146.05
ATx2930/R05393,ATx2930,R05393,20CS,132.08
ATx2930/R05425,ATx2930,R05425,20CS,170.18
ATx2930/R07178,ATx2930,R07178,20CS,142.24
ATx2930/R08303,ATx2930,R08303,20CS,137.16
ATx2930/R11158,ATx2930,R11158,20CS,161.29
ATx2930/R12154,ATx2930,R12154,20CS,147.32
ATx2930/RTx2920,ATx2930,RTx2920,20CS,132.08
ATx2930/RTx2940,ATx2930,RTx2940,20CS,134.62
ATx2930/RTx2942,ATx2930,RTx2942,20CS,143.51
ATx2931/R01302,ATx2931,R01302,20CS,160.02
ATx2931/R05405,ATx2931,R05405,20CS,127
ATx2931/R07161,ATx2931,R07161,20CS,171.45
ATx2931/R08297,ATx2931,R08297,20CS,163.83
ATx2931/R08304,ATx2931,R08304,20CS,167.64
ATx2931/R08306,ATx2931,R08306,20CS,166.37
ATx2931/R11208,ATx2931,R11208,20CS,114.3
ATx2931/RTx2936,ATx2931,RTx2936,20CS,163.83
ATx2931/RTx2940,ATx2931,RTx2940,20CS,138.43
ATx2931/RTx2943,ATx2931,RTx2943,20CS,171.45
ATx2934/R05386,ATx2934,R05386,20CS,121.92
ATx2934/R08297,ATx2934,R08297,20CS,120.65
ATx2934/R11208,ATx2934,R11208,20CS,115.57
ATx2934/R12157,ATx2934,R12157,20CS,143.51
ATx2934/RTx2935,ATx2934,RTx2935,20CS,118.11
ATx2934/RTx2941,ATx2934,RTx2941,20CS,139.7
ATx3408/R05330,ATx3408,R05330,20CS,153.67
ATx3408/R12145,ATx3408,R12145,20CS,151.13
ATx3408/RTx2935,ATx3408,RTx2935,20CS,140.97
ATx3409/R08224,ATx3409,R08224,20CS,134.62
ATx644/R05330,ATx644,R05330,20CS,133.35
ATx644/R08224,ATx644,R08224,20CS,172.72
ATx644/RTx2935,ATx644,RTx2935,20CS,130.81
ATx644/RTx2936,ATx644,RTx2936,20CS,134.62
A01021/R01302,A01021,R01302,20LY,120.65
A01021/R05425,A01021,R05425,20LY,139.7
A01021/R11158,A01021,R11158,20LY,127
A01021/RTx2917,A01021,RTx2917,20LY,120.65
A01021/RTx2943,A01021,RTx2943,20LY,120.65
A01046/R04104,A01046,R04104,20LY,99.06
A01046/R05512,A01046,R05512,20LY,111.76
A01046/R12156,A01046,R12156,20LY,105.41
A01046/RTx2935,A01046,RTx2935,20LY,107.95
A01362/R05330,A01362,R05330,20LY,111.76
A01362/R07178,A01362,R07178,20LY,102.87
A01362/R12145,A01362,R12145,20LY,107.95
A01362/RTx2914,A01362,RTx2914,20LY,111.76
A01362/RTx2937,A01362,RTx2937,20LY,99.06
A03017/R04060,A03017,R04060,20LY,124.46
A03017/RTx2920,A03017,RTx2920,20LY,107.95
A03032/R08297,A03032,R08297,20LY,102.87
A03032/RTx2918,A03032,RTx2918,20LY,99.06
A03032/RTx2943,A03032,RTx2943,20LY,99.06
A03040/R03248,A03040,R03248,20LY,115.57
A03040/R07178,A03040,R07178,20LY,121.92
A03040/RTx2913,A03040,RTx2913,20LY,137.16
A03040/RTx2940,A03040,RTx2940,20LY,115.57
A03043/R01302,A03043,R01302,20LY,121.92
A03043/R05330,A03043,R05330,20LY,101.6
A03043/R05425,A03043,R05425,20LY,109.22
A03043/R08304,A03043,R08304,20LY,107.95
A03043/RTx2913,A03043,RTx2913,20LY,105.41
A03043/RTx2940,A03043,RTx2940,20LY,105.41
A03054/R01302,A03054,R01302,20LY,95.25
A03054/R07161,A03054,R07161,20LY,109.22
A03054/RTx2918,A03054,RTx2918,20LY,99.06
A03054/RTx2940,A03054,RTx2940,20LY,99.06
A03055/R04104,A03055,R04104,20LY,92.71
A03055/R07161,A03055,R07161,20LY,109.22
A03055/R12148,A03055,R12148,20LY,107.95
A03055/RTx2936,A03055,RTx2936,20LY,111.76
A03055/RTx2943,A03055,RTx2943,20LY,114.3
A03089/R04104,A03089,R04104,20LY,109.22
A03089/R08224,A03089,R08224,20LY,124.46
A03089/RTx2914,A03089,RTx2914,20LY,111.76
A03093/R05386,A03093,R05386,20LY,102.87
A03093/R07178,A03093,R07178,20LY,111.76
A03093/R12148,A03093,R12148,20LY,115.57
A03093/RTx2917,A03093,RTx2917,20LY,109.22
A03093/RTx2940,A03093,RTx2940,20LY,107.95
A03121/R02107,A03121,R02107,20LY,118.11
A03121/R05425,A03121,R05425,20LY,121.92
A03121/R08224,A03121,R08224,20LY,140.97
A03121/R12157,A03121,R12157,20LY,107.95
A03121/RTx2919,A03121,RTx2919,20LY,102.87
A03121/RTx2944,A03121,RTx2944,20LY,115.57
A05071/R04060,A05071,R04060,20LY,111.76
A05071/R05405,A05071,R05405,20LY,124.46
A05071/R08297,A05071,R08297,20LY,105.41
A05071/R12154,A05071,R12154,20LY,118.11
A05071/RTx2916,A05071,RTx2916,20LY,115.57
A05071/RTx2918,A05071,RTx2918,20LY,105.41
A05071/RTx2942,A05071,RTx2942,20LY,118.11
A05210/R05330,A05210,R05330,20LY,121.92
A05210/R05512,A05210,R05512,20LY,114.3
A05210/R12145,A05210,R12145,20LY,128.27
A05210/R12157,A05210,R12157,20LY,127
A05210/RTx2938,A05210,RTx2938,20LY,107.95
A05269/R01302,A05269,R01302,20LY,121.92
A05269/R07161,A05269,R07161,20LY,137.16
A05269/R08306,A05269,R08306,20LY,118.11
A05269/R12156,A05269,R12156,20LY,109.22
A05269/RTx2936,A05269,RTx2936,20LY,124.46
A05269/RTx2944,A05269,RTx2944,20LY,118.11
A06035/R05330,A06035,R05330,20LY,101.6
A06035/RTx2913,A06035,RTx2913,20LY,115.57
A06035/RTx2920,A06035,RTx2920,20LY,102.87
A06035/RTx2943,A06035,RTx2943,20LY,107.95
A06036/R04104,A06036,R04104,20LY,99.06
A06036/R11158,A06036,R11158,20LY,105.41
A06036/RTx2919,A06036,RTx2919,20LY,111.76
A07118/R07161,A07118,R07161,20LY,109.22
A07118/R08304,A07118,R08304,20LY,124.46
A07118/R12148,A07118,R12148,20LY,118.11
A07118/RTx2919,A07118,RTx2919,20LY,114.3
A07124/R01302,A07124,R01302,20LY,115.57
A07124/R05330,A07124,R05330,20LY,105.41
A07124/R07178,A07124,R07178,20LY,111.76
A07124/R11208,A07124,R11208,20LY,107.95
A07124/RTx2919,A07124,RTx2919,20LY,115.57
A07124/RTx2943,A07124,RTx2943,20LY,121.92
A08068/R07161,A08068,R07161,20LY,124.46
A08068/R12156,A08068,R12156,20LY,115.57
A08068/RTx2941,A08068,RTx2941,20LY,115.57
A08134/R02107,A08134,R02107,20LY,120.65
A08134/R05405,A08134,R05405,20LY,137.16
A08134/R08297,A08134,R08297,20LY,109.22
A08134/R12148,A08134,R12148,20LY,128.27
A08134/RTx2936,A08134,RTx2936,20LY,124.46
A08134/RTx2943,A08134,RTx2943,20LY,120.65
A08140/R04060,A08140,R04060,20LY,118.11
A08140/R07178,A08140,R07178,20LY,92.71
A08140/R12148,A08140,R12148,20LY,114.3
A08140/RTx2942,A08140,RTx2942,20LY,111.76
A08158/R03248,A08158,R03248,20LY,124.46
A08158/R07178,A08158,R07178,20LY,118.11
A08158/R12071,A08158,R12071,20LY,133.35
A08158/R12154,A08158,R12154,20LY,124.46
A08158/RTx2914,A08158,RTx2914,20LY,121.92
A08158/RTx2939,A08158,RTx2939,20LY,139.7
A11076/R07178,A11076,R07178,20LY,118.11
A11076/R12148,A11076,R12148,20LY,109.22
A11076/RTx2918,A11076,RTx2918,20LY,118.11
A11076/RTx2938,A11076,RTx2938,20LY,107.95
A11085/R02107,A11085,R02107,20LY,105.41
A11085/R03248,A11085,R03248,20LY,111.76
A11085/R12148,A11085,R12148,20LY,120.65
A11085/RTx2944,A11085,RTx2944,20LY,118.11
AHF14/R07161,AHF14,R07161,20LY,127
AHF14/RTx2943,AHF14,RTx2943,20LY,111.76
AKS116/R08303,AKS116,R08303,20LY,114.3
AKS116/RTx2917,AKS116,RTx2917,20LY,124.46
AKS116/RTx2936,AKS116,RTx2936,20LY,118.11
AKS116/RTx2942,AKS116,RTx2942,20LY,118.11
AKS117/R01302,AKS117,R01302,20LY,111.76
AKS117/RTx2914,AKS117,RTx2914,20LY,111.76
AKS117/RTx2942,AKS117,RTx2942,20LY,118.11
AKS118/R08303,AKS118,R08303,20LY,118.11
AKS118/RTx2912,AKS118,RTx2912,20LY,121.92
AKS118/RTx2918,AKS118,RTx2918,20LY,124.46
AKS118/RTx2943,AKS118,RTx2943,20LY,128.27
AKS119/R01302,AKS119,R01302,20LY,124.46
AKS119/R05393,AKS119,R05393,20LY,109.22
AKS119/R08304,AKS119,R08304,20LY,128.27
AKS119/RTx2918,AKS119,RTx2918,20LY,118.11
AKS120/R05425,AKS120,R05425,20LY,133.35
AKS120/R08303,AKS120,R08303,20LY,118.11
AKS120/R12071,AKS120,R12071,20LY,118.11
AKS120/RTx2918,AKS120,RTx2918,20LY,111.76
AKS120/RTx2942,AKS120,RTx2942,20LY,124.46
AN263/R08224,AN263,R08224,20LY,115.57
AN263/R12148,AN263,R12148,20LY,101.6
AN263/RTx2936,AN263,RTx2936,20LY,99.06
AN268/R11158,AN268,R11158,20LY,102.87
AN268/R12154,AN268,R12154,20LY,105.41
AN290/R03248,AN290,R03248,20LY,102.87
AN290/R07161,AN290,R07161,20LY,111.76
AN290/RTx2917,AN290,RTx2917,20LY,111.76
AN290/RTx2942,AN290,RTx2942,20LY,115.57
ATx2921/R01302,ATx2921,R01302,20LY,127
ATx2921/R05405,ATx2921,R05405,20LY,137.16
ATx2921/R12145,ATx2921,R12145,20LY,118.11
ATx2921/RTx2914,ATx2921,RTx2914,20LY,109.22
ATx2923/R04104,ATx2923,R04104,20LY,111.76
ATx2923/R05330,ATx2923,R05330,20LY,130.81
ATx2923/R05425,ATx2923,R05425,20LY,124.46
ATx2923/R11158,ATx2923,R11158,20LY,120.65
ATx2923/R12145,ATx2923,R12145,20LY,118.11
ATx2923/RTx2917,ATx2923,RTx2917,20LY,118.11
ATx2924/R04060,ATx2924,R04060,20LY,114.3
ATx2924/R05393,ATx2924,R05393,20LY,105.41
ATx2924/R08224,ATx2924,R08224,20LY,124.46
ATx2924/R12145,ATx2924,R12145,20LY,118.11
ATx2924/RTx2920,ATx2924,RTx2920,20LY,115.57
ATx2924/RTx2940,ATx2924,RTx2940,20LY,115.57
ATx2926/R01302,ATx2926,R01302,20LY,120.65
ATx2926/R05405,ATx2926,R05405,20LY,139.7
ATx2926/R08297,ATx2926,R08297,20LY,109.22
ATx2926/R12154,ATx2926,R12154,20LY,105.41
ATx2926/RTx2917,ATx2926,RTx2917,20LY,118.11
ATx2926/RTx2944,ATx2926,RTx2944,20LY,127
ATx2927/RTx2936,ATx2927,RTx2936,20LY,124.46
ATx2930/R01302,ATx2930,R01302,20LY,128.27
ATx2930/R03248,ATx2930,R03248,20LY,121.92
ATx2930/R05425,ATx2930,R05425,20LY,137.16
ATx2930/R08303,ATx2930,R08303,20LY,120.65
ATx2930/R12148,ATx2930,R12148,20LY,115.57
ATx2930/RTx2920,ATx2930,RTx2920,20LY,107.95
ATx2930/RTx2942,ATx2930,RTx2942,20LY,124.46
ATx2931/R05405,ATx2931,R05405,20LY,96.52
ATx2931/R08297,ATx2931,R08297,20LY,124.46
ATx2931/R08306,ATx2931,R08306,20LY,128.27
ATx2931/RTx2936,ATx2931,RTx2936,20LY,133.35
ATx2931/RTx2943,ATx2931,RTx2943,20LY,137.16
ATx2934/R08297,ATx2934,R08297,20LY,107.95
ATx2934/R12157,ATx2934,R12157,20LY,118.11
ATx2934/RTx2941,ATx2934,RTx2941,20LY,118.11
ATx3408/R12145,ATx3408,R12145,20LY,128.27
ATx3409/R08224,ATx3409,R08224,20LY,105.41
ATx644/R08224,ATx644,R08224,20LY,137.16
ATx644/RTx2936,ATx644,RTx2936,20LY,118.11
