pedigree,female,male,env,blue
AKS119/R05386,AKS119,R05386,19CS,7281.976
AKS119/R05393,AKS119,R05393,19CS,3233.7978
AKS119/R05512,AKS119,R05512,19CS,5098.8698
AKS119/R08304,AKS119,R08304,19CS,6436.3144
AKS119/RTx2914,AKS119,RTx2914,19CS,7113.986
AKS119/RTx2918,AKS119,RTx2918,19CS,6217.5058
AKS119/RTx2919,AKS119,RTx2919,19CS,6642.0668
AKS120/R04060,AKS120,R04060,19CS,6033.627
AKS120/R05425,AKS120,R05425,19CS,8029.7239
AKS120/R07161,AKS120,R07161,19CS,7715.68
AKS120/R08303,AKS120,R08303,19CS,7831.8506
AKS120/R08306,AKS120,R08306,19CS,6907.7959
AKS120/R12071,AKS120,R12071,19CS,6455.9247
AKS120/RTx2918,AKS120,R12148,19CS,6901.5168
AKS120/RTx2935,AKS120,RTx2935,19CS,7626.2033
AKS120/RTx2942,AKS120,RTx2942,19CS,6749.6755
AN263/R08224,AN263,R08224,19CS,4980.6788
AN263/R11208,AN263,R11208,19CS,5823.3528
AN263/R12148,AN263,R12148,19CS,7412.325
AN263/RTx2935,AN263,RTx2935,19CS,7985.4715
AN263/RTx2936,AN263,RTx2936,19CS,7995.998
AN263/RTx2938,AN263,RTx2938,19CS,7480.8638
AN268/R11158,AN268,R11158,19CS,5495.2157
AN268/R12148,AN268,R12148,19CS,6436.4873
AN268/R12154,AN268,R12154,19CS,4991.8997
AN290/R02107,AN290,R02107,19CS,7083.5154
AN290/R03248,AN290,R03248,19CS,7905.3968
AN290/R05386,AN290,R05386,19CS,6956.619
AN290/R07161,AN290,R07161,19CS,7770.7372
AN290/R12154,AN290,R12154,19CS,8207.1536
AN290/RTx2917,AN290,RTx2917,19CS,6410.4171
AN290/RTx2920,AN290,RTx2920,19CS,6294.9285
AN290/RTx2942,AN290,RTx2942,19CS,7294.9244
AN290/RTx2943,AN290,RTx2943,19CS,7227.7435
ATx2921/R01302,ATx2921,R01302,19CS,8409.9134
ATx2921/R05330,ATx2921,R05330,19CS,8606.3119
ATx2921/R05405,ATx2921,R05405,19CS,9553.5531
ATx2921/R07178,ATx2921,R07178,19CS,8857.8529
ATx2921/R12145,ATx2921,R12145,19CS,6852.3272
ATx2921/R12157,ATx2921,R12157,19CS,7391.6012
ATx2921/RTx2914,ATx2921,RTx2914,19CS,7859.9984
ATx2921/RTx2918,ATx2921,RTx2918,19CS,7681.8401
ATx2923/R03248,ATx2923,R03248,19CS,8271.3204
ATx2923/R04104,ATx2923,R04104,19CS,7673.4823
ATx2923/R05330,ATx2923,R05330,19CS,7778.4997
ATx2923/R05405,ATx2923,R05405,19CS,7451.0255
ATx2923/R05425,ATx2923,R05425,19CS,8905.8408
ATx2923/R08297,ATx2923,R08297,19CS,8524.2253
ATx2923/R11158,ATx2923,R11158,19CS,8130.767
ATx2923/R11208,ATx2923,R11208,19CS,7281.1085
ATx2923/R12145,ATx2923,R12145,19CS,6974.3521
ATx2923/RTx2913,ATx2923,RTx2913,19CS,7994.5344
ATx2923/RTx2917,ATx2923,RTx2917,19CS,6862.8197
ATx2923/RTx2936,ATx2923,RTx2936,19CS,6227.7924
ATx2924/R04060,ATx2924,R04060,19CS,7886.7918
ATx2924/R05386,ATx2924,R05386,19CS,8026.4906
ATx2924/R05393,ATx2924,R05393,19CS,7126.9086
ATx2924/R05512,ATx2924,R05512,19CS,6180.492
ATx2924/R08224,ATx2924,R08224,19CS,8407.8971
ATx2924/R11158,ATx2924,R11158,19CS,8181.5675
ATx2924/R12145,ATx2924,R12145,19CS,7060.1705
ATx2924/RTx2918,ATx2924,RTx2918,19CS,7248.4889
ATx2924/RTx2920,ATx2924,RTx2920,19CS,7330.5892
ATx2924/RTx2936,ATx2924,RTx2936,19CS,6287.7007
ATx2924/RTx2940,ATx2924,RTx2940,19CS,7780.9515
ATx2924/RTx2941,ATx2924,RTx2941,19CS,7613.3939
ATx2926/R01302,ATx2926,R01302,19CS,7510.0704
ATx2926/R05393,ATx2926,R05393,19CS,7563.3559
ATx2926/R05405,ATx2926,R05405,19CS,8424.1756
ATx2926/R07161,ATx2926,R07161,19CS,8432.8215
ATx2926/R08297,ATx2926,R08297,19CS,7538.4641
ATx2926/R08304,ATx2926,R08304,19CS,6653.8508
ATx2926/R12154,ATx2926,R12154,19CS,7730.479
ATx2926/RTx2913,ATx2926,RTx2913,19CS,8914.7558
ATx2926/RTx2917,ATx2926,RTx2917,19CS,5881.7554
ATx2926/RTx2919,ATx2926,RTx2919,19CS,7386.3993
ATx2926/RTx2944,ATx2926,RTx2944,19CS,8207.3602
ATx2927/R12157,ATx2927,R12157,19CS,8132.3816
ATx2927/RTx2936,ATx2927,RTx2936,19CS,8162.5092
ATx2927/RTx2937,ATx2927,RTx2937,19CS,8302.416
ATx2930/R01302,ATx2930,R01302,19CS,7511.1457
ATx2930/R02107,ATx2930,R02107,19CS,8022.3542
ATx2930/R03248,ATx2930,R03248,19CS,6143.0111
ATx2930/R05393,ATx2930,R05393,19CS,7000.8421
ATx2930/R05425,ATx2930,R05425,19CS,8392.0191
ATx2930/R07178,ATx2930,R07178,19CS,8047.9956
ATx2930/R08303,ATx2930,R08303,19CS,7942.0303
ATx2930/R11158,ATx2930,R11158,19CS,7174.2983
ATx2930/R12148,ATx2930,R12148,19CS,7330.8488
ATx2930/R12154,ATx2930,R12154,19CS,8490.7381
ATx2930/RTx2920,ATx2930,RTx2920,19CS,7579.6791
ATx2930/RTx2940,ATx2930,RTx2940,19CS,8827.5973
ATx2930/RTx2942,ATx2930,RTx2942,19CS,6986.5537
ATx2931/R01302,ATx2931,R01302,19CS,6855.5716
ATx2931/R05405,ATx2931,R05405,19CS,7203.8497
ATx2931/R07161,ATx2931,R07161,19CS,8589.2818
ATx2931/R08297,ATx2931,R08297,19CS,8722.5273
ATx2931/R08304,ATx2931,R08304,19CS,7895.6207
ATx2931/R08306,ATx2931,R08306,19CS,7122.4588
ATx2931/R11208,ATx2931,R11208,19CS,6420.6847
ATx2931/RTx2936,ATx2931,RTx2936,19CS,8840.2602
ATx2931/RTx2940,ATx2931,RTx2940,19CS,7453.207
ATx2931/RTx2943,ATx2931,RTx2943,19CS,8109.7868
ATx2934/R05386,ATx2934,R05386,19CS,8707.6664
ATx2934/R08297,ATx2934,R08297,19CS,7187.4974
ATx2934/R11208,ATx2934,R11208,19CS,7205.5681
ATx2934/R12157,ATx2934,R12157,19CS,8299.9867
ATx2934/RTx2935,ATx2934,RTx2935,19CS,7259.5029
ATx2934/RTx2941,ATx2934,RTx2941,19CS,9153.1239
ATx3408/R05330,ATx3408,R05330,19CS,6839.7727
ATx3408/R12145,ATx3408,R12145,19CS,7247.6171
ATx3408/RTx2935,ATx3408,RTx2935,19CS,6012.1386
ATx3409/R08224,ATx3409,R08224,19CS,3323.3216
ATx644/R05330,ATx644,R05330,19CS,5090.6132
ATx644/R08224,ATx644,R08224,19CS,5871.5751
ATx644/RTx2935,ATx644,RTx2935,19CS,7519.1946
ATx644/RTx2936,ATx644,RTx2936,19CS,6455.7844
A01021/R02107,A01021,R02107,19TA,5821.6949
A01021/R07178,A01021,R07178,19TA,6578.0445
A01021/R12145,A01021,R12145,19TA,6945.2349
A01021/RTx2935,A01021,RTx2935,19TA,6637.6737
A01046/R05386,A01046,R05386,19TA,5975.4755
A01046/R11208,A01046,R11208,19TA,6380.3265
A01046/RTx2914,A01046,RTx2914,19TA,6254.7913
A01362/R04060,A01362,R04060,19TA,6640.8121
A01362/R05512,A01362,R05512,19TA,6352.0811
A01362/R08304,A01362,R08304,19TA,6797.7311
A01362/RTx2912,A01362,RTx2912,19TA,6427.4022
A01362/RTx2919,A01362,RTx2919,19TA,6141.8097
A01362/RTx2943,A01362,RTx2943,19TA,6361.4963
A03017/R04104,A03017,R04104,19TA,6960.9268
A03017/RTx2918,A03017,RTx2918,19TA,6804.0078
A03032/R04060,A03032,R04060,19TA,7331.2557
A03032/RTx2913,A03032,RTx2913,19TA,7456.7909
A03032/RTx2942,A03032,RTx2942,19TA,6929.543
A03040/R04104,A03040,R04104,19TA,7714.138
A03040/R05393,A03040,R05393,19TA,6414.8487
A03040/R08306,A03040,R08306,19TA,7124.1226
A03040/R12071,A03040,R12071,19TA,5818.5565
A03040/R12154,A03040,R12154,19TA,6166.9167
A03040/RTx2917,A03040,RTx2917,19TA,6402.2952
A03040/RTx2942,A03040,RTx2942,19TA,6766.3473
A03043/R04104,A03043,R04104,19TA,5419.9823
A03043/R05386,A03043,R05386,19TA,6574.9061
A03043/R08297,A03043,R08297,19TA,4465.9147
A03043/R12148,A03043,R12148,19TA,7293.5951
A03043/RTx2920,A03043,RTx2920,19TA,5162.6351
A03054/R05405,A03054,R05405,19TA,6578.0445
A03054/R12156,A03054,R12156,19TA,6888.7441
A03054/RTx2936,A03054,RTx2936,19TA,6157.5016
A03054/RTx2941,A03054,RTx2941,19TA,5714.99
A03055/R05330,A03055,R05330,19TA,7042.5247
A03055/R08297,A03055,R08297,19TA,6637.6737
A03055/RTx2918,A03055,RTx2918,19TA,6549.7991
A03055/RTx2942,A03055,RTx2942,19TA,6339.5276
A03055/RTx2944,A03055,RTx2944,19TA,5991.1674
A03089/R05393,A03089,R05393,19TA,6377.1882
A03089/R12157,A03089,R12157,19TA,6530.9688
A03089/RTx2917,A03089,RTx2917,19TA,5824.8333
A03093/R02107,A03093,R02107,19TA,5865.6322
A03093/R05405,A03093,R05405,19TA,7045.6631
A03093/R08297,A03093,R08297,19TA,7205.7205
A03093/RTx2913,A03093,RTx2913,19TA,6465.0628
A03093/RTx2920,A03093,RTx2920,19TA,5918.9847
A03093/RTx2944,A03093,RTx2944,19TA,6104.1491
A03121/R05330,A03121,R05330,19TA,7183.7518
A03121/R07178,A03121,R07178,19TA,7554.0807
A03121/R08303,A03121,R08303,19TA,5316.4157
A03121/RTx2913,A03121,RTx2913,19TA,6286.1751
A03121/RTx2935,A03121,RTx2935,19TA,6295.5903
A05071/R02107,A05071,R02107,19TA,6170.0551
A05071/R05330,A05071,R05330,19TA,6584.3212
A05071/R05425,A05071,R05425,19TA,6578.0445
A05071/R11158,A05071,R11158,19TA,6565.491
A05071/RTx2936,A05071,RTx2936,19TA,5978.6139
A05210/R03248,A05210,R03248,19TA,6044.5199
A05210/R05405,A05210,R05405,19TA,6060.2118
A05210/R08224,A05210,R08224,19TA,6606.2899
A05210/R12154,A05210,R12154,19TA,6763.2089
A05210/RTx2937,A05210,RTx2937,19TA,6490.1698
A05210/RTx2943,A05210,RTx2943,19TA,6370.9114
A05269/R05330,A05269,R05330,19TA,7387.7465
A05269/R08303,A05269,R08303,19TA,6794.5927
A05269/R11208,A05269,R11208,19TA,6807.1462
A05269/RTx2919,A05269,RTx2919,19TA,6524.692
A05269/RTx2943,A05269,RTx2943,19TA,6292.4519
A06035/R03248,A06035,R03248,19TA,6148.0864
A06035/R12154,A06035,R12154,19TA,7158.6448
A06035/RTx2917,A06035,RTx2917,19TA,6119.841
A06035/RTx2936,A06035,RTx2936,19TA,6314.4206
A06036/R08306,A06036,R08306,19TA,5501.5801
A06036/RTx2940,A06036,RTx2940,19TA,4359.2098
A07118/R08224,A07118,R08224,19TA,7550.9423
A07118/R12145,A07118,R12145,19TA,6499.585
A07118/R12157,A07118,R12157,19TA,6606.2899
A07118/RTx2944,A07118,RTx2944,19TA,6753.7938
A07124/R04060,A07124,R04060,19TA,7397.1617
A07124/R05425,A07124,R05425,19TA,7077.0469
A07124/R11158,A07124,R11158,19TA,7033.1096
A07124/RTx2917,A07124,RTx2917,19TA,6662.7807
A07124/RTx2935,A07124,RTx2935,19TA,6348.9427
A08068/R03248,A08068,R03248,19TA,6286.1751
A08068/R11158,A08068,R11158,19TA,6006.8593
A08068/RTx2919,A08068,RTx2919,19TA,6493.3082
A08134/R04060,A08134,R04060,19TA,6643.9505
A08134/R07178,A08134,R07178,19TA,6681.611
A08134/R11158,A08134,R11158,19TA,6314.4206
A08134/RTx2918,A08134,RTx2918,19TA,6424.2639
A08134/RTx2940,A08134,RTx2940,19TA,5438.8125
A08140/R04104,A08140,R04104,19TA,7218.274
A08140/R05386,A08140,R05386,19TA,6546.6607
A08140/R08303,A08140,R08303,19TA,7102.1539
A08140/R12156,A08140,R12156,19TA,7478.7595
A08158/R01302,A08158,R01302,19TA,6493.3082
A08158/R05330,A08158,R05330,19TA,6895.0209
A08158/R08224,A08158,R08224,19TA,5140.6664
A08158/R12145,A08158,R12145,19TA,5849.9403
A08158/RTx2912,A08158,RTx2912,19TA,7004.8642
A08158/RTx2917,A08158,RTx2917,19TA,5981.7523
A11076/R04060,A11076,R04060,19TA,7058.2166
A11076/R08297,A11076,R08297,19TA,7478.7595
A11076/R12154,A11076,R12154,19TA,6173.1935
A11076/RTx2918,A11076,RTx2918,19TA,6600.0131
A11076/RTx2940,A11076,RTx2940,19TA,6405.4336
A11085/R04104,A11085,R04104,19TA,6041.3815
A11085/R07178,A11085,R07178,19TA,6421.1255
A11085/RTx2942,A11085,RTx2942,19TA,5978.6139
AKS116/R02107,AKS116,R02107,19TA,4023.4032
AKS116/R12154,AKS116,R12154,19TA,5209.7108
AKS116/RTx2920,AKS116,RTx2920,19TA,4723.2619
AKS116/RTx2940,AKS116,RTx2940,19TA,4170.907
AKS116/RTx2944,AKS116,RTx2944,19TA,4676.1862
AKS117/R12148,AKS117,R12148,19TA,5918.9847
AKS118/R12156,AKS118,R12156,19TA,6656.504
AKS118/RTx2916,AKS118,RTx2916,19TA,6433.679
AKS118/RTx2935,AKS118,RTx2935,19TA,6088.4572
AKS119/R05386,AKS119,R05386,19TA,4610.2802
AKS119/R05512,AKS119,R05512,19TA,5379.1833
AKS119/RTx2914,AKS119,RTx2914,19TA,4682.463
AKS119/RTx2919,AKS119,RTx2919,19TA,5787.1727
AKS120/R04060,AKS120,R04060,19TA,6399.1568
AKS120/R07161,AKS120,R07161,19TA,5721.2667
AKS120/R08306,AKS120,R08306,19TA,5523.5488
AKS120/R12148,AKS120,R12148,19TA,6565.491
AKS120/RTx2935,AKS120,RTx2935,19TA,6408.572
