"","gy","ph","dy"
"A05210/RTx2939",6290.8535,131.445,93.5
"A05210/RTx2940",6151.9875,119.38,90.5
"A05210/RTx2941",4742.224,123.825,96
"A05210/RTx2942",6787.119,126.365,90.75
"A05210/RTx2943",6151.963,133.35,93
"A05210/RTx2944",5611.043,121.285,89.25
"A05269/R01302",5997.25,113.665,91
"A05269/R02107",4980.563,116.84,91.25
"A05269/R03248",6431.0665,116.84,91.75
"A05269/R04060",6866.122,118.745,92.25
"A05269/R04104",5848.481,115.57,91.25
"A05269/R05330",5926.9465,121.92,91.75
"A05269/R05386",5769.68,107.315,93
"A05269/R05393",5816.4995,110.49,92.75
"A05269/R05405",5702.128,111.125,93.25
"A05269/R05425",5608.496,113.03,90.75
"A05269/R05512",5488.5005,112.395,94
"A05269/R07161",6461.056,123.825,91.5
"A05269/R07178",6225.644,112.395,92.25
"A05269/R08224",5715.9885,125.095,94
"A05269/R08297",5477.7935,109.855,93.25
"A05269/R08303",5780.164,102.235,93.5
"A05269/R08304",6035.924,129.54,93.5
"A05269/R08306",6094.2665,108.585,91.25
"A05269/R11158",6045.617,123.19,91.25
"A05269/R11208",6060.3595,105.41,93.5
"A05269/R12071",6740.3865,116.84,89
"A05269/R12145",6130.016,115.57,93.5
"A05269/R12148",5733.8915,111.76,92.75
"A05269/R12154",6376.248,119.38,91.25
"A05269/R12156",6215.6045,114.3,94.75
"A05269/R12157",5727.5845,118.11,93.5
"A05269/RTx2912",5093.109,114.3,95.25
"A05269/RTx2913",6487.766,125.73,93
"A05269/RTx2914",5464.3255,124.46,92.25
"A05269/RTx2916",5523.565,118.11,93.5
"A05269/RTx2917",5641.719,109.855,92.5
"A05269/RTx2918",6294.035,110.49,93.5
"A05269/RTx2919",5652.0315,116.205,94
"A05269/RTx2920",5281.416,102.235,90.75
"A05269/RTx2935",6300.803,111.125,93.5
"A05269/RTx2936",6326.5115,121.285,91.25
"A05269/RTx2937",5657.408,109.22,93
"A05269/RTx2938",5907.79,112.395,92.25
"A05269/RTx2939",6041.914,123.19,94
"A05269/RTx2940",5903.048,111.125,91
"A05269/RTx2941",4493.2845,115.57,96.5
"A05269/RTx2942",6538.1795,118.11,91.25
"A05269/RTx2943",5903.0235,125.095,93.5
"A05269/RTx2944",5362.1035,113.03,89.75
"A06035/R01302",5589.1505,106.68,89
"A06035/R02107",4572.4635,109.855,89.25
"A06035/R03248",6022.967,109.855,89.75
"A06035/R04060",6458.0225,111.76,90.25
"A06035/R04104",5440.3815,108.585,89.25
"A06035/R05330",5518.847,114.935,89.75
"A06035/R05386",5361.5805,100.33,91
"A06035/R05393",5408.4,103.505,90.75
"A06035/R05405",5294.0285,104.14,91.25
"A06035/R05425",5200.3965,106.045,88.75
"A06035/R05512",5080.401,105.41,92
"A06035/R07161",6052.9565,116.84,89.5
"A06035/R07178",5817.5445,105.41,90.25
"A06035/R08224",5307.889,118.11,92
"A06035/R08297",5069.694,102.87,91.25
"A06035/R08303",5372.0645,95.25,91.5
"A06035/R08304",5627.8245,122.555,91.5
"A06035/R08306",5686.167,101.6,89.25
"A06035/R11158",5637.5175,116.205,89.25
"A06035/R11208",5652.26,98.425,91.5
"A06035/R12071",6332.287,109.855,87
"A06035/R12145",5721.9165,108.585,91.5
"A06035/R12148",5325.792,104.775,90.75
"A06035/R12154",5968.1485,112.395,89.25
"A06035/R12156",5807.505,107.315,92.75
"A06035/R12157",5319.485,111.125,91.5
"A06035/RTx2912",4685.0095,107.315,93.25
"A06035/RTx2913",6079.6665,118.745,91
"A06035/RTx2914",5056.226,117.475,90.25
"A06035/RTx2916",5115.4655,111.125,91.5
"A06035/RTx2917",5233.6195,102.87,90.5
"A06035/RTx2918",5885.9355,103.505,91.5
"A06035/RTx2919",5243.932,109.22,92
"A06035/RTx2920",4873.3165,95.25,88.75
"A06035/RTx2935",5892.7035,104.14,91.5
"A06035/RTx2936",5918.412,114.3,89.25
"A06035/RTx2937",5249.3085,102.235,91
"A06035/RTx2938",5499.6905,105.41,90.25
"A06035/RTx2939",5633.8145,116.205,92
"A06035/RTx2940",5494.9485,104.14,89
"A06035/RTx2941",4085.185,108.585,94.5
"A06035/RTx2942",6130.08,111.125,89.25
"A06035/RTx2943",5494.924,118.11,91.5
"A06035/RTx2944",4954.004,106.045,87.75
"A06036/R01302",5181.465,104.775,89.75
"A06036/R02107",4164.778,107.95,90
"A06036/R03248",5615.2815,107.95,90.5
"A06036/R04060",6050.337,109.855,91
"A06036/R04104",5032.696,106.68,90
"A06036/R05330",5111.1615,113.03,90.5
"A06036/R05386",4953.895,98.425,91.75
"A06036/R05393",5000.7145,101.6,91.5
"A06036/R05405",4886.343,102.235,92
"A06036/R05425",4792.711,104.14,89.5
"A06036/R05512",4672.7155,103.505,92.75
"A06036/R07161",5645.271,114.935,90.25
"A06036/R07178",5409.859,103.505,91
"A06036/R08224",4900.2035,116.205,92.75
"A06036/R08297",4662.0085,100.965,92
"A06036/R08303",4964.379,93.345,92.25
"A06036/R08304",5220.139,120.65,92.25
"A06036/R08306",5278.4815,99.695,90
"A06036/R11158",5229.832,114.3,90
"A06036/R11208",5244.5745,96.52,92.25
"A06036/R12071",5924.6015,107.95,87.75
"A06036/R12145",5314.231,106.68,92.25
"A06036/R12148",4918.1065,102.87,91.5
"A06036/R12154",5560.463,110.49,90
"A06036/R12156",5399.8195,105.41,93.5
"A06036/R12157",4911.7995,109.22,92.25
"A06036/RTx2912",4277.324,105.41,94
"A06036/RTx2913",5671.981,116.84,91.75
"A06036/RTx2914",4648.5405,115.57,91
"A06036/RTx2916",4707.78,109.22,92.25
"A06036/RTx2917",4825.934,100.965,91.25
"A06036/RTx2918",5478.25,101.6,92.25
"A06036/RTx2919",4836.2465,107.315,92.75
"A06036/RTx2920",4465.631,93.345,89.5
"A06036/RTx2935",5485.018,102.235,92.25
"A06036/RTx2936",5510.7265,112.395,90
"A06036/RTx2937",4841.623,100.33,91.75
"A06036/RTx2938",5092.005,103.505,91
"A06036/RTx2939",5226.129,114.3,92.75
"A06036/RTx2940",5087.263,102.235,89.75
"A06036/RTx2941",3677.4995,106.68,95.25
"A06036/RTx2942",5722.3945,109.22,90
"A06036/RTx2943",5087.2385,116.205,92.25
"A06036/RTx2944",4546.3185,104.14,88.5
"A07118/R01302",5827.571,107.315,89.5
"A07118/R02107",4810.884,110.49,89.75
"A07118/R03248",6261.3875,110.49,90.25
"A07118/R04060",6696.443,112.395,90.75
"A07118/R04104",5678.802,109.22,89.75
"A07118/R05330",5757.2675,115.57,90.25
"A07118/R05386",5600.001,100.965,91.5
"A07118/R05393",5646.8205,104.14,91.25
"A07118/R05405",5532.449,104.775,91.75
"A07118/R05425",5438.817,106.68,89.25
"A07118/R05512",5318.8215,106.045,92.5
"A07118/R07161",6291.377,117.475,90
"A07118/R07178",6055.965,106.045,90.75
"A07118/R08224",5546.3095,118.745,92.5
"A07118/R08297",5308.1145,103.505,91.75
"A07118/R08303",5610.485,95.885,92
"A07118/R08304",5866.245,123.19,92
"A07118/R08306",5924.5875,102.235,89.75
"A07118/R11158",5875.938,116.84,89.75
"A07118/R11208",5890.6805,99.06,92
"A07118/R12071",6570.7075,110.49,87.5
"A07118/R12145",5960.337,109.22,92
"A07118/R12148",5564.2125,105.41,91.25
"A07118/R12154",6206.569,113.03,89.75
"A07118/R12156",6045.9255,107.95,93.25
"A07118/R12157",5557.9055,111.76,92
"A07118/RTx2912",4923.43,107.95,93.75
"A07118/RTx2913",6318.087,119.38,91.5
"A07118/RTx2914",5294.6465,118.11,90.75
"A07118/RTx2916",5353.886,111.76,92
"A07118/RTx2917",5472.04,103.505,91
"A07118/RTx2918",6124.356,104.14,92
"A07118/RTx2919",5482.3525,109.855,92.5
"A07118/RTx2920",5111.737,95.885,89.25
"A07118/RTx2935",6131.124,104.775,92
"A07118/RTx2936",6156.8325,114.935,89.75
"A07118/RTx2937",5487.729,102.87,91.5
"A07118/RTx2938",5738.111,106.045,90.75
"A07118/RTx2939",5872.235,116.84,92.5
"A07118/RTx2940",5733.369,104.775,89.5
"A07118/RTx2941",4323.6055,109.22,95
"A07118/RTx2942",6368.5005,111.76,89.75
"A07118/RTx2943",5733.3445,118.745,92
"A07118/RTx2944",5192.4245,106.68,88.25
"A07124/R01302",5983.4075,110.49,87.75
"A07124/R02107",4966.7205,113.665,88
"A07124/R03248",6417.224,113.665,88.5
"A07124/R04060",6852.2795,115.57,89
"A07124/R04104",5834.6385,112.395,88
"A07124/R05330",5913.104,118.745,88.5
"A07124/R05386",5755.8375,104.14,89.75
"A07124/R05393",5802.657,107.315,89.5
"A07124/R05405",5688.2855,107.95,90
"A07124/R05425",5594.6535,109.855,87.5
"A07124/R05512",5474.658,109.22,90.75
"A07124/R07161",6447.2135,120.65,88.25
"A07124/R07178",6211.8015,109.22,89
"A07124/R08224",5702.146,121.92,90.75
"A07124/R08297",5463.951,106.68,90
"A07124/R08303",5766.3215,99.06,90.25
"A07124/R08304",6022.0815,126.365,90.25
"A07124/R08306",6080.424,105.41,88
"A07124/R11158",6031.7745,120.015,88
"A07124/R11208",6046.517,102.235,90.25
"A07124/R12071",6726.544,113.665,85.75
"A07124/R12145",6116.1735,112.395,90.25
"A07124/R12148",5720.049,108.585,89.5
"A07124/R12154",6362.4055,116.205,88
"A07124/R12156",6201.762,111.125,91.5
"A07124/R12157",5713.742,114.935,90.25
"A07124/RTx2912",5079.2665,111.125,92
"A07124/RTx2913",6473.9235,122.555,89.75
"A07124/RTx2914",5450.483,121.285,89
"A07124/RTx2916",5509.7225,114.935,90.25
"A07124/RTx2917",5627.8765,106.68,89.25
"A07124/RTx2918",6280.1925,107.315,90.25
"A07124/RTx2919",5638.189,113.03,90.75
"A07124/RTx2920",5267.5735,99.06,87.5
"A07124/RTx2935",6286.9605,107.95,90.25
"A07124/RTx2936",6312.669,118.11,88
"A07124/RTx2937",5643.5655,106.045,89.75
"A07124/RTx2938",5893.9475,109.22,89
"A07124/RTx2939",6028.0715,120.015,90.75
"A07124/RTx2940",5889.2055,107.95,87.75
"A07124/RTx2941",4479.442,112.395,93.25
"A07124/RTx2942",6524.337,114.935,88
"A07124/RTx2943",5889.181,121.92,90.25
"A07124/RTx2944",5348.261,109.855,86.5
"A08068/R01302",5202.5995,103.505,89.75
"A08068/R02107",4185.9125,106.68,90
"A08068/R03248",5636.416,106.68,90.5
"A08068/R04060",6071.4715,108.585,91
"A08068/R04104",5053.8305,105.41,90
"A08068/R05330",5132.296,111.76,90.5
"A08068/R05386",4975.0295,97.155,91.75
"A08068/R05393",5021.849,100.33,91.5
"A08068/R05405",4907.4775,100.965,92
"A08068/R05425",4813.8455,102.87,89.5
"A08068/R05512",4693.85,102.235,92.75
"A08068/R07161",5666.4055,113.665,90.25
"A08068/R07178",5430.9935,102.235,91
"A08068/R08224",4921.338,114.935,92.75
"A08068/R08297",4683.143,99.695,92
"A08068/R08303",4985.5135,92.075,92.25
"A08068/R08304",5241.2735,119.38,92.25
"A08068/R08306",5299.616,98.425,90
"A08068/R11158",5250.9665,113.03,90
"A08068/R11208",5265.709,95.25,92.25
"A08068/R12071",5945.736,106.68,87.75
"A08068/R12145",5335.3655,105.41,92.25
"A08068/R12148",4939.241,101.6,91.5
"A08068/R12154",5581.5975,109.22,90
"A08068/R12156",5420.954,104.14,93.5
"A08068/R12157",4932.934,107.95,92.25
"A08068/RTx2912",4298.4585,104.14,94
"A08068/RTx2913",5693.1155,115.57,91.75
"A08068/RTx2914",4669.675,114.3,91
"A08068/RTx2916",4728.9145,107.95,92.25
"A08068/RTx2917",4847.0685,99.695,91.25
"A08068/RTx2918",5499.3845,100.33,92.25
"A08068/RTx2919",4857.381,106.045,92.75
"A08068/RTx2920",4486.7655,92.075,89.5
"A08068/RTx2935",5506.1525,100.965,92.25
"A08068/RTx2936",5531.861,111.125,90
"A08068/RTx2937",4862.7575,99.06,91.75
"A08068/RTx2938",5113.1395,102.235,91
"A08068/RTx2939",5247.2635,113.03,92.75
"A08068/RTx2940",5108.3975,100.965,89.75
"A08068/RTx2941",3698.634,105.41,95.25
"A08068/RTx2942",5743.529,107.95,90
"A08068/RTx2943",5108.373,114.935,92.25
"A08068/RTx2944",4567.453,102.87,88.5
"A08134/R01302",6036.2215,118.11,87
"A08134/R02107",5019.5345,121.285,87.25
"A08134/R03248",6470.038,121.285,87.75
"A08134/R04060",6905.0935,123.19,88.25
"A08134/R04104",5887.4525,120.015,87.25
"A08134/R05330",5965.918,126.365,87.75
"A08134/R05386",5808.6515,111.76,89
"A08134/R05393",5855.471,114.935,88.75
"A08134/R05405",5741.0995,115.57,89.25
"A08134/R05425",5647.4675,117.475,86.75
"A08134/R05512",5527.472,116.84,90
"A08134/R07161",6500.0275,128.27,87.5
"A08134/R07178",6264.6155,116.84,88.25
"A08134/R08224",5754.96,129.54,90
"A08134/R08297",5516.765,114.3,89.25
"A08134/R08303",5819.1355,106.68,89.5
"A08134/R08304",6074.8955,133.985,89.5
"A08134/R08306",6133.238,113.03,87.25
"A08134/R11158",6084.5885,127.635,87.25
"A08134/R11208",6099.331,109.855,89.5
"A08134/R12071",6779.358,121.285,85
"A08134/R12145",6168.9875,120.015,89.5
"A08134/R12148",5772.863,116.205,88.75
"A08134/R12154",6415.2195,123.825,87.25
"A08134/R12156",6254.576,118.745,90.75
"A08134/R12157",5766.556,122.555,89.5
"A08134/RTx2912",5132.0805,118.745,91.25
"A08134/RTx2913",6526.7375,130.175,89
"A08134/RTx2914",5503.297,128.905,88.25
"A08134/RTx2916",5562.5365,122.555,89.5
"A08134/RTx2917",5680.6905,114.3,88.5
"A08134/RTx2918",6333.0065,114.935,89.5
"A08134/RTx2919",5691.003,120.65,90
"A08134/RTx2920",5320.3875,106.68,86.75
"A08134/RTx2935",6339.7745,115.57,89.5
"A08134/RTx2936",6365.483,125.73,87.25
"A08134/RTx2937",5696.3795,113.665,89
"A08134/RTx2938",5946.7615,116.84,88.25
"A08134/RTx2939",6080.8855,127.635,90
"A08134/RTx2940",5942.0195,115.57,87
"A08134/RTx2941",4532.256,120.015,92.5
"A08134/RTx2942",6577.151,122.555,87.25
"A08134/RTx2943",5941.995,129.54,89.5
"A08134/RTx2944",5401.075,117.475,85.75
"A08140/R01302",5811.1705,100.965,89.25
"A08140/R02107",4794.4835,104.14,89.5
"A08140/R03248",6244.987,104.14,90
"A08140/R04060",6680.0425,106.045,90.5
"A08140/R04104",5662.4015,102.87,89.5
"A08140/R05330",5740.867,109.22,90
"A08140/R05386",5583.6005,94.615,91.25
"A08140/R05393",5630.42,97.79,91
"A08140/R05405",5516.0485,98.425,91.5
"A08140/R05425",5422.4165,100.33,89
"A08140/R05512",5302.421,99.695,92.25
"A08140/R07161",6274.9765,111.125,89.75
"A08140/R07178",6039.5645,99.695,90.5
"A08140/R08224",5529.909,112.395,92.25
"A08140/R08297",5291.714,97.155,91.5
"A08140/R08303",5594.0845,89.535,91.75
"A08140/R08304",5849.8445,116.84,91.75
"A08140/R08306",5908.187,95.885,89.5
"A08140/R11158",5859.5375,110.49,89.5
"A08140/R11208",5874.28,92.71,91.75
"A08140/R12071",6554.307,104.14,87.25
"A08140/R12145",5943.9365,102.87,91.75
"A08140/R12148",5547.812,99.06,91
"A08140/R12154",6190.1685,106.68,89.5
"A08140/R12156",6029.525,101.6,93
"A08140/R12157",5541.505,105.41,91.75
"A08140/RTx2912",4907.0295,101.6,93.5
"A08140/RTx2913",6301.6865,113.03,91.25
"A08140/RTx2914",5278.246,111.76,90.5
"A08140/RTx2916",5337.4855,105.41,91.75
"A08140/RTx2917",5455.6395,97.155,90.75
"A08140/RTx2918",6107.9555,97.79,91.75
"A08140/RTx2919",5465.952,103.505,92.25
"A08140/RTx2920",5095.3365,89.535,89
"A08140/RTx2935",6114.7235,98.425,91.75
"A08140/RTx2936",6140.432,108.585,89.5
"A08140/RTx2937",5471.3285,96.52,91.25
"A08140/RTx2938",5721.7105,99.695,90.5
"A08140/RTx2939",5855.8345,110.49,92.25
"A08140/RTx2940",5716.9685,98.425,89.25
"A08140/RTx2941",4307.205,102.87,94.75
"A08140/RTx2942",6352.1,105.41,89.5
"A08140/RTx2943",5716.944,112.395,91.75
"A08140/RTx2944",5176.024,100.33,88
"A08158/R01302",5703.116,118.11,90.25
"A08158/R02107",4686.429,121.285,90.5
"A08158/R03248",6136.9325,121.285,91
"A08158/R04060",6571.988,123.19,91.5
"A08158/R04104",5554.347,120.015,90.5
"A08158/R05330",5632.8125,126.365,91
"A08158/R05386",5475.546,111.76,92.25
"A08158/R05393",5522.3655,114.935,92
"A08158/R05405",5407.994,115.57,92.5
"A08158/R05425",5314.362,117.475,90
"A08158/R05512",5194.3665,116.84,93.25
"A08158/R07161",6166.922,128.27,90.75
"A08158/R07178",5931.51,116.84,91.5
"A08158/R08224",5421.8545,129.54,93.25
"A08158/R08297",5183.6595,114.3,92.5
"A08158/R08303",5486.03,106.68,92.75
"A08158/R08304",5741.79,133.985,92.75
"A08158/R08306",5800.1325,113.03,90.5
"A08158/R11158",5751.483,127.635,90.5
"A08158/R11208",5766.2255,109.855,92.75
"A08158/R12071",6446.2525,121.285,88.25
"A08158/R12145",5835.882,120.015,92.75
"A08158/R12148",5439.7575,116.205,92
"A08158/R12154",6082.114,123.825,90.5
"A08158/R12156",5921.4705,118.745,94
"A08158/R12157",5433.4505,122.555,92.75
"A08158/RTx2912",4798.975,118.745,94.5
"A08158/RTx2913",6193.632,130.175,92.25
"A08158/RTx2914",5170.1915,128.905,91.5
"A08158/RTx2916",5229.431,122.555,92.75
"A08158/RTx2917",5347.585,114.3,91.75
"A08158/RTx2918",5999.901,114.935,92.75
"A08158/RTx2919",5357.8975,120.65,93.25
"A08158/RTx2920",4987.282,106.68,90
"A08158/RTx2935",6006.669,115.57,92.75
"A08158/RTx2936",6032.3775,125.73,90.5
"A08158/RTx2937",5363.274,113.665,92.25
"A08158/RTx2938",5613.656,116.84,91.5
"A08158/RTx2939",5747.78,127.635,93.25
"A08158/RTx2940",5608.914,115.57,90.25
"A08158/RTx2941",4199.1505,120.015,95.75
"A08158/RTx2942",6244.0455,122.555,90.5
"A08158/RTx2943",5608.8895,129.54,92.75
"A08158/RTx2944",5067.9695,117.475,89
"A11076/R01302",5825.8015,104.775,90.25
"A11076/R02107",4809.1145,107.95,90.5
"A11076/R03248",6259.618,107.95,91
"A11076/R04060",6694.6735,109.855,91.5
"A11076/R04104",5677.0325,106.68,90.5
"A11076/R05330",5755.498,113.03,91
"A11076/R05386",5598.2315,98.425,92.25
"A11076/R05393",5645.051,101.6,92
"A11076/R05405",5530.6795,102.235,92.5
"A11076/R05425",5437.0475,104.14,90
"A11076/R05512",5317.052,103.505,93.25
"A11076/R07161",6289.6075,114.935,90.75
"A11076/R07178",6054.1955,103.505,91.5
"A11076/R08224",5544.54,116.205,93.25
"A11076/R08297",5306.345,100.965,92.5
"A11076/R08303",5608.7155,93.345,92.75
"A11076/R08304",5864.4755,120.65,92.75
"A11076/R08306",5922.818,99.695,90.5
"A11076/R11158",5874.1685,114.3,90.5
"A11076/R11208",5888.911,96.52,92.75
"A11076/R12071",6568.938,107.95,88.25
"A11076/R12145",5958.5675,106.68,92.75
"A11076/R12148",5562.443,102.87,92
"A11076/R12154",6204.7995,110.49,90.5
"A11076/R12156",6044.156,105.41,94
"A11076/R12157",5556.136,109.22,92.75
"A11076/RTx2912",4921.6605,105.41,94.5
"A11076/RTx2913",6316.3175,116.84,92.25
"A11076/RTx2914",5292.877,115.57,91.5
"A11076/RTx2916",5352.1165,109.22,92.75
"A11076/RTx2917",5470.2705,100.965,91.75
"A11076/RTx2918",6122.5865,101.6,92.75
"A11076/RTx2919",5480.583,107.315,93.25
"A11076/RTx2920",5109.9675,93.345,90
"A11076/RTx2935",6129.3545,102.235,92.75
"A11076/RTx2936",6155.063,112.395,90.5
"A11076/RTx2937",5485.9595,100.33,92.25
"A11076/RTx2938",5736.3415,103.505,91.5
"A11076/RTx2939",5870.4655,114.3,93.25
"A11076/RTx2940",5731.5995,102.235,90.25
"A11076/RTx2941",4321.836,106.68,95.75
"A11076/RTx2942",6366.731,109.22,90.5
"A11076/RTx2943",5731.575,116.205,92.75
"A11076/RTx2944",5190.655,104.14,89
"A11085/R01302",5635.137,115.57,88.75
"A11085/R02107",4618.45,118.745,89
"A11085/R03248",6068.9535,118.745,89.5
"A11085/R04060",6504.009,120.65,90
"A11085/R04104",5486.368,117.475,89
"A11085/R05330",5564.8335,123.825,89.5
"A11085/R05386",5407.567,109.22,90.75
"A11085/R05393",5454.3865,112.395,90.5
"A11085/R05405",5340.015,113.03,91
"A11085/R05425",5246.383,114.935,88.5
"A11085/R05512",5126.3875,114.3,91.75
"A11085/R07161",6098.943,125.73,89.25
"A11085/R07178",5863.531,114.3,90
"A11085/R08224",5353.8755,127,91.75
"A11085/R08297",5115.6805,111.76,91
"A11085/R08303",5418.051,104.14,91.25
"A11085/R08304",5673.811,131.445,91.25
"A11085/R08306",5732.1535,110.49,89
"A11085/R11158",5683.504,125.095,89
"A11085/R11208",5698.2465,107.315,91.25
"A11085/R12071",6378.2735,118.745,86.75
"A11085/R12145",5767.903,117.475,91.25
"A11085/R12148",5371.7785,113.665,90.5
"A11085/R12154",6014.135,121.285,89
"A11085/R12156",5853.4915,116.205,92.5
"A11085/R12157",5365.4715,120.015,91.25
"A11085/RTx2912",4730.996,116.205,93
"A11085/RTx2913",6125.653,127.635,90.75
"A11085/RTx2914",5102.2125,126.365,90
"A11085/RTx2916",5161.452,120.015,91.25
"A11085/RTx2917",5279.606,111.76,90.25
"A11085/RTx2918",5931.922,112.395,91.25
"A11085/RTx2919",5289.9185,118.11,91.75
"A11085/RTx2920",4919.303,104.14,88.5
"A11085/RTx2935",5938.69,113.03,91.25
"A11085/RTx2936",5964.3985,123.19,89
"A11085/RTx2937",5295.295,111.125,90.75
"A11085/RTx2938",5545.677,114.3,90
"A11085/RTx2939",5679.801,125.095,91.75
"A11085/RTx2940",5540.935,113.03,88.75
"A11085/RTx2941",4131.1715,117.475,94.25
"A11085/RTx2942",6176.0665,120.015,89
"A11085/RTx2943",5540.9105,127,91.25
"A11085/RTx2944",4999.9905,114.935,87.5
"AHF14/R01302",5971.8945,113.03,88.25
"AHF14/R02107",4955.2075,116.205,88.5
"AHF14/R03248",6405.711,116.205,89
"AHF14/R04060",6840.7665,118.11,89.5
"AHF14/R04104",5823.1255,114.935,88.5
"AHF14/R05330",5901.591,121.285,89
"AHF14/R05386",5744.3245,106.68,90.25
"AHF14/R05393",5791.144,109.855,90
"AHF14/R05405",5676.7725,110.49,90.5
"AHF14/R05425",5583.1405,112.395,88
"AHF14/R05512",5463.145,111.76,91.25
"AHF14/R07161",6435.7005,123.19,88.75
"AHF14/R07178",6200.2885,111.76,89.5
"AHF14/R08224",5690.633,124.46,91.25
"AHF14/R08297",5452.438,109.22,90.5
"AHF14/R08303",5754.8085,101.6,90.75
"AHF14/R08304",6010.5685,128.905,90.75
"AHF14/R08306",6068.911,107.95,88.5
"AHF14/R11158",6020.2615,122.555,88.5
"AHF14/R11208",6035.004,104.775,90.75
"AHF14/R12071",6715.031,116.205,86.25
"AHF14/R12145",6104.6605,114.935,90.75
"AHF14/R12148",5708.536,111.125,90
"AHF14/R12154",6350.8925,118.745,88.5
"AHF14/R12156",6190.249,113.665,92
"AHF14/R12157",5702.229,117.475,90.75
"AHF14/RTx2912",5067.7535,113.665,92.5
"AHF14/RTx2913",6462.4105,125.095,90.25
"AHF14/RTx2914",5438.97,123.825,89.5
"AHF14/RTx2916",5498.2095,117.475,90.75
"AHF14/RTx2917",5616.3635,109.22,89.75
"AHF14/RTx2918",6268.6795,109.855,90.75
"AHF14/RTx2919",5626.676,115.57,91.25
"AHF14/RTx2920",5256.0605,101.6,88
"AHF14/RTx2935",6275.4475,110.49,90.75
"AHF14/RTx2936",6301.156,120.65,88.5
"AHF14/RTx2937",5632.0525,108.585,90.25
"AHF14/RTx2938",5882.4345,111.76,89.5
"AHF14/RTx2939",6016.5585,122.555,91.25
"AHF14/RTx2940",5877.6925,110.49,88.25
"AHF14/RTx2941",4467.929,114.935,93.75
"AHF14/RTx2942",6512.824,117.475,88.5
"AHF14/RTx2943",5877.668,124.46,90.75
"AHF14/RTx2944",5336.748,112.395,87
"AKS116/R01302",5027.359,104.775,87
"AKS116/R02107",4010.672,107.95,87.25
"AKS116/R03248",5461.1755,107.95,87.75
"AKS116/R04060",5896.231,109.855,88.25
"AKS116/R04104",4878.59,106.68,87.25
"AKS116/R05330",4957.0555,113.03,87.75
"AKS116/R05386",4799.789,98.425,89
"AKS116/R05393",4846.6085,101.6,88.75
"AKS116/R05405",4732.237,102.235,89.25
"AKS116/R05425",4638.605,104.14,86.75
"AKS116/R05512",4518.6095,103.505,90
"AKS116/R07161",5491.165,114.935,87.5
"AKS116/R07178",5255.753,103.505,88.25
"AKS116/R08224",4746.0975,116.205,90
"AKS116/R08297",4507.9025,100.965,89.25
"AKS116/R08303",4810.273,93.345,89.5
"AKS116/R08304",5066.033,120.65,89.5
"AKS116/R08306",5124.3755,99.695,87.25
"AKS116/R11158",5075.726,114.3,87.25
"AKS116/R11208",5090.4685,96.52,89.5
"AKS116/R12071",5770.4955,107.95,85
"AKS116/R12145",5160.125,106.68,89.5
"AKS116/R12148",4764.0005,102.87,88.75
"AKS116/R12154",5406.357,110.49,87.25
"AKS116/R12156",5245.7135,105.41,90.75
"AKS116/R12157",4757.6935,109.22,89.5
"AKS116/RTx2912",4123.218,105.41,91.25
"AKS116/RTx2913",5517.875,116.84,89
"AKS116/RTx2914",4494.4345,115.57,88.25
"AKS116/RTx2916",4553.674,109.22,89.5
"AKS116/RTx2917",4671.828,100.965,88.5
"AKS116/RTx2918",5324.144,101.6,89.5
"AKS116/RTx2919",4682.1405,107.315,90
"AKS116/RTx2920",4311.525,93.345,86.75
"AKS116/RTx2935",5330.912,102.235,89.5
"AKS116/RTx2936",5356.6205,112.395,87.25
"AKS116/RTx2937",4687.517,100.33,89
"AKS116/RTx2938",4937.899,103.505,88.25
"AKS116/RTx2939",5072.023,114.3,90
"AKS116/RTx2940",4933.157,102.235,87
"AKS116/RTx2941",3523.3935,106.68,92.5
"AKS116/RTx2942",5568.2885,109.22,87.25
"AKS116/RTx2943",4933.1325,116.205,89.5
"AKS116/RTx2944",4392.2125,104.14,85.75
"AKS117/R01302",5144.171,103.505,89.25
"AKS117/R02107",4127.484,106.68,89.5
"AKS117/R03248",5577.9875,106.68,90
"AKS117/R04060",6013.043,108.585,90.5
"AKS117/R04104",4995.402,105.41,89.5
"AKS117/R05330",5073.8675,111.76,90
"AKS117/R05386",4916.601,97.155,91.25
"AKS117/R05393",4963.4205,100.33,91
"AKS117/R05405",4849.049,100.965,91.5
"AKS117/R05425",4755.417,102.87,89
"AKS117/R05512",4635.4215,102.235,92.25
"AKS117/R07161",5607.977,113.665,89.75
"AKS117/R07178",5372.565,102.235,90.5
"AKS117/R08224",4862.9095,114.935,92.25
"AKS117/R08297",4624.7145,99.695,91.5
"AKS117/R08303",4927.085,92.075,91.75
"AKS117/R08304",5182.845,119.38,91.75
"AKS117/R08306",5241.1875,98.425,89.5
"AKS117/R11158",5192.538,113.03,89.5
"AKS117/R11208",5207.2805,95.25,91.75
"AKS117/R12071",5887.3075,106.68,87.25
"AKS117/R12145",5276.937,105.41,91.75
"AKS117/R12148",4880.8125,101.6,91
"AKS117/R12154",5523.169,109.22,89.5
"AKS117/R12156",5362.5255,104.14,93
"AKS117/R12157",4874.5055,107.95,91.75
"AKS117/RTx2912",4240.03,104.14,93.5
"AKS117/RTx2913",5634.687,115.57,91.25
"AKS117/RTx2914",4611.2465,114.3,90.5
"AKS117/RTx2916",4670.486,107.95,91.75
