Env,Pedigree,Female,Male,RA,RO,Rep,Test,DY,PH,GY
20LY,A05269/R01302,A05269,R01302,6,77,1,SCHV,68,109.22,4111.784145
20LY,A08068/R07161,A08068,R07161,7,49,1,SCHV,68,121.92,4121.553654
20LY,A11076/RTx2918,A11076,RTx2918,8,77,1,SCHV,66,114.3,4122.03034
20LY,ATx2923/R05330,ATx2923,R05330,10,69,1,SCHV,70,114.3,4126.392277
20LY,AKS118/RTx2912,AKS118,RTx2912,9,45,1,SCHV,72,109.22,4137.145912
20LY,A11076/RTx2938,A11076,RTx2938,8,75,1,SCHV,68,101.6,4138.534966
20LY,AN290/RTx2942,AN290,RTx2942,10,81,1,SCHV,68,109.22,4148.832417
20LY,A05210/RTx2938,A05210,RTx2938,12,69,2,SCHV,68,114.3,4152.948323
20LY,A06036/R11158,A06036,R11158,6,55,1,SCHV,66,96.52,4169.058273
20LY,A11076/R12148,A11076,R12148,8,79,1,SCHV,68,109.22,4183.476755
20LY,ATx2926/R12154,ATx2926,R12154,11,41,1,SCHV,68,101.6,4183.97907
20LY,A11077/R12154,A11077,R12154,16,83,2,SCHV,68,96.52,4191.334392
20LY,ATx3408/R12145,ATx3408,R12145,11,81,1,SCHV,71,121.92,4212.375227
20LY,AKS116/R08303,AKS116,R08303,8,51,1,SCHV,68,114.3,4215.096953
20LY,A08158/RTx2914,A08158,RTx2914,16,81,2,SCHV,68,121.92,4224.517917
20LY,AN268/R12154,AN268,R12154,14,55,2,SCHV,68,114.3,4234.405315
20LY,A03054/RTx2940,A03054,RTx2940,12,73,2,SCHV,68,109.22,4246.040564
20LY,ATx2926/R12154,ATx2926,R12154,12,47,2,SCHV,68,109.22,4254.456898
20LY,AN290/R03248,AN290,R03248,9,81,1,SCHV,71,109.22,4258.552301
20LY,AKS118/RTx2943,AKS118,RTx2943,9,49,1,SCHV,70,121.92,4265.266915
20LY,ATx2927/RTx2936,ATx2927,RTx2936,11,47,1,SCHV,68,114.3,4293.068497
20LY,ATx2930/R01302,ATx2930,R01302,11,49,1,SCHV,68,109.22,4298.56833
20LY,A03017/RTx2920,A03017,RTx2920,3,73,1,SCHV,66,101.6,4298.757979
20LY,AN263/R12148,AN263,R12148,14,83,2,SCHV,72,101.6,4311.49012
20LY,A03121/R05425,A03121,R05425,17,53,2,SCHV,68,121.92,4318.015085
20LY,A08158/RTx2914,A08158,RTx2914,7,83,1,SCHV,68,121.92,4318.963332
20LY,AHF14/RTx2943,AHF14,RTx2943,17,83,2,SCHV,68,101.6,4343.361475
20LY,ATx2924/R04060,ATx2924,R04060,10,57,1,SCHV,68,101.6,4345.703902
20LY,ATx2926/R01302,ATx2926,R01302,10,45,1,SCHV,68,114.3,4347.472254
20LY,A07118/RTx2919,A07118,RTx2919,6,45,1,SCHV,64,114.3,4351.142227
20LY,A08134/R05405,A08134,R05405,7,57,1,SCHV,65,121.92,4353.156612
20LY,ATx2930/R03248,ATx2930,R03248,11,51,1,SCHV,68,109.22,4361.526815
20LY,A05071/R04060,A05071,R04060,13,69,2,SCHV,69,114.3,4362.833858
20LY,A08068/R12156,A08068,R12156,7,51,1,SCHV,70,109.22,4365.6786
20LY,A05269/88BE2668,A05269,88BE2668,13,57,2,SCHV,68,96.52,4366.232171
20LY,A06036/RTx2919,A06036,RTx2919,6,53,1,SCHV,68,109.22,4374.023175
20LY,ATx2923/R04104,ATx2923,R04104,10,71,1,SCHV,69,109.22,4384.007961
20LY,ATx2924/RTx2940,ATx2924,RTx2940,10,47,1,SCHV,68,109.22,4384.85882
20LY,AKS119/86EON361,AKS119,86EON361,12,45,2,SCHV,69,114.3,4397.806238
20LY,AHF14/RTx2943,AHF14,RTx2943,8,53,1,SCHV,68,121.92,4399.200418
20LY,ATx2924/86EON361,ATx2924,86EON361,10,59,1,SCHV,68,109.22,4412.188841
20LY,ATx2926/R08297,ATx2926,R08297,12,49,2,SCHV,68,109.22,4415.238609
20LY,AKS116/RTx2917,AKS116,RTx2917,8,49,1,SCHV,68,114.3,4416.104845
20LY,A07124/RTx2919,A07124,RTx2919,7,45,1,SCHV,64,109.22,4431.707355
20LY,A03017/R04060,A03017,R04060,3,71,1,SCHV,69,114.3,4435.438836
20LY,ATx2931/RTx2936,ATx2931,RTx2936,11,69,1,SCHV,68,127,4450.405763
20LY,A03043/RTx2940,A03043,RTx2940,19,75,2,SCHV,68,114.3,4451.907582
20LY,A01046/R05512,A01046,R05512,12,71,2,SCHV,68,127,4454.865088
20LY,ATx2923/R05425,ATx2923,R05425,10,67,1,SCHV,69,114.3,4458.652951
20LY,A07118/R07161,A07118,R07161,18,61,2,SCHV,66,121.92,4468.914523
20LY,A08158/R12071,A08158,R12071,7,79,1,SCHV,68,127,4499.919641
20LY,ATx2923/R11158,ATx2923,R11158,10,65,1,SCHV,70,114.3,4524.738088
20LY,ATx2931/R08297,ATx2931,R08297,11,65,1,SCHV,68,134.62,4531.273305
20LY,A03040/RTx2913,A03040,RTx2913,4,81,1,SCHV,68,114.3,4548.695424
20LY,A05269/R08306,A05269,R08306,6,73,1,SCHV,68,114.3,4552.155245
20LY,AKS120/R08303,AKS120,R08303,9,63,1,SCHV,63,109.22,4562.165659
20LY,ATx3408/R12145,ATx3408,R12145,18,65,2,SCHV,72,134.62,4562.350183
20LY,AKS120/R05425,AKS120,R05425,12,57,2,SCHV,64,139.7,4564.041651
20LY,ATx2931/R08306,ATx2931,R08306,11,67,1,SCHV,68,121.92,4565.533218
20LY,A03043/R01302,A03043,R01302,4,77,1,SCHV,70,109.22,4584.928717
20LY,A03054/R01302,A03054,R01302,13,61,2,SCHV,68,101.6,4587.465918
20LY,A03032/RTx2943,A03032,RTx2943,13,51,2,SCHV,68,101.6,4590.377293
20LY,A11077/R05405,A11077,R05405,8,71,1,SCHV,66,114.3,4591.894489
20LY,A03093/RTx2917,A03093,RTx2917,14,71,2,SCHV,68,109.22,4592.550573
20LY,A03017/RTx2920,A03017,RTx2920,12,51,2,SCHV,68,114.3,4610.111085
20LY,ATx644/R08224,ATx644,R08224,20,49,2,SCHV,68,139.7,4627.036015
20LY,A07118/R08304,A07118,R08304,6,49,1,SCHV,65,114.3,4629.619348
20LY,AKS116/RTx2936,AKS116,RTx2936,8,47,1,SCHV,68,121.92,4629.619348
20LY,AN290/RTx2917,AN290,RTx2917,10,83,1,SCHV,68,96.52,4651.085613
20LY,AKS117/R01302,AKS117,R01302,8,43,1,SCHV,68,109.22,4663.264182
20LY,AKS117/R01302,AKS117,R01302,18,81,2,SCHV,68,114.3,4671.71127
20LY,ATx2934/88BE2668,ATx2934,88BE2668,11,73,1,SCHV,66,101.6,4684.853463
20LY,A03043/R08304,A03043,R08304,12,77,2,SCHV,68,127,4686.53468
20LY,ATx644/RTx2936,ATx644,RTx2936,12,81,1,SCHV,68,114.3,4692.823865
20LY,A06035/R05330,A06035,R05330,16,79,2,SCHV,68,114.3,4705.181832
20LY,ATx2930/R12148,ATx2930,R12148,11,57,1,SCHV,68,109.22,4709.359245
20LY,A05071/R12154,A05071,R12154,12,59,2,SCHV,68,134.62,4722.147767
20LY,AKS116/RTx2936,AKS116,RTx2936,13,83,2,SCHV,68,114.3,4728.431826
20LY,A11085/RTx2944,A11085,RTx2944,12,63,2,SCHV,63,121.92,4741.235726
20LY,A03121/R02107,A03121,R02107,15,75,2,SCHV,66,127,4746.361386
20LY,ATx2926/RTx2917,ATx2926,RTx2917,11,43,1,SCHV,65,114.3,4751.251266
20LY,ATx2930/RTx2942,ATx2930,RTx2942,11,61,1,SCHV,64,121.92,4752.21489
20LY,ATx2930/R08303,ATx2930,R08303,11,55,1,SCHV,64,114.3,4758.944882
20LY,ATx2930/RTx2920,ATx2930,RTx2920,11,59,1,SCHV,63,101.6,4759.790616
20LY,ATx2923/RTx2917,ATx2923,RTx2917,16,53,2,SCHV,65,121.92,4768.217201
20LY,ATx2921/R01302,ATx2921,R01302,16,59,2,SCHV,72,139.7,4809.842688
20LY,AKS116/RTx2942,AKS116,RTx2942,8,45,1,SCHV,64,114.3,4820.37592
20LY,A03040/R07178,A03040,R07178,4,83,1,SCHV,66,109.22,4828.069536
20LY,A05071/R08297,A05071,R08297,13,67,2,SCHV,65,114.3,4845.870954
20LY,ATx2921/R05405,ATx2921,R05405,10,77,1,SCHV,71,127,4847.362521
20LY,AN263/RTx2936,AN263,RTx2936,16,73,2,SCHV,68,109.22,4857.434443
20LY,ATx644/RTx2936,ATx644,RTx2936,16,55,2,SCHV,68,121.92,4876.5019
20LY,ATx2924/RTx2920,ATx2924,RTx2920,10,49,1,SCHV,66,109.22,4894.554475
20LY,AKS116/RTx2942,AKS116,RTx2942,15,67,2,SCHV,65,121.92,4895.005533
20LY,ATx2930/RTx2920,ATx2930,RTx2920,13,53,2,SCHV,63,114.3,4908.624412
20LY,ATx2930/R05425,ATx2930,R05425,11,53,1,SCHV,66,139.7,4921.530825
20LY,A11076/RTx2938,A11076,RTx2938,13,65,2,SCHV,68,114.3,4926.313066
20LY,A08158/RTx2939,A08158,RTx2939,8,83,1,SCHV,68,127,4931.730889
20LY,A11085/R03248,A11085,R03248,13,73,2,SCHV,68,109.22,4961.946656
20LY,ATx2931/R08297,ATx2931,R08297,13,59,2,SCHV,65,114.3,4988.200288
20LY,A01362/RTx2937,A01362,RTx2937,15,83,2,SCHV,66,96.52,4996.365464
20LY,ATx644/R08224,ATx644,R08224,12,83,1,SCHV,68,134.62,5003.377368
20LY,A01021/RTx2943,A01021,RTx2943,13,71,2,SCHV,64,127,5007.985336
20LY,A01021/R01302,A01021,R01302,14,75,2,SCHV,65,127,5027.934406
20LY,A03121/R12157,A03121,R12157,17,55,2,SCHV,68,114.3,5033.793035
20LY,A06036/RTx2919,A06036,RTx2919,12,53,2,SCHV,68,114.3,5038.831559
20LY,A07124/R11208,A07124,R11208,7,43,1,SCHV,68,101.6,5055.366939
20LY,ATx2931/R05405,ATx2931,R05405,11,63,1,SCHV,64,96.52,5059.088169
20LY,ATx2934/RTx2941,ATx2934,RTx2941,11,79,1,SCHV,66,121.92,5069.370243
20LY,ATx2931/R08306,ATx2931,R08306,17,79,2,SCHV,65,134.62,5084.731847
20LY,ATx2924/R08224,ATx2924,R08224,14,69,2,SCHV,69,134.62,5084.731847
20LY,AKS119/R01302,AKS119,R01302,21,47,2,SCHV,68,127,5103.865937
20LY,ATx2924/R05393,ATx2924,R05393,17,71,2,SCHV,68,114.3,5105.17298
20LY,A03055/R04104,A03055,R04104,13,43,2,SCHV,68,96.52,5112.461669
20LY,ATx2931/RTx2943,ATx2931,RTx2943,11,71,1,SCHV,68,134.62,5130.416857
20LY,AKS120/RTx2918,AKS120,RTx2918,19,41,2,SCHV,63,121.92,5151.032262
20LY,ATx2934/R12157,ATx2934,R12157,11,77,1,SCHV,66,114.3,5156.378326
20LY,ATx2934/R08297,ATx2934,R08297,11,75,1,SCHV,65,101.6,5171.862945
20LY,ATx2926/RTx2944,ATx2926,RTx2944,11,45,1,SCHV,65,127,5185.871375
20LY,A08158/R07178,A08158,R07178,13,41,2,SCHV,68,121.92,5187.024648
20LY,A03040/RTx2940,A03040,RTx2940,17,75,2,SCHV,63,121.92,5207.91684
20LY,A03121/RTx2919,A03121,RTx2919,18,51,2,SCHV,64,109.22,5223.509098
20LY,A11076/R07178,A11076,R07178,8,81,1,SCHV,68,114.3,5284.709481
20LY,AKS118/R08303,AKS118,R08303,9,43,1,SCHV,68,114.3,5290.578362
20LY,A03121/RTx2944,A03121,RTx2944,16,71,2,SCHV,64,121.92,5295.524624
20LY,A03043/RTx2913,A03043,RTx2913,14,57,2,SCHV,72,114.3,5302.16748
20LY,A08068/RTx2941,A08068,RTx2941,17,69,2,SCHV,70,121.92,5387.458467
20LY,ATx2924/R04060,ATx2924,R04060,14,67,2,SCHV,69,127,5401.256744
20LY,A03032/RTx2918,A03032,RTx2918,19,63,2,SCHV,66,109.22,5416.572217
20LY,A11077/R01302,A11077,R01302,13,77,2,SCHV,68,114.3,5421.677374
20LY,A08068/R07161,A08068,R07161,13,45,2,SCHV,70,127,5444.066258
20LY,AKS120/RTx2942,AKS120,RTx2942,13,47,2,SCHV,63,134.62,5447.510702
20LY,ATx2926/R05405,ATx2926,R05405,10,43,1,SCHV,68,127,5451.508717
20LY,A08140/R12148,A08140,R12148,12,61,2,SCHV,68,127,5459.612386
20LY,A08134/R12148,A08134,R12148,14,77,2,SCHV,64,134.62,5459.612386
20LY,ATx2924/86EON361,ATx2924,86EON361,12,43,2,SCHV,68,127,5482.836752
20LY,ATx2926/RTx2944,ATx2926,RTx2944,14,65,2,SCHV,68,127,5497.039957
20LY,A03032/R08297,A03032,R08297,15,71,2,SCHV,66,109.22,5499.064593
20LY,A03055/R07161,A03055,R07161,20,57,2,SCHV,68,121.92,5499.669421
20LY,ATx2926/R01302,ATx2926,R01302,18,57,2,SCHV,68,127,5520.443722
20LY,A11076/R12148,A11076,R12148,14,61,2,SCHV,68,109.22,5525.513
20LY,A03040/R03248,A03040,R03248,20,53,2,SCHV,63,134.62,5526.025566
20LY,ATx2926/RTx2917,ATx2926,RTx2917,15,73,2,SCHV,65,121.92,5528.947192
20LY,A08140/R07178,A08140,R07178,13,81,2,SCHV,68,101.6,5565.564909
20LY,AKS116/R08303,AKS116,R08303,20,75,2,SCHV,64,114.3,5567.743314
20LY,AKS116/RTx2917,AKS116,RTx2917,16,61,2,SCHV,64,134.62,5581.382696
20LY,A03089/RTx2914,A03089,RTx2914,20,67,2,SCHV,69,127,5594.207098
20LY,A01362/88BE2668,A01362,88BE2668,20,47,2,SCHV,64,121.92,5604.863346
20LY,A05071/RTx2918,A05071,RTx2918,15,79,2,SCHV,64,114.3,5638.733709
20LY,A11085/R02107,A11085,R02107,18,83,2,SCHV,68,109.22,5649.051663
20LY,A03093/RTx2940,A03093,RTx2940,18,49,2,SCHV,68,114.3,5666.4174
20LY,A01021/RTx2917,A01021,RTx2917,18,79,2,SCHV,63,127,5672.532312
20LY,A08158/R12154,A08158,R12154,19,59,2,SCHV,68,134.62,5675.510321
20LY,A01362/R07178,A01362,R07178,17,57,2,SCHV,68,109.22,5691.635648
20LY,A05071/R05405,A05071,R05405,13,75,2,SCHV,68,139.7,5697.355885
20LY,A01021/R05425,A01021,R05425,21,41,2,SCHV,63,152.4,5723.619768
20LY,A11077/R05405,A11077,R05405,16,75,2,SCHV,65,121.92,5787.080568
20LY,AKS118/RTx2918,AKS118,RTx2918,16,63,2,SCHV,66,134.62,5793.308245
20LY,ATx2923/R11158,ATx2923,R11158,14,63,2,SCHV,68,127,5808.049644
20LY,AN290/R03248,AN290,R03248,18,75,2,SCHV,68,96.52,5829.259626
20LY,ATx2930/R05425,ATx2930,R05425,18,69,2,SCHV,65,134.62,5838.834359
20LY,A11085/R12148,A11085,R12148,15,77,2,SCHV,66,127,5857.522516
20LY,A01046/R04104,A01046,R04104,16,49,2,SCHV,68,109.22,5866.687197
20LY,AKS119/R08304,AKS119,R08304,16,51,2,SCHV,65,134.62,5867.317653
20LY,A01362/RTx2914,A01362,RTx2914,16,45,2,SCHV,68,121.92,5868.496555
20LY,A11077/RTx2935,A11077,RTx2935,17,47,2,SCHV,64,127,5873.15578
20LY,A03089/R04104,A03089,R04104,18,45,2,SCHV,68,121.92,5883.47886
20LY,ATx2930/RTx2942,ATx2930,RTx2942,17,77,2,SCHV,63,127,5891.98233
20LY,ATx2924/RTx2940,ATx2924,RTx2940,17,41,2,SCHV,68,121.92,5893.074096
20LY,AN290/R07161,AN290,R07161,18,71,2,SCHV,69,127,5910.091288
20LY,A03093/R07178,A03093,R07178,18,59,2,SCHV,68,121.92,5919.994063
20LY,ATx2927/RTx2936,ATx2927,RTx2936,20,63,2,SCHV,68,134.62,5925.376007
20LY,A08134/RTx2936,A08134,RTx2936,16,69,2,SCHV,63,134.62,5938.149152
20LY,AKS119/RTx2918,AKS119,RTx2918,14,51,2,SCHV,66,127,5946.093925
20LY,A11076/RTx2918,A11076,RTx2918,18,55,2,SCHV,63,121.92,5947.457351
20LY,A07118/R12148,A07118,R12148,19,67,2,SCHV,68,127,5953.208342
20LY,A03040/86EON361,A03040,86EON361,18,67,2,SCHV,65,121.92,5959.215616
20LY,A05210/R12157,A05210,R12157,19,55,2,SCHV,66,139.7,5974.710486
20LY,A03093/R12148,A03093,R12148,19,61,2,SCHV,68,121.92,5975.699739
20LY,A03121/R08224,A03121,R08224,14,43,2,SCHV,71,172.72,5983.490742
20LY,A05269/R08306,A05269,R08306,14,73,2,SCHV,65,121.92,5983.818785
20LY,A03089/88BE2668,A03089,88BE2668,17,51,2,SCHV,68,121.92,5990.948578
20LY,A01046/R12156,A01046,R12156,17,67,2,SCHV,72,114.3,5997.381282
20LY,ATx2924/R12145,ATx2924,R12145,17,65,2,SCHV,72,134.62,5998.980488
20LY,AKS118/RTx2912,AKS118,RTx2912,15,49,2,SCHV,70,134.62,6001.266532
20LY,A03093/R05386,A03093,R05386,18,73,2,SCHV,65,109.22,6015.013553
20LY,ATx2930/R12148,ATx2930,R12148,15,81,2,SCHV,68,121.92,6037.110274
20LY,A06035/RTx2913,A06035,RTx2913,15,59,2,SCHV,69,134.62,6038.540333
20LY,A03055/RTx2943,A03055,RTx2943,17,63,2,SCHV,68,127,6048.637884
20LY,A07118/RTx2919,A07118,RTx2919,16,41,2,SCHV,64,114.3,6067.346544
20LY,A03043/R01302,A03043,R01302,21,43,2,SCHV,68,134.62,6094.538172
20LY,A08134/R08297,A08134,R08297,17,45,2,SCHV,64,121.92,6095.373654
20LY,A08158/RTx2939,A08158,RTx2939,14,79,2,SCHV,68,152.4,6099.53569
20LY,A05210/R12145,A05210,R12145,18,47,2,SCHV,68,134.62,6109.581984
20LY,AKS120/R08303,AKS120,R08303,15,65,2,SCHV,63,127,6129.279897
20LY,A03054/RTx2918,A03054,RTx2918,20,73,2,SCHV,64,109.22,6133.744347
20LY,ATx2930/R01302,ATx2930,R01302,18,43,2,SCHV,66,147.32,6142.483598
20LY,ATx2934/RTx2941,ATx2934,RTx2941,15,63,2,SCHV,64,114.3,6151.714912
20LY,ATx2930/R03248,ATx2930,R03248,19,71,2,SCHV,68,134.62,6169.931508
20LY,AKS120/R12071,AKS120,R12071,16,57,2,SCHV,64,121.92,6182.13058
20LY,A07124/R01302,A07124,R01302,16,47,2,SCHV,66,121.92,6200.090893
20LY,A07124/R07178,A07124,R07178,20,81,2,SCHV,68,121.92,6209.317081
20LY,AN290/RTx2942,AN290,RTx2942,19,49,2,SCHV,66,121.92,6235.944886
20LY,A07124/RTx2919,A07124,RTx2919,16,65,2,SCHV,66,121.92,6241.931658
20LY,ATx2930/R08303,ATx2930,R08303,18,53,2,SCHV,63,127,6265.519946
20LY,A01046/RTx2935,A01046,RTx2935,19,43,2,SCHV,65,114.3,6267.165283
20LY,A01362/R05330,A01362,R05330,19,73,2,SCHV,68,121.92,6269.820375
20LY,A01362/R12145,A01362,R12145,15,53,2,SCHV,68,127,6271.49134
20LY,A05269/R01302,A05269,R01302,20,55,2,SCHV,68,134.62,6284.61303
20LY,A08134/R02107,A08134,R02107,15,47,2,SCHV,66,139.7,6300.60509
20LY,A05210/R05330,A05210,R05330,16,77,2,SCHV,68,134.62,6316.017951
20LY,A07124/RTx2943,A07124,RTx2943,19,69,2,SCHV,68,134.62,6317.530021
20LY,A08158/R03248,A08158,R03248,15,61,2,SCHV,66,134.62,6330.395428
20LY,AKS118/R08303,AKS118,R08303,20,71,2,SCHV,65,121.92,6355.511163
20LY,ATx2923/R05425,ATx2923,R05425,20,51,2,SCHV,68,134.62,6392.749085
20LY,A05071/RTx2916,A05071,RTx2916,20,45,2,SCHV,68,134.62,6399.202291
20LY,A05269/R07161,A05269,R07161,19,53,2,SCHV,68,152.4,6400.463203
20LY,AKS118/RTx2943,AKS118,RTx2943,14,59,2,SCHV,68,134.62,6400.591345
20LY,A05210/86EON361,A05210,86EON361,18,63,2,SCHV,66,134.62,6401.867634
20LY,A05071/RTx2942,A05071,RTx2942,19,81,2,SCHV,63,127,6404.297197
20LY,A06036/R04104,A06036,R04104,16,67,2,SCHV,66,109.22,6404.491972
20LY,A03055/RTx2936,A03055,RTx2936,14,41,2,SCHV,68,127,6422.165249
20LY,A07124/R11208,A07124,R11208,17,43,2,SCHV,64,114.3,6426.901359
20LY,A01021/R11158,A01021,R11158,17,61,2,SCHV,65,139.7,6441.719643
20LY,A08158/R12071,A08158,R12071,19,47,2,SCHV,66,139.7,6444.067195
20LY,A05269/RTx2936,A05269,RTx2936,19,51,2,SCHV,65,147.32,6451.642921
20LY,A08140/RTx2942,A08140,RTx2942,20,41,2,SCHV,64,114.3,6456.99411
20LY,ATx2931/R05405,ATx2931,R05405,16,43,2,SCHV,65,96.52,6495.559578
20LY,A06036/R11158,A06036,R11158,20,83,2,SCHV,65,114.3,6534.258313
20LY,A05269/R12156,A05269,R12156,17,73,2,SCHV,68,121.92,6546.811055
20LY,ATx2931/RTx2943,ATx2931,RTx2943,15,69,2,SCHV,66,139.7,6599.441334
20LY,A08068/R12156,A08068,R12156,18,41,2,SCHV,70,121.92,6613.864942
20LY,ATx2923/R04104,ATx2923,R04104,15,41,2,SCHV,66,114.3,6637.196947
20LY,A08134/R05405,A08134,R05405,21,45,2,SCHV,63,152.4,6637.740267
20LY,ATx2934/88BE2668,ATx2934,88BE2668,20,77,2,SCHV,64,114.3,6672.056563
20LY,A06035/RTx2943,A06035,RTx2943,19,83,2,SCHV,68,114.3,6676.069955
20LY,A11077/RTx2917,A11077,RTx2917,20,79,2,SCHV,63,121.92,6707.500503
20LY,ATx2934/R12157,ATx2934,R12157,18,77,2,SCHV,65,121.92,6714.61492
20LY,ATx2921/R05405,ATx2921,R05405,20,69,2,SCHV,68,147.32,6757.506445
20LY,ATx2924/RTx2920,ATx2924,RTx2920,19,77,2,SCHV,65,121.92,6784.247014
20LY,A03040/RTx2913,A03040,RTx2913,17,59,2,SCHV,63,160.02,6800.700383
20LY,A08140/R04060,A08140,R04060,19,45,2,SCHV,68,139.7,6842.817934
20LY,AN290/RTx2917,AN290,RTx2917,15,55,2,SCHV,68,127,6861.024279
20LY,ATx2934/R08297,ATx2934,R08297,15,57,2,SCHV,65,114.3,6879.538164
20LY,A08134/RTx2943,A08134,RTx2943,15,43,2,SCHV,65,139.7,6950.395291
20LY,A03054/R07161,A03054,R07161,14,47,2,SCHV,68,121.92,6952.594199
20LY,ATx2926/R05405,ATx2926,R05405,19,65,2,SCHV,66,152.4,6985.454807
20LY,A03017/R04060,A03017,R04060,19,79,2,SCHV,68,134.62,7002.123454
20LY,ATx2931/RTx2936,ATx2931,RTx2936,17,49,2,SCHV,65,139.7,7149.188898
20LY,A06035/RTx2920,A06035,RTx2920,14,49,2,SCHV,66,109.22,7193.966666
20LY,A11076/R07178,A11076,R07178,20,65,2,SCHV,68,121.92,7309.442665
20LY,ATx2923/R05330,ATx2923,R05330,15,45,2,SCHV,70,147.32,7397.373367
20LY,A05269/RTx2944,A05269,RTx2944,14,53,2,SCHV,66,139.7,7550.097539
20LY,A03040/R07178,A03040,R07178,20,61,2,SCHV,66,134.62,7621.897788
20LY,A07118/R08304,A07118,R08304,15,51,2,SCHV,65,134.62,7728.562778
20LY,AHF14/R07161,AHF14,R07161,14,45,2,SCHV,68,139.7,8100.900989
20LY,ATx2924/R08224,ATx2924,R08224,10,53,1,SCHV,68,114.3,NA
