pedigree,female,male,env,blue
ATx2923/R05330,ATx2923,R05330,20LY,1.419
ATx2923/R05425,ATx2923,R05425,20LY,1.344
ATx2923/R11158,ATx2923,R11158,20LY,1.334
ATx2923/R12145,ATx2923,R12145,20LY,1.354
ATx2923/RTx2917,ATx2923,RTx2917,20LY,1.382
ATx2924/R04060,ATx2924,R04060,20LY,1.397
ATx2924/R05393,ATx2924,R05393,20LY,1.384
ATx2924/R08224,ATx2924,R08224,20LY,1.429
ATx2924/R12145,ATx2924,R12145,20LY,1.407
ATx2924/RTx2920,ATx2924,RTx2920,20LY,1.264
ATx2924/RTx2940,ATx2924,RTx2940,20LY,1.379
ATx2926/R01302,ATx2926,R01302,20LY,1.387
ATx2926/R05405,ATx2926,R05405,20LY,1.372
ATx2926/R08297,ATx2926,R08297,20LY,1.342
ATx2926/R12154,ATx2926,R12154,20LY,1.369
ATx2926/RTx2917,ATx2926,RTx2917,20LY,1.332
ATx2926/RTx2944,ATx2926,RTx2944,20LY,1.334
ATx2927/RTx2936,ATx2927,RTx2936,20LY,1.338
ATx2930/R01302,ATx2930,R01302,20LY,1.419
ATx2930/R03248,ATx2930,R03248,20LY,1.314
ATx2930/R05425,ATx2930,R05425,20LY,1.404
ATx2930/R08303,ATx2930,R08303,20LY,1.407
ATx2930/R12148,ATx2930,R12148,20LY,1.407
ATx2930/RTx2920,ATx2930,RTx2920,20LY,1.322
ATx2930/RTx2942,ATx2930,RTx2942,20LY,1.352
ATx2931/R05405,ATx2931,R05405,20LY,1.359
ATx2931/R08297,ATx2931,R08297,20LY,1.349
ATx2931/R08306,ATx2931,R08306,20LY,1.359
ATx2931/RTx2936,ATx2931,RTx2936,20LY,1.344
ATx2931/RTx2943,ATx2931,RTx2943,20LY,1.349
ATx2934/R08297,ATx2934,R08297,20LY,1.402
ATx2934/R12157,ATx2934,R12157,20LY,1.414
ATx2934/RTx2941,ATx2934,RTx2941,20LY,1.412
ATx3408/R12145,ATx3408,R12145,20LY,1.399
ATx3409/R08224,ATx3409,R08224,20LY,1.383
ATx644/R08224,ATx644,R08224,20LY,1.309
ATx644/RTx2936,ATx644,RTx2936,20LY,1.397
