1.248342 -0.05995565 1.50597 0.07332117 -0.2066763 35.52785
0.8169734 -0.02255969 0.8433333 0.03989432 -0.02068806 27.03353
0.5981638 -0.01889562 0.2102221 0.03386553 -0.005664472 23.92167
0.6245359 -0.008843654 0.7771098 0.03247542 -0.06413268 28.08051
0.590407 -0.02108923 0.5639953 0.03532058 -0.000124071 27.10622
0.6423581 -0.02504611 0.8295899 0.03345845 -0.1436403 32.70178
0.5845984 -0.02906191 0.4093103 0.03277331 -0.03475074 27.23948
0.6059727 -0.002901873 0.6800993 0.03338418 -0.01387577 30.05325
0.5966986 -0.01614745 0.2910532 0.03304661 -0.05326716 26.95892
0.6013155 -0.01689976 0.5269616 0.0359812 -0.0516529 29.27764
0.5603703 -0.008751672 0.5104547 0.03515337 0.007598211 24.07998
0.560049 -0.01088249 0.641789 0.03222094 -0.07125695 28.17607
0.6126561 -0.008778962 0.4829515 0.03346015 -0.1084284 30.52594
0.625521 -0.008799185 0.3681145 0.03189943 0.000738144 28.94979
0.6491061 -0.007440734 0.6201992 0.03317732 -0.06044682 32.02693
0.5621921 -0.01103118 0.1257711 0.03124143 -0.004370745 34.08686
0.627197 -0.01267246 0.619348 0.03248009 -0.0456914 29.26218
0.6142282 -0.009346496 0.640804 0.03542756 -0.09898907 33.38782
0.5734532 -0.01087448 0.4589407 0.03394807 0.0318463 31.35084
0.5808605 -0.01879315 0.405336 0.03359953 0.05481096 29.59902
0.566651 -0.01932327 0.2687106 0.03258574 -0.01280376 32.23766
0.5626721 -0.009125803 0.2681467 0.03287307 -0.008607418 31.12164
0.5632119 -0.02901267 0.4953551 0.03461765 -0.04860958 37.73495
0.6443535 -0.02058462 0.5495665 0.03357948 -0.01271314 29.2302
0.572948 -0.009800012 0.6230164 0.03501993 0.009946629 29.27919
0.5889142 -0.01524061 0.4846205 0.02953768 -0.04320409 34.99928
0.6126732 -0.01861175 0.3278527 0.03258102 -0.09555596 33.11964
0.582146 -0.009236192 0.2998352 0.03676 -0.02773499 32.55115
0.6155664 -0.02750239 0.8280961 0.0333152 0.02691282 32.70654
0.6020535 -0.01001333 0.2731149 0.03547959 0.01644165 28.25577
0.6235198 -0.01776048 0.5121445 0.0326258 -0.02155648 26.85679
0.6259068 -0.01643887 0.1670025 0.0362993 0.07829145 30.81957
0.5957118 -0.01327156 0.6678433 0.03103427 -0.05009828 31.29064
0.5913189 -0.01099251 0.1566698 0.03692028 0.08714461 27.76535
0.653068 -0.0272055 0.3544044 0.03341186 0.02391934 28.5578
0.6931534 -0.01949656 0.2675441 0.03503469 -0.0654433 32.45631
0.6237086 -0.02023904 0.8989997 0.03237136 -0.06735319 29.94179
0.6001016 -0.0083563 0.5808407 0.03593188 -0.02356326 30.26141
0.6043247 -0.01764966 0.5567623 0.03624911 -0.0819505 33.44647
0.6542398 -0.02320577 0.1354242 0.03060997 -0.1016204 29.12699
0.6511249 -0.02050494 0.6286626 0.03331507 -0.01851813 30.33306
0.5793198 -0.0003570427 0.4068314 0.03483957 0.04633417 28.34635
0.6021376 -0.01074228 0.8963097 0.03530975 -0.0372631 30.49857
0.6357826 -0.01282557 0.2351554 0.03135941 -0.03215145 26.96112
0.6185693 -0.02321403 0.7466788 0.03118499 -0.09491985 34.48283
0.642901 -0.01017957 0.6159673 0.03239819 0.001183158 30.21037
0.5876872 -0.01718316 0.7184639 0.03514093 -0.02170378 38.27229
0.5867516 -0.01959625 0.1586804 0.03544095 -0.003483554 31.2676
0.5496354 -0.02538856 0.5932074 0.03376995 -0.08074744 36.92382
0.6143899 -0.02659298 0.5658301 0.03625433 0.006029342 32.62901
