"","V1","V2"
"0.769240027549585",0.769240027549585,2.07421661883007e-72
"0.770197352505331",0.770197352505331,1.07660100721604e-72
"0.771116368614092",0.771116368614092,5.71936577333435e-73
"0.771998861342783",0.771998861342783,3.10703628638294e-73
"0.77284634562316",0.77284634562316,1.72476989854519e-73
"0.773660783364136",0.773660783364136,9.77318273034327e-74
"0.774444484205321",0.774444484205321,5.64514536724183e-74
"0.77520007221077",0.77520007221077,3.31857877979505e-74
"0.775930455180396",0.775930455180396,1.98183922840847e-74
"0.776638873526794",0.776638873526794,1.1997956811345e-74
"0.777328737475608",0.777328737475608,7.34654738239454e-75
"0.778003283933228",0.778003283933228,4.53992336728872e-75
"0.778665510454698",0.778665510454698,2.82562747214845e-75
"0.779318110509133",0.779318110509133,1.76797485957298e-75
"0.779963066311643",0.779963066311643,1.11054744969517e-75
"0.780601939297387",0.780601939297387,6.99563277402972e-76
"0.7812355294574",0.7812355294574,4.4168083293454e-76
"0.781863834300863",0.781863834300863,2.79508775500636e-76
"0.782486810098686",0.782486810098686,1.77302354148471e-76
"0.783103727227836",0.783103727227836,1.12800610504978e-76
"0.783713929840054",0.783713929840054,7.20130936689899e-77
"0.784316668950614",0.784316668950614,4.61606937241015e-77
"0.78491145544859",0.78491145544859,2.97215298474982e-77
"0.785497961566672",0.785497961566672,1.92280353361246e-77
"0.78607596938411",0.78607596938411,1.25013283652742e-77
"0.786645614072596",0.786645614072596,8.16795802901753e-78
"0.787206874706865",0.787206874706865,5.36334479898088e-78
"0.78775984560845",0.78775984560845,3.539271642454e-78
"0.788304384419141",0.788304384419141,2.34755736146008e-78
"0.788840507156685",0.788840507156685,1.56516153501003e-78
"0.789367864400116",0.789367864400116,1.04925142254598e-78
"0.789885859618404",0.789885859618404,7.07615112019062e-79
"0.790394405990006",0.790394405990006,4.80136146971563e-79
"0.790893283008053",0.790893283008053,3.27852614309226e-79
"0.791382262383256",0.791382262383256,2.25340961912555e-79
