env,pedigree,female,male,ra,ro,rep,test,dy,ph,gy,gy_t_ha
20CS,A03043/R01302,A03043,R01302,4,212,1,SCHV,85,129.54,8107.817835,8.107817835
20CS,A01046/RTx2935,A01046,RTx2935,24,216,2,SCHV,79,137.16,8110.521461,8.110521461
20CS,A05071/RTx2918,A05071,RTx2918,6,214,1,SCHV,87,147.32,8111.145956,8.111145956
20CS,AKS120/R12148,AKS120,R12148,10,31,1,SCHT,85,162.56,8113.303306,8.113303306
20CS,AKS118/RTx2943,AKS118,RTx2943,10,210,1,SCHV,81,142.24,8113.54932,8.11354932
20CS,A01362/RTx2943,A01362,RTx2943,2,29,1,SCHT,89,129.54,8116.561408,8.116561408
20CS,AHF14/R07161,AHF14,R07161,14,226,1,SCHV,86,144.78,8123.88315,8.12388315
20CS,ATx2924/R05386,ATx2924,R05386,18,17,2,SCHT,87,127,8124.098885,8.124098885
20CS,A06035/RTx2936,A06035,RTx2936,26,29,2,SCHT,81,129.54,8135.756142,8.135756142
20CS,A08140/R05386,A08140,R05386,23,5,2,SCHT,87,132.08,8136.168057,8.136168057
20CS,A08140/R12156,A08140,R12156,8,17,1,SCHT,91,119.38,8139.69362,8.13969362
20CS,A07124/RTx2943,A07124,RTx2943,16,214,2,SCHV,79,149.86,8140.903502,8.140903502
20CS,ATx2931/RTx2943,ATx2931,RTx2943,13,209,1,SCHV,81,170.18,8141.09022,8.14109022
20CS,ATx2924/RTx2918,ATx2924,RTx2918,12,17,1,SCHT,87,144.78,8152.205617,8.152205617
20CS,ATx2931/RTx2940,ATx2931,RTx2940,13,9,1,SCHT,83,134.62,8157.638731,8.157638731
20CS,A05071/RTx2942,A05071,RTx2942,6,212,1,SCHV,81,139.7,8164.55865,8.16455865
20CS,ATx2930/R02107,ATx2930,R02107,13,29,1,SCHT,86,139.7,8166.208834,8.166208834
20CS,A03043/R05330,A03043,R05330,4,210,1,SCHV,87,147.32,8167.866586,8.167866586
20CS,A03055/R08297,A03055,R08297,4,15,1,SCHT,87,124.46,8167.96373,8.16796373
20CS,A08158/R12071,A08158,R12071,20,224,2,SCHV,79,149.86,8171.14109,8.17114109
20CS,ATx2924/R12145,ATx2924,R12145,12,216,1,SCHV,87,139.7,8179.272783,8.179272783
20CS,ATx2926/R08304,ATx2926,R08304,12,29,1,SCHT,87,149.86,8192.031424,8.192031424
20CS,A03040/RTx2917,A03040,RTx2917,3,17,1,SCHT,87,147.32,8198.136345,8.198136345
20CS,A08068/RTx2941,A08068,RTx2941,24,224,2,SCHV,81,144.78,8201.697864,8.201697864
20CS,A07124/R05425,A07124,R05425,7,19,1,SCHT,87,157.48,8227.86992,8.22786992
20CS,A07124/R05425,A07124,R05425,20,13,2,SCHT,84,167.64,8232.213636,8.232213636
20CS,A11076/R04060,A11076,R04060,15,33,2,SCHT,87,132.08,8233.732612,8.233732612
20CS,AKS120/RTx2935,AKS120,RTx2935,10,33,1,SCHT,85,149.86,8239.163834,8.239163834
20CS,A01046/R12156,A01046,R12156,19,215,2,SCHV,83,121.92,8239.390293,8.239390293
20CS,AKS118/RTx2943,AKS118,RTx2943,23,225,2,SCHV,81,160.02,8240.060837,8.240060837
20CS,ATx2921/RTx2918,ATx2921,RTx2918,11,7,1,SCHT,91,139.7,8258.492929,8.258492929
20CS,A06036/R04104,A06036,R04104,24,208,2,SCHV,81,116.84,8261.728953,8.261728953
20CS,A06036/R04104,A06036,R04104,7,205,1,SCHV,83,119.38,8262.069587,8.262069587
20CS,A05269/R11208,A05269,R11208,6,15,1,SCHT,92,129.54,8264.465381,8.264465381
20CS,ATx2931/R08304,ATx2931,R08304,13,13,1,SCHT,86,172.72,8265.903614,8.265903614
20CS,A03040/R08306,A03040,R08306,3,23,1,SCHT,84,142.24,8267.105295,8.267105295
20CS,A01362/RTx2919,A01362,RTx2919,2,27,1,SCHT,92,129.54,8269.484057,8.269484057
20CS,A07118/RTx2919,A07118,RTx2919,15,203,2,SCHV,84,132.08,8273.866883,8.273866883
20CS,A08068/RTx2919,A08068,RTx2919,18,9,2,SCHT,87,134.62,8276.841754,8.276841754
20CS,A05071/R08297,A05071,R08297,18,216,2,SCHV,81,142.24,8279.42805,8.27942805
20CS,ATx2921/RTx2918,ATx2921,RTx2918,18,3,2,SCHT,84,142.24,8279.730206,8.279730206
20CS,A06036/RTx2919,A06036,RTx2919,7,209,1,SCHV,89,124.46,8281.874939,8.281874939
20CS,A03040/RTx2917,A03040,RTx2917,19,3,2,SCHT,82,137.16,8289.016271,8.289016271
20CS,ATx3408/RTx2935,ATx3408,RTx2935,26,5,2,SCHT,87,134.62,8291.432249,8.291432249
20CS,ATx2923/R05330,ATx2923,R05330,11,221,1,SCHV,84,154.94,8308.258314,8.308258314
20CS,ATx2923/R05425,ATx2923,R05425,11,223,1,SCHV,87,165.1,8310.814332,8.310814332
20CS,AKS120/R07161,AKS120,R07161,10,27,1,SCHT,85,182.88,8311.069177,8.311069177
20CS,A08134/R11158,A08134,R11158,23,19,2,SCHT,79,162.56,8312.101172,8.312101172
20CS,A03093/R12148,A03093,R12148,22,216,2,SCHV,82,137.16,8314.061711,8.314061711
20CS,A03032/R08297,A03032,R08297,3,225,1,SCHV,87,116.84,8316.923037,8.316923037
20CS,A08158/R01302,A08158,R01302,20,3,2,SCHT,87,124.46,8327.24299,8.32724299
20CS,AKS120/R04060,AKS120,R04060,20,19,2,SCHT,84,154.94,8328.363298,8.328363298
20CS,A03017/RTx2918,A03017,RTx2918,26,31,2,SCHT,81,132.08,8331.494608,8.331494608
20CS,A03055/R07161,A03055,R07161,5,191,1,SCHV,87,144.78,8336.204191,8.336204191
20CS,AKS119/RTx2919,AKS119,RTx2919,10,23,1,SCHT,87,144.78,8337.137781,8.337137781
20CS,A05269/R08306,A05269,R08306,6,194,1,SCHV,84,154.94,8348.887135,8.348887135
20CS,A03093/R08297,A03093,R08297,15,15,2,SCHT,84,134.62,8349.65167,8.34965167
20CS,A01021/R07178,A01021,R07178,24,33,2,SCHT,82,144.78,8356.653593,8.356653593
20CS,A05269/RTx2919,A05269,RTx2919,19,23,2,SCHT,87,134.62,8369.607783,8.369607783
20CS,ATx2930/RTx2942,ATx2930,RTx2942,13,199,1,SCHV,81,144.78,8373.766043,8.373766043
20CS,A03121/R05425,A03121,R05425,22,208,2,SCHV,81,149.86,8393.240854,8.393240854
20CS,A08134/R05405,A08134,R05405,16,198,2,SCHV,82,180.34,8394.721981,8.394721981
20CS,A08158/R12145,A08158,R12145,24,7,2,SCHT,87,119.38,8400.344337,8.400344337
20CS,A05210/R05405,A05210,R05405,26,15,2,SCHT,87,175.26,8409.367988,8.409367988
20CS,A08158/RTx2912,A08158,RTx2912,8,27,1,SCHT,91,139.7,8417.104167,8.417104167
20CS,A05071/R08297,A05071,R08297,6,220,1,SCHV,87,137.16,8417.416415,8.417416415
20CS,A08134/RTx2943,A08134,RTx2943,8,206,1,SCHV,80,154.94,8426.652647,8.426652647
20CS,ATx2926/R12154,ATx2926,R12154,21,207,2,SCHV,84,129.54,8427.225417,8.427225417
20CS,ATx2930/R07178,ATx2930,R07178,13,25,1,SCHT,87,142.24,8433.054045,8.433054045
20CS,ATx2930/R03248,ATx2930,R03248,19,193,2,SCHV,78,142.24,8437.557985,8.437557985
20CS,A08140/R07178,A08140,R07178,8,202,1,SCHV,84,142.24,8437.627374,8.437627374
20CS,ATx2930/R11158,ATx2930,R11158,24,19,2,SCHT,81,167.64,8445.588751,8.445588751
20CS,A03040/R08306,A03040,R08306,20,31,2,SCHT,79,149.86,8445.68274,8.44568274
20CS,A07118/R08304,A07118,R08304,19,199,2,SCHV,81,149.86,8448.748448,8.448748448
20CS,ATx644/R08224,ATx644,R08224,13,223,1,SCHV,83,170.18,8454.570768,8.454570768
20CS,A08134/R07178,A08134,R07178,8,3,1,SCHT,86,142.24,8454.994668,8.454994668
20CS,A03093/R05386,A03093,R05386,5,207,1,SCHV,87,121.92,8458.943501,8.458943501
20CS,A01021/RTx2935,A01021,RTx2935,2,9,1,SCHT,87,147.32,8462.877194,8.462877194
20CS,ATx3408/R05330,ATx3408,R05330,20,17,2,SCHT,88,154.94,8466.4589,8.4664589
20CS,AKS116/RTx2942,AKS116,RTx2942,10,224,1,SCHV,81,142.24,8471.053675,8.471053675
20CS,ATx2934/RTx2941,ATx2934,RTx2941,17,191,2,SCHV,87,144.78,8471.914092,8.471914092
20CS,AKS120/R04060,AKS120,R04060,10,25,1,SCHT,87,157.48,8476.128493,8.476128493
20CS,A08068/R12156,A08068,R12156,8,220,1,SCHV,87,121.92,8476.182742,8.476182742
20CS,A07118/RTx2919,A07118,RTx2919,7,217,1,SCHV,85,121.92,8476.475435,8.476475435
20CS,A05210/R03248,A05210,R03248,22,5,2,SCHT,87,137.16,8477.156703,8.477156703
20CS,A05210/R12154,A05210,R12154,19,27,2,SCHT,86,165.1,8481.043087,8.481043087
20CS,A01021/RTx2935,A01021,RTx2935,20,7,2,SCHT,82,160.02,8482.098422,8.482098422
20CS,A08140/R12148,A08140,R12148,8,200,1,SCHV,82,132.08,8496.201937,8.496201937
20CS,ATx2923/R12145,ATx2923,R12145,12,226,1,SCHV,88,129.54,8499.862492,8.499862492
20CS,A01021/R11158,A01021,R11158,17,215,2,SCHV,78,154.94,8507.181079,8.507181079
20CS,A03040/R04104,A03040,R04104,14,23,2,SCHT,83,142.24,8512.251482,8.512251482
20CS,AKS120/R08306,AKS120,R08306,10,29,1,SCHT,82,154.94,8519.606656,8.519606656
20CS,A06036/R12156,A06036,R12156,23,23,2,SCHT,84,121.92,8523.433113,8.523433113
20CS,A05071/R12154,A05071,R12154,6,218,1,SCHV,86,134.62,8533.894365,8.533894365
20CS,ATx2923/R08297,ATx2923,R08297,12,3,1,SCHT,81,134.62,8542.786178,8.542786178
20CS,AN290/RTx2920,AN290,RTx2920,11,17,1,SCHT,85,129.54,8548.478553,8.548478553
20CS,ATx2931/RTx2936,ATx2931,RTx2936,13,207,1,SCHV,81,154.94,8553.224091,8.553224091
20CS,AN290/R03248,AN290,R03248,11,203,1,SCHV,84,154.94,8560.851141,8.560851141
20CS,A03043/R05386,A03043,R05386,3,9,1,SCHT,92,119.38,8561.058045,8.561058045
20CS,ATx2930/R11158,ATx2930,R11158,13,23,1,SCHT,86,154.94,8567.52757,8.56752757
20CS,A03040/RTx2913,A03040,RTx2913,4,218,1,SCHV,86,152.4,8570.103143,8.570103143
20CS,A11076/R12154,A11076,R12154,22,31,2,SCHT,84,144.78,8570.541552,8.570541552
20CS,A06036/R08306,A06036,R08306,24,17,2,SCHT,78,132.08,8574.513093,8.574513093
20CS,A08068/R07161,A08068,R07161,8,222,1,SCHV,84,157.48,8582.871877,8.582871877
20CS,ATx2923/R05330,ATx2923,R05330,24,200,2,SCHV,81,152.4,8587.25281,8.58725281
20CS,AKS117/RTx2914,AKS117,RTx2914,22,218,2,SCHV,86,147.32,8602.847545,8.602847545
20CS,ATx2924/R05512,ATx2924,R05512,14,31,2,SCHT,87,124.46,8606.247579,8.606247579
20CS,AKS120/RTx2935,AKS120,RTx2935,25,9,2,SCHT,81,142.24,8608.337432,8.608337432
20CS,A08134/R05405,A08134,R05405,8,214,1,SCHV,86,187.96,8610.284724,8.610284724
20CS,A08134/RTx2918,A08134,RTx2918,20,9,2,SCHT,81,144.78,8622.284507,8.622284507
20CS,A08134/RTx2936,A08134,RTx2936,8,208,1,SCHV,79,139.7,8623.529715,8.623529715
20CS,A01046/R11208,A01046,R11208,2,15,1,SCHT,90,119.38,8634.671605,8.634671605
20CS,ATx2924/R04060,ATx2924,R04060,12,222,1,SCHV,82,147.32,8635.029901,8.635029901
20CS,A08068/R03248,A08068,R03248,21,33,2,SCHT,87,132.08,8636.225906,8.636225906
20CS,A08158/R05330,A08158,R05330,17,7,2,SCHT,88,139.7,8645.301913,8.645301913
20CS,A08140/R08303,A08140,R08303,8,15,1,SCHT,88,124.46,8650.931838,8.650931838
20CS,ATx2921/R05330,ATx2921,R05330,11,13,1,SCHT,88,157.48,8654.594286,8.654594286
20CS,ATx2924/R05386,ATx2924,R05386,12,11,1,SCHT,87,134.62,8658.028383,8.658028383
20CS,ATx2926/R07161,ATx2926,R07161,12,27,1,SCHT,88,160.02,8661.477619,8.661477619
20CS,A01021/RTx2943,A01021,RTx2943,3,199,1,SCHV,81,154.94,8665.032199,8.665032199
20CS,A11085/R07178,A11085,R07178,9,15,1,SCHT,87,129.54,8669.943639,8.669943639
20CS,A07124/R05330,A07124,R05330,7,221,1,SCHV,85,139.7,8679.092819,8.679092819
20CS,ATx2934/R12157,ATx2934,R12157,19,209,2,SCHV,81,142.24,8683.473753,8.683473753
20CS,ATx2934/RTx2941,ATx2934,RTx2941,13,215,1,SCHV,87,134.62,8684.666603,8.684666603
20CS,A03032/RTx2943,A03032,RTx2943,4,224,1,SCHV,83,132.08,8686.148992,8.686148992
20CS,ATx2926/RTx2919,ATx2926,RTx2919,17,21,2,SCHT,84,137.16,8704.385534,8.704385534
20CS,A05071/R04060,A05071,R04060,6,224,1,SCHV,88,137.16,8704.599377,8.704599377
20CS,A08140/R08303,A08140,R08303,19,7,2,SCHT,83,116.84,8712.104052,8.712104052
20CS,ATx3408/R12145,ATx3408,R12145,13,219,1,SCHV,87,149.86,8713.957354,8.713957354
20CS,A08134/R12148,A08134,R12148,18,220,2,SCHV,78,142.24,8721.644331,8.721644331
20CS,AKS118/R12156,AKS118,R12156,10,9,1,SCHT,87,134.62,8723.276851,8.723276851
20CS,A03040/R03248,A03040,R03248,4,222,1,SCHV,79,149.86,8730.273098,8.730273098
20CS,A08158/R01302,A08158,R01302,8,19,1,SCHT,91,129.54,8732.673307,8.732673307
20CS,A06036/R11158,A06036,R11158,20,206,2,SCHV,78,149.86,8733.967717,8.733967717
20CS,A03055/R07161,A03055,R07161,14,222,2,SCHV,84,142.24,8748.105295,8.748105295
20CS,A08140/R12156,A08140,R12156,18,31,2,SCHT,84,124.46,8758.179865,8.758179865
20CS,AN263/R12148,AN263,R12148,16,208,2,SCHV,84,129.54,8758.453003,8.758453003
20CS,A07124/R05330,A07124,R05330,19,213,2,SCHV,81,144.78,8760.297474,8.760297474
20CS,AKS119/RTx2919,AKS119,RTx2919,17,25,2,SCHT,82,157.48,8763.050933,8.763050933
20CS,A05269/R08306,A05269,R08306,24,226,2,SCHV,84,147.32,8801.666228,8.801666228
20CS,A03093/R07178,A03093,R07178,5,209,1,SCHV,87,137.16,8812.928602,8.812928602
20CS,A08140/R04104,A08140,R04104,25,15,2,SCHT,78,144.78,8816.92096,8.81692096
20CS,A03032/RTx2913,A03032,RTx2913,3,31,1,SCHT,89,124.46,8822.517452,8.822517452
20CS,A06036/RTx2919,A06036,RTx2919,23,223,2,SCHV,81,134.62,8839.4558,8.8394558
20CS,A06035/R12154,A06035,R12154,24,15,2,SCHT,82,139.7,8839.768679,8.839768679
20CS,A01021/R11158,A01021,R11158,3,195,1,SCHV,86,162.56,8855.254916,8.855254916
20CS,ATx2926/R05405,ATx2926,R05405,22,204,2,SCHV,85,162.56,8868.72258,8.86872258
20CS,A08140/R05386,A08140,R05386,8,13,1,SCHT,89,137.16,8870.419443,8.870419443
20CS,A01046/R12156,A01046,R12156,3,205,1,SCHV,87,116.84,8872.20588,8.87220588
20CS,A05210/R12154,A05210,R12154,6,3,1,SCHT,88,154.94,8882.041375,8.882041375
20CS,A01046/RTx2935,A01046,RTx2935,3,207,1,SCHV,85,129.54,8882.607837,8.882607837
20CS,A07118/R08224,A07118,R08224,7,29,1,SCHT,94,142.24,8892.579586,8.892579586
20CS,A11076/R08297,A11076,R08297,8,33,1,SCHT,91,127,8892.720886,8.892720886
20CS,A05210/R05330,A05210,R05330,6,210,1,SCHV,87,154.94,8902.615046,8.902615046
20CS,A03017/R04104,A03017,R04104,23,21,2,SCHT,83,134.62,8935.741716,8.935741716
20CS,A05269/R08303,A05269,R08303,6,13,1,SCHT,88,132.08,8937.577355,8.937577355
20CS,AKS118/RTx2935,AKS118,RTx2935,10,13,1,SCHT,87,134.62,8938.030272,8.938030272
20CS,A05071/R11158,A05071,R11158,26,13,2,SCHT,82,154.94,8948.578576,8.948578576
20CS,A11076/R07178,A11076,R07178,23,193,2,SCHV,81,147.32,8952.273826,8.952273826
20CS,ATx2921/RTx2914,ATx2921,RTx2914,11,217,1,SCHV,84,165.1,8967.636425,8.967636425
20CS,AKS118/RTx2935,AKS118,RTx2935,26,23,2,SCHT,81,134.62,8972.077285,8.972077285
20CS,A08158/RTx2914,A08158,RTx2914,23,213,2,SCHV,85,157.48,8981.840869,8.981840869
20CS,ATx2926/R07161,ATx2926,R07161,22,23,2,SCHT,84,160.02,8985.206208,8.985206208
20CS,ATx2921/R05405,ATx2921,R05405,11,213,1,SCHV,87,175.26,8987.646788,8.987646788
20CS,ATx2930/R05425,ATx2930,R05425,17,205,2,SCHV,81,167.64,8988.201265,8.988201265
20CS,A01021/R05425,A01021,R05425,22,200,2,SCHV,75,165.1,8991.435397,8.991435397
20CS,A03040/R04104,A03040,R04104,3,27,1,SCHT,87,137.16,8991.606975,8.991606975
20CS,A05210/RTx2943,A05210,RTx2943,24,25,2,SCHT,82,154.94,8999.773364,8.999773364
20CS,ATx2924/RTx2941,ATx2924,RTx2941,12,21,1,SCHT,89,134.62,9002.357136,9.002357136
20CS,ATx2926/R05405,ATx2926,R05405,12,206,1,SCHV,85,165.1,9011.14802,9.01114802
20CS,ATx2926/R08304,ATx2926,R08304,18,7,2,SCHT,87,144.78,9049.071954,9.049071954
20CS,A08158/RTx2939,A08158,RTx2939,14,194,2,SCHV,87,180.34,9054.903737,9.054903737
20CS,A06036/R12156,A06036,R12156,7,33,1,SCHT,91,111.76,9068.766915,9.068766915
20CS,A03093/R05405,A03093,R05405,4,31,1,SCHT,91,137.16,9070.671943,9.070671943
20CS,A08158/R03248,A08158,R03248,8,196,1,SCHV,87,149.86,9071.326717,9.071326717
20CS,A05269/R08303,A05269,R08303,18,11,2,SCHT,85,134.62,9078.268715,9.078268715
20CS,AN290/R07161,AN290,R07161,21,221,2,SCHV,87,154.94,9093.213091,9.093213091
20CS,A11076/R04060,A11076,R04060,8,31,1,SCHT,93,127,9094.291766,9.094291766
20CS,A03017/R04104,A03017,R04104,2,31,1,SCHT,87,129.54,9100.888714,9.100888714
20CS,A08134/R11158,A08134,R11158,8,5,1,SCHT,85,167.64,9116.09929,9.11609929
20CS,A03089/R08224,A03089,R08224,23,191,2,SCHV,87,185.42,9155.847508,9.155847508
20CS,A08140/R04060,A08140,R04060,8,204,1,SCHV,84,142.24,9159.994414,9.159994414
20CS,A05071/R05425,A05071,R05425,22,33,2,SCHT,83,160.02,9181.745165,9.181745165
20CS,ATx2921/R05405,ATx2921,R05405,14,216,2,SCHV,88,165.1,9240.98081,9.24098081
20CS,ATx2926/RTx2913,ATx2926,RTx2913,12,31,1,SCHT,87,144.78,9345.825473,9.345825473
20CS,A05269/R05330,A05269,R05330,16,27,2,SCHT,86,157.48,9357.900953,9.357900953
20CS,A03093/R05405,A03093,R05405,21,3,2,SCHT,88,144.78,9370.914439,9.370914439
20CS,A07124/R11158,A07124,R11158,23,17,2,SCHT,79,152.4,9374.848133,9.374848133
20CS,ATx2931/R01302,ATx2931,R01302,13,17,1,SCHT,81,162.56,9413.259678,9.413259678
20CS,A05269/RTx2943,A05269,RTx2943,25,25,2,SCHT,83,144.78,9510.637515,9.510637515
20CS,ATx2923/R05405,ATx2923,R05405,23,15,2,SCHT,87,170.18,9531.419351,9.531419351
20CS,ATx2924/R11158,ATx2924,R11158,17,31,2,SCHT,81,162.56,9531.990229,9.531990229
20CS,AKS118/RTx2916,AKS118,RTx2916,10,11,1,SCHT,87,147.32,9550.921286,9.550921286
20CS,ATx2926/RTx2919,ATx2926,RTx2919,12,33,1,SCHT,88,139.7,9565.724993,9.565724993
20CS,A08158/R07178,A08158,R07178,19,219,2,SCHV,82,152.4,9565.724993,9.565724993
20CS,ATx2924/R11158,ATx2924,R11158,12,15,1,SCHT,83,165.1,9713.873087,9.713873087
20CS,ATx2923/R11158,ATx2923,R11158,11,225,1,SCHV,84,160.02,9812.756653,9.812756653
20CS,A07118/R08304,A07118,R08304,7,213,1,SCHV,85,147.32,9930.459624,9.930459624
20CS,ATx2931/RTx2943,ATx2931,RTx2943,23,207,2,SCHV,81,172.72,9936.695121,9.936695121
20CS,A06036/R11158,A06036,R11158,7,207,1,SCHV,81,144.78,9977.173811,9.977173811
20CS,ATx2924/RTx2941,ATx2924,RTx2941,22,27,2,SCHT,84,149.86,10064.0986,10.0640986
20CS,ATx2923/R05405,ATx2923,R05405,11,3,1,SCHT,87,165.1,10162.99667,10.16299667
20CS,ATx2924/R08224,ATx2924,R08224,12,218,1,SCHV,86,177.8,10847.86872,10.84786872
20CS,A01021/R05425,A01021,R05425,3,193,1,SCHV,88,170.18,11048.14393,11.04814393
20CS,ATx2931/R07161,ATx2931,R07161,13,15,1,SCHT,87,175.26,NA,#VALUE!
20LY,AN263/R08224,AN263,R08224,9,71,1,SCHV,NA,109.22,1371.795851,1.371795851
20LY,AN263/R08224,AN263,R08224,12,55,2,SCHV,72,121.92,1562.60956,1.56260956
20LY,AKS119/R05393,AKS119,R05393,9,55,1,SCHV,68,109.22,2119.579304,2.119579304
20LY,A08134/R08297,A08134,R08297,7,59,1,SCHV,65,96.52,2176.307704,2.176307704
20LY,A03121/R08224,A03121,R08224,5,55,1,SCHV,72,109.22,2438.174065,2.438174065
20LY,A03055/R12148,A03055,R12148,4,53,1,SCHV,69,101.6,2466.365196,2.466365196
20LY,ATx2921/R12145,ATx2921,R12145,10,75,1,SCHV,NA,109.22,2488.072367,2.488072367
20LY,A03043/R05425,A03043,R05425,4,73,1,SCHV,70,96.52,2501.434964,2.501434964
20LY,A03089/RTx2914,A03089,RTx2914,4,41,1,SCHV,72,96.52,2580.185608,2.580185608
20LY,A03043/RTx2940,A03043,RTx2940,4,67,1,SCHV,69,96.52,2629.771245,2.629771245
20LY,A03121/R05425,A03121,R05425,5,53,1,SCHV,68,121.92,2644.02058,2.64402058
20LY,A03055/R07161,A03055,R07161,4,55,1,SCHV,69,96.52,2647.19849,2.64719849
20LY,A03043/R08304,A03043,R08304,4,71,1,SCHV,71,88.9,2670.674014,2.670674014
20LY,A01046/R12156,A01046,R12156,3,55,1,SCHV,72,96.52,2700.18244,2.70018244
20LY,A03089/R08224,A03089,R08224,4,43,1,SCHV,72,109.22,2777.251867,2.777251867
20LY,A01046/R05512,A01046,R05512,3,53,1,SCHV,69,96.52,2861.246061,2.861246061
20LY,A03093/RTx2917,A03093,RTx2917,5,47,1,SCHV,66,109.22,2931.621377,2.931621377
20LY,A03055/RTx2943,A03055,RTx2943,4,49,1,SCHV,69,101.6,2958.264559,2.958264559
20LY,A07118/R07161,A07118,R07161,6,51,1,SCHV,66,96.52,2959.146172,2.959146172
20LY,A08140/R07178,A08140,R07178,7,69,1,SCHV,68,83.82,2981.166008,2.981166008
20LY,A01046/R04104,A01046,R04104,3,51,1,SCHV,69,88.9,2981.248019,2.981248019
20LY,A01046/RTx2935,A01046,RTx2935,3,57,1,SCHV,68,101.6,2998.511243,2.998511243
20LY,A03055/R04104,A03055,R04104,4,57,1,SCHV,69,88.9,3001.832671,3.001832671
20LY,A08134/R02107,A08134,R02107,7,55,1,SCHV,66,101.6,3013.150128,3.013150128
20LY,A01362/R07178,A01362,R07178,3,63,1,SCHV,66,96.52,3023.806376,3.023806376
20LY,A03121/RTx2919,A03121,RTx2919,5,59,1,SCHV,64,96.52,3033.509251,3.033509251
20LY,ATx3409/R08224,ATx3409,R08224,11,83,1,SCHV,68,101.6,3045.708322,3.045708322
20LY,A01021/RTx2917,A01021,RTx2917,3,47,1,SCHV,63,114.3,3089.235429,3.089235429
20LY,A01362/R12145,A01362,R12145,3,65,1,SCHV,68,88.9,3112.3009,3.1123009
20LY,A03089/R04104,A03089,R04104,4,45,1,SCHV,69,96.52,3152.28105,3.15228105
20LY,A01021/R01302,A01021,R01302,3,41,1,SCHV,66,114.3,3166.145961,3.166145961
20LY,A03121/R12157,A03121,R12157,5,57,1,SCHV,68,101.6,3166.427872,3.166427872
20LY,A05071/RTx2918,A05071,RTx2918,5,73,1,SCHV,68,96.52,3174.731442,3.174731442
20LY,AN263/R12148,AN263,R12148,9,73,1,SCHV,69,101.6,3186.218047,3.186218047
20LY,A05071/R04060,A05071,R04060,5,63,1,SCHV,68,109.22,3199.462753,3.199462753
20LY,A03121/R02107,A03121,R02107,5,51,1,SCHV,68,109.22,3201.728294,3.201728294
20LY,AN263/RTx2936,AN263,RTx2936,9,75,1,SCHV,68,88.9,3202.686793,3.202686793
20LY,A07124/R05330,A07124,R05330,6,41,1,SCHV,68,101.6,3243.18976,3.24318976
20LY,AN268/R11158,AN268,R11158,20,43,2,SCHV,68,109.22,3250.01714,3.25001714
20LY,AN268/R11158,AN268,R11158,9,77,1,SCHV,68,96.52,3251.590717,3.251590717
20LY,A05071/RTx2916,A05071,RTx2916,5,71,1,SCHV,68,96.52,3267.813432,3.267813432
20LY,AKS117/RTx2942,AKS117,RTx2942,9,41,1,SCHV,66,121.92,3271.052849,3.271052849
20LY,A05071/R08297,A05071,R08297,5,67,1,SCHV,65,96.52,3289.77176,3.28977176
20LY,A06035/RTx2913,A06035,RTx2913,6,63,1,SCHV,68,96.52,3295.404861,3.295404861
20LY,A03093/R12148,A03093,R12148,5,45,1,SCHV,69,109.22,3305.558794,3.305558794
20LY,A03054/RTx2940,A03054,RTx2940,4,59,1,SCHV,69,88.9,3313.708594,3.313708594
20LY,AKS119/RTx2918,AKS119,RTx2918,9,59,1,SCHV,64,109.22,3322.934782,3.322934782
20LY,A05071/R12154,A05071,R12154,5,69,1,SCHV,68,101.6,3323.626746,3.323626746
20LY,AN268/R12154,AN268,R12154,9,79,1,SCHV,66,96.52,3333.206605,3.333206605
20LY,ATx2921/R12145,ATx2921,R12145,12,75,2,SCHV,73,127,3336.804819,3.336804819
20LY,A03032/RTx2918,A03032,RTx2918,3,77,1,SCHV,68,88.9,3343.709083,3.343709083
20LY,A03121/RTx2944,A03121,RTx2944,5,61,1,SCHV,64,109.22,3347.599459,3.347599459
20LY,A01362/RTx2914,A01362,RTx2914,3,67,1,SCHV,68,101.6,3351.259181,3.351259181
20LY,AKS119/R08304,AKS119,R08304,9,57,1,SCHV,66,121.92,3352.1818,3.3521818
20LY,A05071/RTx2942,A05071,RTx2942,5,75,1,SCHV,64,109.22,3367.67667,3.36767667
20LY,A01021/RTx2943,A01021,RTx2943,3,49,1,SCHV,64,114.3,3402.464527,3.402464527
20LY,ATx2924/R05393,ATx2924,R05393,10,55,1,SCHV,68,96.52,3439.220636,3.439220636
20LY,A01362/RTx2937,A01362,RTx2937,3,69,1,SCHV,65,101.6,3439.656317,3.439656317
20LY,A06035/R05330,A06035,R05330,6,65,1,SCHV,68,88.9,3469.631178,3.469631178
20LY,A03043/R05330,A03043,R05330,4,75,1,SCHV,71,101.6,3491.189705,3.491189705
20LY,A03093/RTx2940,A03093,RTx2940,5,49,1,SCHV,68,101.6,3499.267746,3.499267746
20LY,ATx2921/RTx2914,ATx2921,RTx2914,10,73,1,SCHV,71,109.22,3504.772705,3.504772705
20LY,A11085/R12148,A11085,R12148,8,59,1,SCHV,66,114.3,3506.156633,3.506156633
20LY,ATx2923/R12145,ATx2923,R12145,10,63,1,SCHV,70,121.92,3524.516748,3.524516748
20LY,ATx2923/R12145,ATx2923,R12145,12,65,2,SCHV,71,114.3,3536.316018,3.536316018
20LY,A08134/RTx2943,A08134,RTx2943,7,65,1,SCHV,66,101.6,3540.816348,3.540816348
20LY,AKS119/R05393,AKS119,R05393,19,57,2,SCHV,69,109.22,3545.977888,3.545977888
