wave,V1,V2
1253.5,0.626526022,4.37E-41
1254,0.626472154,4.46E-41
1254.5,0.626417035,4.56E-41
1255,0.626360911,4.65E-41
1255.5,0.626303458,4.75E-41
1256,0.626244718,4.86E-41
1256.5,0.626184795,4.97E-41
1257,0.626123766,5.09E-41
1257.5,0.626061874,5.20E-41
1258,0.625998879,5.33E-41
1258.5,0.625935502,5.46E-41
1259,0.625871489,5.59E-41
1259.5,0.625807294,5.72E-41
1260,0.625742836,5.86E-41
1260.5,0.625678194,6.01E-41
1261,0.62561364,6.15E-41
1261.5,0.625548863,6.31E-41
1262,0.62548426,6.46E-41
1262.5,0.625419279,6.62E-41
1263,0.625354364,6.78E-41
1263.5,0.625289196,6.95E-41
1264,0.625223772,7.12E-41
1264.5,0.625158315,7.30E-41
1265,0.6250927,7.48E-41
1265.5,0.625026839,7.66E-41
1266,0.624961049,7.85E-41
1266.5,0.624894818,8.05E-41
1267,0.624828748,8.25E-41
1267.5,0.624762591,8.45E-41
1268,0.624696525,8.67E-41
1268.5,0.62463027,8.88E-41
1269,0.624564213,9.10E-41
1269.5,0.624497872,9.33E-41
1270,0.624431639,9.56E-41
1270.5,0.62436529,9.80E-41
1271,0.624299378,1.00E-40
1271.5,0.624233342,1.03E-40
1272,0.62416721,1.06E-40
1272.5,0.624101465,1.08E-40
1273,0.624036126,1.11E-40
1273.5,0.623970897,1.14E-40
1274,0.623906226,1.16E-40
1274.5,0.623842063,1.19E-40
1275,0.623778641,1.22E-40
1275.5,0.623715918,1.25E-40
1276,0.623654197,1.28E-40
1276.5,0.623593251,1.31E-40
1277,0.623533475,1.34E-40
1277.5,0.623474893,1.36E-40
1278,0.623417599,1.39E-40
1278.5,0.623361949,1.42E-40
1279,0.623307698,1.45E-40
1279.5,0.623255218,1.48E-40
1280,0.623204763,1.51E-40
1280.5,0.62315593,1.54E-40
1281,0.623108872,1.56E-40
1281.5,0.623063632,1.59E-40
1282,0.623020306,1.61E-40
1282.5,0.622978037,1.64E-40
1283,0.622937259,1.67E-40
1283.5,0.622897742,1.69E-40
1284,0.622858964,1.71E-40
1284.5,0.622821156,1.74E-40
1285,0.622784015,1.76E-40
1285.5,0.622747623,1.79E-40
1286,0.62271199,1.81E-40
1286.5,0.622676779,1.83E-40
1287,0.622642079,1.86E-40
1287.5,0.622608148,1.88E-40
1288,0.622574532,1.90E-40
1288.5,0.622541427,1.93E-40
1289,0.622508815,1.95E-40
1289.5,0.62247682,1.97E-40
1290,0.62244517,2.00E-40
1290.5,0.622413969,2.02E-40
1291,0.622383144,2.04E-40
1291.5,0.622352747,2.07E-40
1292,0.622322653,2.09E-40
1292.5,0.622292903,2.11E-40
1293,0.622263391,2.14E-40
1293.5,0.622234434,2.16E-40
1294,0.622205775,2.18E-40
1294.5,0.622177224,2.21E-40
1295,0.622149242,2.23E-40
1295.5,0.62212155,2.25E-40
1296,0.622093962,2.27E-40
1296.5,0.622066607,2.30E-40
1297,0.62203964,2.32E-40
1297.5,0.62201235,2.34E-40
1298,0.62198533,2.37E-40
1298.5,0.621958064,2.39E-40
1299,0.621931227,2.41E-40
1299.5,0.62190397,2.44E-40
1300,0.621877299,2.46E-40
1300.5,0.621850521,2.49E-40
1301,0.621824403,2.51E-40
1301.5,0.621798871,2.54E-40
1302,0.621774119,2.56E-40
1302.5,0.621750056,2.58E-40
1303,0.621726615,2.60E-40
1303.5,0.621704495,2.63E-40
1304,0.62168318,2.65E-40
1304.5,0.621662764,2.67E-40
1305,0.621643322,2.68E-40
1305.5,0.621624613,2.70E-40
1306,0.621606707,2.72E-40
1306.5,0.621589634,2.74E-40
1307,0.621573181,2.76E-40
1307.5,0.621557156,2.77E-40
1308,0.621541635,2.79E-40
1308.5,0.621526042,2.80E-40
1309,0.621510618,2.82E-40
1309.5,0.621494849,2.84E-40
1310,0.621478866,2.85E-40
1310.5,0.621462596,2.87E-40
1311,0.62144589,2.89E-40
1311.5,0.621429031,2.91E-40
1312,0.621412209,2.92E-40
1312.5,0.621395358,2.94E-40
1313,0.621379067,2.96E-40
1313.5,0.621363565,2.98E-40
1314,0.621348921,2.99E-40
1314.5,0.621335388,3.01E-40
1315,0.621323692,3.02E-40
1315.5,0.621313485,3.03E-40
1316,0.621305213,3.04E-40
1316.5,0.621298573,3.05E-40
1317,0.621294126,3.05E-40
1317.5,0.621291465,3.06E-40
1318,0.621290368,3.06E-40
1318.5,0.621291202,3.06E-40
1319,0.621293337,3.05E-40
1319.5,0.621297237,3.05E-40
1320,0.621302395,3.04E-40
1320.5,0.621308817,3.04E-40
1321,0.621316611,3.03E-40
1321.5,0.621325645,3.02E-40
1322,0.621335989,3.01E-40
1322.5,0.621347638,2.99E-40
1323,0.621360767,2.98E-40
1323.5,0.621374922,2.96E-40
1324,0.621390747,2.95E-40
1324.5,0.621408009,2.93E-40
1325,0.621426578,2.91E-40
1325.5,0.6214465,2.89E-40
1326,0.621467715,2.86E-40
1326.5,0.621490111,2.84E-40
1327,0.621513165,2.82E-40
1327.5,0.621537325,2.79E-40
1328,0.621561936,2.77E-40
1328.5,0.621587484,2.74E-40
1329,0.62161332,2.71E-40
1329.5,0.621639602,2.69E-40
1330,0.62166661,2.66E-40
1330.5,0.621694058,2.64E-40
1331,0.621721931,2.61E-40
1331.5,0.621750627,2.58E-40
1332,0.621780007,2.55E-40
1332.5,0.621810107,2.52E-40
1333,0.621840892,2.50E-40
1333.5,0.621872245,2.47E-40
1334,0.621904106,2.44E-40
1334.5,0.621936197,2.41E-40
1335,0.621968562,2.38E-40
1335.5,0.622000943,2.35E-40
1336,0.62203334,2.33E-40
1336.5,0.622065674,2.30E-40
1337,0.622097742,2.27E-40
1337.5,0.622129799,2.24E-40
1338,0.622161722,2.22E-40
1338.5,0.62219354,2.19E-40
1339,0.622225369,2.17E-40
1339.5,0.62225725,2.14E-40
1340,0.622289257,2.12E-40
1340.5,0.622321473,2.09E-40
1341,0.622354194,2.07E-40
1341.5,0.622386954,2.04E-40
1342,0.622420018,2.02E-40
1342.5,0.622453246,1.99E-40
1343,0.62248676,1.97E-40
1343.5,0.622520155,1.94E-40
1344,0.622553706,1.92E-40
1344.5,0.62258677,1.90E-40
1345,0.62261935,1.87E-40
1345.5,0.622651548,1.85E-40
1346,0.622682963,1.83E-40
1346.5,0.622713703,1.81E-40
1347,0.622743888,1.79E-40
1347.5,0.622773175,1.77E-40
1348,0.622802136,1.75E-40
1348.5,0.622830705,1.73E-40
1349,0.622859276,1.71E-40
1349.5,0.622887699,1.70E-40
1350,0.622916528,1.68E-40
1350.5,0.622945869,1.66E-40
1351,0.622975889,1.64E-40
1351.5,0.62300679,1.62E-40
1352,0.623038614,1.60E-40
1352.5,0.623071435,1.58E-40
1353,0.623105265,1.56E-40
1353.5,0.623140373,1.54E-40
1354,0.623176314,1.52E-40
1354.5,0.623213263,1.50E-40
1355,0.623251125,1.48E-40
1355.5,0.623289951,1.46E-40
1356,0.62332963,1.44E-40
1356.5,0.623370098,1.42E-40
1357,0.623411385,1.40E-40
1357.5,0.623453484,1.38E-40
1358,0.623496159,1.35E-40
1358.5,0.62353954,1.33E-40
1359,0.623583312,1.31E-40
1359.5,0.62362755,1.29E-40
1360,0.623672056,1.27E-40
1360.5,0.623716587,1.25E-40
1361,0.62376125,1.23E-40
1361.5,0.623805554,1.21E-40
1362,0.623849406,1.19E-40
1362.5,0.623892419,1.17E-40
1363,0.623934641,1.15E-40
1363.5,0.623975622,1.13E-40
1364,0.624015135,1.12E-40
1364.5,0.624053136,1.10E-40
1365,0.624089384,1.09E-40
1365.5,0.624123802,1.07E-40
1366,0.624156667,1.06E-40
1366.5,0.624187608,1.05E-40
1367,0.624217148,1.04E-40
1367.5,0.624245301,1.03E-40
1368,0.624272583,1.01E-40
1368.5,0.624298915,1.00E-40
1369,0.624324758,9.95E-41
1369.5,0.624350568,9.86E-41
1370,0.62437659,9.76E-41
1370.5,0.624402776,9.67E-41
1371,0.62442987,9.57E-41
1371.5,0.62445812,9.47E-41
1372,0.62448771,9.37E-41
1372.5,0.624518883,9.26E-41
1373,0.624552401,9.14E-41
1373.5,0.624588237,9.02E-41
1374,0.624626766,8.89E-41
1374.5,0.624668406,8.76E-41
1375,0.624713911,8.61E-41
1375.5,0.624763255,8.45E-41
1376,0.624817041,8.29E-41
1376.5,0.624875783,8.11E-41
1377,0.624939671,7.91E-41
1377.5,0.625009342,7.71E-41
1378,0.625084669,7.50E-41
1378.5,0.62516628,7.27E-41
1379,0.625254184,7.04E-41
1379.5,0.625348567,6.80E-41
1380,0.625449306,6.54E-41
1380.5,0.625556484,6.29E-41
1381,0.625669925,6.03E-41
1381.5,0.62578945,5.76E-41
1382,0.625914851,5.50E-41
1382.5,0.626046039,5.24E-41
1383,0.626182614,4.97E-41
1383.5,0.626324319,4.72E-41
1384,0.626471189,4.46E-41
1384.5,0.626622984,4.22E-41
1385,0.626779468,3.98E-41
1385.5,0.6269408,3.74E-41
1386,0.627106922,3.52E-41
1386.5,0.627277891,3.30E-41
1387,0.627453845,3.09E-41
1387.5,0.627634916,2.88E-41
1388,0.627821256,2.69E-41
1388.5,0.628012908,2.50E-41
1389,0.628210196,2.32E-41
1389.5,0.628413078,2.15E-41
1390,0.628621675,1.99E-41
1390.5,0.628836043,1.83E-41
1391,0.6290562,1.69E-41
1391.5,0.629282124,1.55E-41
1392,0.629513897,1.42E-41
1392.5,0.629751342,1.30E-41
1393,0.629994338,1.18E-41
1393.5,0.630242825,1.08E-41
1394,0.630496721,9.76E-42
1394.5,0.630755616,8.85E-42
1395,0.63101948,8.00E-42
1395.5,0.631287923,7.22E-42
1396,0.63156064,6.51E-42
1396.5,0.631837502,5.86E-42
1397,0.632118057,5.26E-42
1397.5,0.632402103,4.72E-42
1398,0.63268941,4.23E-42
1398.5,0.632979703,3.78E-42
1399,0.633272735,3.38E-42
1399.5,0.633568428,3.02E-42
1400,0.63386656,2.69E-42
1400.5,0.63416707,2.39E-42
1401,0.634469714,2.13E-42
1401.5,0.634774319,1.89E-42
1402,0.635080734,1.68E-42
1402.5,0.635388772,1.49E-42
1403,0.635698308,1.32E-42
1403.5,0.636008832,1.17E-42
1404,0.636320358,1.04E-42
1404.5,0.636632386,9.21E-43
1405,0.636944805,8.16E-43
1405.5,0.637257126,7.22E-43
1406,0.637569133,6.40E-43
1406.5,0.637880553,5.66E-43
1407,0.638191269,5.02E-43
1407.5,0.638500867,4.44E-43
1408,0.63880923,3.94E-43
1408.5,0.639116075,3.49E-43
1409,0.639421535,3.10E-43
1409.5,0.639725176,2.75E-43
1410,0.640027032,2.44E-43
1410.5,0.640326896,2.17E-43
1411,0.640624779,1.93E-43
1411.5,0.640920536,1.71E-43
1412,0.641213955,1.53E-43
1412.5,0.64150505,1.36E-43
1413,0.641793847,1.21E-43
1413.5,0.642080101,1.08E-43
1414,0.642363932,9.68E-44
1414.5,0.642645031,8.65E-44
1415,0.642923649,7.74E-44
1415.5,0.643199441,6.94E-44
1416,0.643472464,6.22E-44
1416.5,0.643742544,5.59E-44
1417,0.6440094,5.02E-44
1417.5,0.644273019,4.52E-44
1418,0.644533102,4.07E-44
1418.5,0.64478953,3.67E-44
1419,0.645042036,3.32E-44
1419.5,0.645290538,3.00E-44
1420,0.645534713,2.72E-44
1420.5,0.645774765,2.47E-44
1421,0.646010446,2.25E-44
1421.5,0.646241756,2.05E-44
1422,0.64646861,1.87E-44
1422.5,0.646691015,1.71E-44
1423,0.646908826,1.56E-44
1423.5,0.647122158,1.44E-44
1424,0.647330849,1.32E-44
1424.5,0.647534732,1.21E-44
1425,0.647733779,1.12E-44
1425.5,0.647927786,1.04E-44
1426,0.648116703,9.59E-45
1426.5,0.64830033,8.90E-45
1427,0.648478869,8.28E-45
1427.5,0.648651971,7.72E-45
1428,0.648819816,7.21E-45
1428.5,0.648982306,6.75E-45
1429,0.649139389,6.33E-45
1429.5,0.649291145,5.95E-45
1430,0.649437535,5.60E-45
1430.5,0.649578495,5.29E-45
1431,0.64971406,5.01E-45
1431.5,0.649844205,4.75E-45
1432,0.649968946,4.51E-45
1432.5,0.650088216,4.30E-45
1433,0.650202176,4.10E-45
1433.5,0.650311056,3.92E-45
1434,0.650414699,3.76E-45
1434.5,0.650513421,3.61E-45
1435,0.650607392,3.47E-45
1435.5,0.650696752,3.35E-45
1436,0.650781864,3.23E-45
1436.5,0.650862668,3.13E-45
1437,0.650939629,3.03E-45
1437.5,0.65101271,2.94E-45
1438,0.651082206,2.86E-45
1438.5,0.651148373,2.78E-45
1439,0.651211259,2.71E-45
1439.5,0.651271035,2.64E-45
1440,0.651328137,2.58E-45
1440.5,0.651382293,2.53E-45
1441,0.651434025,2.47E-45
1441.5,0.651483306,2.42E-45
1442,0.651530227,2.38E-45
1442.5,0.651574775,2.33E-45
1443,0.651617051,2.29E-45
1443.5,0.651656966,2.26E-45
1444,0.651694469,2.22E-45
1444.5,0.651729636,2.19E-45
1445,0.651762422,2.16E-45
1445.5,0.65179287,2.13E-45
1446,0.651821056,2.11E-45
1446.5,0.651847031,2.09E-45
1447,0.651870939,2.07E-45
1447.5,0.651893012,2.05E-45
1448,0.651913549,2.03E-45
1448.5,0.651932628,2.01E-45
1449,0.651950474,2.00E-45
1449.5,0.651967381,1.99E-45
1450,0.651983568,1.97E-45
1450.5,0.651998937,1.96E-45
1451,0.652013792,1.95E-45
1451.5,0.652027847,1.94E-45
1452,0.652041431,1.93E-45
1452.5,0.652054341,1.92E-45
1453,0.652066604,1.91E-45
1453.5,0.652078008,1.90E-45
1454,0.652088598,1.89E-45
1454.5,0.652098344,1.88E-45
1455,0.65210732,1.87E-45
1455.5,0.652115411,1.87E-45
1456,0.652122637,1.86E-45
1456.5,0.652128967,1.86E-45
1457,0.652134378,1.85E-45
1457.5,0.652138945,1.85E-45
1458,0.652142567,1.85E-45
1458.5,0.652145127,1.85E-45
1459,0.652146688,1.84E-45
1459.5,0.65214696,1.84E-45
1460,0.652146036,1.84E-45
1460.5,0.6521437,1.85E-45
1461,0.652139866,1.85E-45
1461.5,0.652134446,1.85E-45
1462,0.652127269,1.86E-45
1462.5,0.65211838,1.87E-45
1463,0.652107458,1.87E-45
1463.5,0.652094765,1.88E-45
1464,0.652080078,1.90E-45
1464.5,0.652063296,1.91E-45
1465,0.652044523,1.92E-45
1465.5,0.652023896,1.94E-45
1466,0.652001251,1.96E-45
1466.5,0.651976721,1.98E-45
1467,0.651950336,2.00E-45
1467.5,0.651922242,2.02E-45
1468,0.651892329,2.05E-45
1468.5,0.65186077,2.07E-45
1469,0.651827579,2.10E-45
1469.5,0.651792551,2.13E-45
1470,0.651755732,2.17E-45
1470.5,0.651717213,2.20E-45
1471,0.651676612,2.24E-45
1471.5,0.651634061,2.28E-45
1472,0.651589273,2.32E-45
1472.5,0.65154239,2.37E-45
1473,0.651493112,2.41E-45
1473.5,0.651441588,2.47E-45
1474,0.65138791,2.52E-45
1474.5,0.651332204,2.58E-45
1475,0.651274468,2.64E-45
1475.5,0.651215039,2.71E-45
1476,0.651154023,2.77E-45
1476.5,0.651091687,2.85E-45
1477,0.651028136,2.92E-45
1477.5,0.650963373,3.00E-45
1478,0.650897537,3.08E-45
1478.5,0.650830484,3.17E-45
1479,0.650762428,3.26E-45
1479.5,0.650693141,3.35E-45
1480,0.650622718,3.45E-45
1480.5,0.650551064,3.55E-45
1481,0.650478232,3.66E-45
1481.5,0.650404325,3.77E-45
1482,0.650329412,3.89E-45
1482.5,0.650253714,4.01E-45
1483,0.65017715,4.14E-45
1483.5,0.650100055,4.27E-45
1484,0.650022521,4.41E-45
1484.5,0.649944631,4.56E-45
1485,0.649866576,4.70E-45
1485.5,0.649788223,4.86E-45
1486,0.649709752,5.01E-45
1486.5,0.649631074,5.18E-45
1487,0.649552193,5.35E-45
1487.5,0.64947307,5.52E-45
1488,0.649393593,5.70E-45
1488.5,0.649313802,5.89E-45
1489,0.649233524,6.09E-45
1489.5,0.649152874,6.29E-45
1490,0.649071873,6.50E-45
1490.5,0.648990582,6.72E-45
1491,0.648908949,6.95E-45
1491.5,0.64882715,7.19E-45
1492,0.648745075,7.43E-45
1492.5,0.648662845,7.68E-45
1493,0.648580401,7.95E-45
1493.5,0.648497716,8.22E-45
1494,0.648414771,8.50E-45
1494.5,0.648331465,8.79E-45
1495,0.64824784,9.10E-45
1495.5,0.648163699,9.41E-45
1496,0.648079219,9.74E-45
1496.5,0.647994176,1.01E-44
1497,0.647908513,1.04E-44
1497.5,0.64782236,1.08E-44
1498,0.647735643,1.12E-44
1498.5,0.647648187,1.16E-44
1499,0.647560279,1.20E-44
1499.5,0.647471665,1.25E-44
1500,0.647382553,1.29E-44
1500.5,0.647292635,1.34E-44
1501,0.64720212,1.39E-44
1501.5,0.647110894,1.44E-44
1502,0.647018832,1.50E-44
1502.5,0.646926056,1.55E-44
1503,0.646832553,1.61E-44
1503.5,0.646738305,1.68E-44
1504,0.646643492,1.74E-44
1504.5,0.646548089,1.81E-44
1505,0.646452246,1.88E-44
1505.5,0.646355978,1.96E-44
1506,0.646259637,2.03E-44
1506.5,0.646163075,2.11E-44
1507,0.64606641,2.20E-44
1507.5,0.645970019,2.29E-44
1508,0.645873531,2.38E-44
1508.5,0.645777238,2.47E-44
1509,0.645681017,2.57E-44
1509.5,0.645584868,2.67E-44
1510,0.645489112,2.77E-44
1510.5,0.645393332,2.88E-44
1511,0.645297823,3.00E-44
1511.5,0.645202522,3.11E-44
1512,0.645107464,3.23E-44
1512.5,0.645012587,3.36E-44
1513,0.64491818,3.49E-44
1513.5,0.644824197,3.62E-44
1514,0.64473065,3.76E-44
1514.5,0.64463754,3.90E-44
1515,0.64454489,4.05E-44
1515.5,0.644452733,4.20E-44
1516,0.644361001,4.36E-44
1516.5,0.644269741,4.52E-44
1517,0.644178695,4.69E-44
1517.5,0.64408816,4.87E-44
1518,0.643997895,5.04E-44
1518.5,0.643907952,5.23E-44
1519,0.643818399,5.42E-44
1519.5,0.643729254,5.62E-44
1520,0.643640647,5.82E-44
1520.5,0.64355259,6.03E-44
1521,0.64346506,6.24E-44
1521.5,0.643378346,6.46E-44
1522,0.643292271,6.69E-44
1522.5,0.64320706,6.92E-44
1523,0.643122579,7.15E-44
1523.5,0.643038883,7.40E-44
1524,0.642955845,7.65E-44
1524.5,0.642873624,7.90E-44
1525,0.642791943,8.16E-44
1525.5,0.642710898,8.43E-44
1526,0.642630584,8.70E-44
1526.5,0.642550783,8.98E-44
1527,0.642471534,9.27E-44
1527.5,0.642393055,9.56E-44
1528,0.642315154,9.86E-44
1528.5,0.642238055,1.02E-43
1529,0.64216178,1.05E-43
1529.5,0.642086178,1.08E-43
1530,0.642011323,1.11E-43
1530.5,0.641937369,1.15E-43
1531,0.641864132,1.18E-43
1531.5,0.641791617,1.21E-43
1532,0.641719864,1.25E-43
1532.5,0.641648769,1.29E-43
1533,0.641578556,1.32E-43
1533.5,0.641509206,1.36E-43
1534,0.641440722,1.40E-43
1534.5,0.641373351,1.43E-43
1535,0.641307138,1.47E-43
1535.5,0.641242109,1.51E-43
1536,0.641178366,1.55E-43
1536.5,0.641115896,1.59E-43
1537,0.641054593,1.63E-43
1537.5,0.640994465,1.67E-43
1538,0.640935145,1.70E-43
1538.5,0.640876635,1.74E-43
1539,0.640818562,1.78E-43
1539.5,0.640760839,1.83E-43
1540,0.640703218,1.87E-43
1540.5,0.640645575,1.91E-43
1541,0.640587802,1.96E-43
1541.5,0.640529944,2.00E-43
1542,0.640472053,2.05E-43
1542.5,0.640413916,2.09E-43
1543,0.640355758,2.14E-43
1543.5,0.640297698,2.19E-43
1544,0.640239607,2.24E-43
1544.5,0.640181632,2.30E-43
1545,0.640123746,2.35E-43
1545.5,0.640065975,2.40E-43
1546,0.640008337,2.46E-43
1546.5,0.639950787,2.51E-43
1547,0.639893433,2.57E-43
1547.5,0.639836095,2.63E-43
1548,0.639778939,2.69E-43
1548.5,0.639721881,2.75E-43
1549,0.63966509,2.81E-43
1549.5,0.639608522,2.88E-43
1550,0.639552313,2.94E-43
1550.5,0.639496588,3.01E-43
1551,0.639440968,3.07E-43
1551.5,0.639386016,3.14E-43
1552,0.63933129,3.21E-43
1552.5,0.639277117,3.28E-43
1553,0.639223134,3.35E-43
1553.5,0.639169522,3.42E-43
1554,0.639116252,3.49E-43
1554.5,0.639063386,3.56E-43
1555,0.63901091,3.64E-43
1555.5,0.638958783,3.71E-43
1556,0.638907194,3.79E-43
1556.5,0.638856103,3.87E-43
1557,0.638805487,3.94E-43
1557.5,0.638755356,4.02E-43
1558,0.638705517,4.10E-43
1558.5,0.638656039,4.18E-43
1559,0.638606824,4.26E-43
1559.5,0.638557599,4.35E-43
1560,0.638508482,4.43E-43
1560.5,0.638459309,4.52E-43
1561,0.638409878,4.60E-43
1561.5,0.638360297,4.69E-43
1562,0.638310619,4.79E-43
1562.5,0.638260558,4.88E-43
1563,0.638210584,4.98E-43
1563.5,0.638160605,5.08E-43
1564,0.638110609,5.18E-43
1564.5,0.638061049,5.28E-43
1565,0.638011913,5.38E-43
1565.5,0.637963322,5.48E-43
1566,0.637915204,5.59E-43
1566.5,0.637867862,5.69E-43
1567,0.637821001,5.80E-43
1567.5,0.637774673,5.90E-43
1568,0.637728685,6.01E-43
1568.5,0.637682869,6.12E-43
1569,0.637637111,6.23E-43
1569.5,0.637591514,6.34E-43
1570,0.63754575,6.45E-43
1570.5,0.637499736,6.57E-43
1571,0.637453506,6.69E-43
1571.5,0.637407004,6.81E-43
1572,0.637360149,6.94E-43
1572.5,0.637313003,7.07E-43
1573,0.637265541,7.20E-43
1573.5,0.637217858,7.34E-43
1574,0.637169821,7.47E-43
1574.5,0.637121702,7.62E-43
1575,0.637073304,7.76E-43
1575.5,0.637024941,7.91E-43
1576,0.636976408,8.06E-43
1576.5,0.636927809,8.21E-43
1577,0.636879079,8.37E-43
1577.5,0.636830194,8.53E-43
1578,0.636781185,8.70E-43
1578.5,0.636731914,8.86E-43
1579,0.636682311,9.04E-43
1579.5,0.636632309,9.22E-43
1580,0.636581849,9.40E-43
1580.5,0.636530838,9.59E-43
1581,0.636479119,9.78E-43
1581.5,0.63642669,9.98E-43
1582,0.636373505,1.02E-42
1582.5,0.636319523,1.04E-42
1583,0.636264611,1.06E-42
1583.5,0.636208762,1.09E-42
1584,0.636151826,1.11E-42
1584.5,0.63609397,1.14E-42
1585,0.636034898,1.16E-42
1585.5,0.63597477,1.19E-42
1586,0.635913594,1.22E-42
1586.5,0.635851159,1.25E-42
1587,0.635787705,1.28E-42
1587.5,0.635723271,1.31E-42
1588,0.635657767,1.35E-42
1588.5,0.635591393,1.38E-42
1589,0.635524211,1.42E-42
1589.5,0.635456332,1.45E-42
1590,0.63538761,1.49E-42
1590.5,0.635318454,1.53E-42
1591,0.635248796,1.58E-42
1591.5,0.635178768,1.62E-42
1592,0.635108307,1.66E-42
1592.5,0.63503774,1.71E-42
1593,0.634966933,1.76E-42
1593.5,0.634896058,1.81E-42
1594,0.634825053,1.86E-42
1594.5,0.634753929,1.91E-42
1595,0.63468264,1.96E-42
1595.5,0.634611135,2.02E-42
1596,0.634539318,2.07E-42
1596.5,0.634467176,2.13E-42
1597,0.634394553,2.19E-42
1597.5,0.634321452,2.26E-42
1598,0.634247948,2.32E-42
1598.5,0.634174087,2.39E-42
1599,0.634099753,2.46E-42
1599.5,0.634025351,2.53E-42
1600,0.633950771,2.60E-42
1600.5,0.633876337,2.68E-42
1601,0.633801876,2.76E-42
1601.5,0.633727692,2.84E-42
1602,0.633653832,2.92E-42
1602.5,0.633580394,3.00E-42
1603,0.633507327,3.09E-42
1603.5,0.633434757,3.17E-42
1604,0.633362552,3.26E-42
1604.5,0.633290547,3.36E-42
1605,0.633218942,3.45E-42
1605.5,0.633147553,3.54E-42
1606,0.63307626,3.64E-42
1606.5,0.633005036,3.74E-42
1607,0.632934006,3.85E-42
1607.5,0.632863152,3.95E-42
1608,0.632792334,4.06E-42
1608.5,0.632721724,4.17E-42
1609,0.632651393,4.29E-42
1609.5,0.632581067,4.41E-42
1610,0.632511059,4.53E-42
1610.5,0.632441145,4.65E-42
1611,0.63237144,4.77E-42
1611.5,0.632301907,4.90E-42
1612,0.632232749,5.03E-42
1612.5,0.632163772,5.17E-42
1613,0.632095189,5.31E-42
1613.5,0.632027074,5.45E-42
1614,0.631959677,5.59E-42
1614.5,0.631892678,5.73E-42
1615,0.631826402,5.88E-42
1615.5,0.631760805,6.03E-42
1616,0.631695852,6.18E-42
1616.5,0.63163158,6.34E-42
1617,0.631567953,6.49E-42
1617.5,0.631504709,6.65E-42
1618,0.631442085,6.81E-42
1618.5,0.631379924,6.97E-42
1619,0.631318223,7.14E-42
1619.5,0.631256934,7.31E-42
1620,0.631196177,7.48E-42
1620.5,0.631135893,7.65E-42
1621,0.631076195,7.83E-42
1621.5,0.631017006,8.01E-42
1622,0.630958578,8.19E-42
1622.5,0.63090101,8.37E-42
1623,0.630844428,8.55E-42
1623.5,0.63078875,8.74E-42
1624,0.630734175,8.92E-42
1624.5,0.630680897,9.10E-42
1625,0.630628679,9.29E-42
1625.5,0.63057762,9.47E-42
1626,0.630527435,9.65E-42
1626.5,0.63047825,9.83E-42
1627,0.630429767,1.00E-41
1627.5,0.630381983,1.02E-41
1628,0.630334813,1.04E-41
1628.5,0.630288288,1.06E-41
1629,0.630242328,1.08E-41
1629.5,0.630197067,1.09E-41
1630,0.630152559,1.11E-41
1630.5,0.630108849,1.13E-41
1631,0.630066138,1.15E-41
1631.5,0.630024367,1.17E-41
1632,0.629983829,1.19E-41
1632.5,0.629944443,1.20E-41
1633,0.629906145,1.22E-41
1633.5,0.629869108,1.24E-41
1634,0.62983327,1.26E-41
1634.5,0.629798568,1.27E-41
1635,0.62976493,1.29E-41
1635.5,0.629732475,1.31E-41
1636,0.629701168,1.32E-41
1636.5,0.629670987,1.34E-41
1637,0.629641831,1.35E-41
1637.5,0.629614197,1.37E-41
1638,0.629587714,1.38E-41
1638.5,0.629562704,1.39E-41
1639,0.629539203,1.40E-41
1639.5,0.629517292,1.42E-41
1640,0.629497022,1.43E-41
1640.5,0.629478658,1.44E-41
1641,0.629462123,1.45E-41
1641.5,0.62944736,1.45E-41
1642,0.629434685,1.46E-41
1642.5,0.629423876,1.47E-41
1643,0.629414849,1.47E-41
1643.5,0.629407659,1.48E-41
1644,0.629402345,1.48E-41
1644.5,0.6293989,1.48E-41
1645,0.629397478,1.48E-41
1645.5,0.629397883,1.48E-41
1646,0.629400317,1.48E-41
1646.5,0.629404708,1.48E-41
1647,0.629411162,1.47E-41
1647.5,0.629419666,1.47E-41
1648,0.629430332,1.46E-41
1648.5,0.629443046,1.46E-41
1649,0.629458018,1.45E-41
1649.5,0.629475082,1.44E-41
1650,0.62949447,1.43E-41
1650.5,0.629516111,1.42E-41
1651,0.629540215,1.40E-41
1651.5,0.629566669,1.39E-41
1652,0.629595598,1.37E-41
1652.5,0.629627142,1.36E-41
1653,0.629661299,1.34E-41
1653.5,0.629697989,1.32E-41
1654,0.629737371,1.30E-41
1654.5,0.629779042,1.28E-41
1655,0.629823059,1.26E-41
1655.5,0.629869265,1.24E-41
1656,0.629917273,1.22E-41
1656.5,0.629966876,1.19E-41
1657,0.63001753,1.17E-41
1657.5,0.630068936,1.15E-41
1658,0.630120698,1.13E-41
1658.5,0.630172357,1.10E-41
1659,0.630223497,1.08E-41
1659.5,0.630273846,1.06E-41
1660,0.630323113,1.04E-41
1660.5,0.630371076,1.02E-41
1661,0.630417565,1.01E-41
1661.5,0.630462476,9.89E-42
1662,0.630505873,9.73E-42
1662.5,0.630547547,9.58E-42
1663,0.630587308,9.43E-42
1663.5,0.63062533,9.30E-42
1664,0.63066122,9.17E-42
