wave,V1,V2
832.5,0.606036943,7.19E-38
833,0.605684795,8.13E-38
833.5,0.605335123,9.18E-38
834,0.604987487,1.04E-37
834.5,0.604642352,1.17E-37
835,0.604298706,1.32E-37
835.5,0.60395729,1.48E-37
836,0.603617625,1.66E-37
836.5,0.603279993,1.87E-37
837,0.602943982,2.10E-37
837.5,0.602609618,2.36E-37
838,0.602276873,2.64E-37
838.5,0.601945823,2.96E-37
839,0.601616431,3.32E-37
839.5,0.601288746,3.71E-37
840,0.600962579,4.15E-37
840.5,0.600637959,4.63E-37
841,0.600315029,5.18E-37
841.5,0.599993957,5.77E-37
842,0.59967438,6.44E-37
842.5,0.599356656,7.17E-37
843,0.599040604,7.99E-37
843.5,0.598726403,8.89E-37
844,0.598414353,9.88E-37
844.5,0.598103985,1.10E-36
845,0.597796061,1.22E-36
845.5,0.597490281,1.35E-36
846,0.597186562,1.50E-36
846.5,0.59688515,1.66E-36
847,0.5965863,1.83E-36
847.5,0.596290025,2.03E-36
848,0.59599633,2.24E-36
848.5,0.595705198,2.47E-36
849,0.595416836,2.72E-36
849.5,0.595131255,2.99E-36
850,0.59484867,3.29E-36
850.5,0.594569048,3.61E-36
851,0.594292533,3.96E-36
851.5,0.594019287,4.34E-36
852,0.59374938,4.75E-36
852.5,0.593483146,5.19E-36
853,0.593220521,5.66E-36
853.5,0.592961682,6.17E-36
854,0.592706995,6.71E-36
854.5,0.592456302,7.30E-36
855,0.592209929,7.92E-36
855.5,0.59196794,8.58E-36
856,0.591730398,9.28E-36
856.5,0.591497457,1.00E-35
857,0.591269047,1.08E-35
857.5,0.591045911,1.16E-35
858,0.590827207,1.25E-35
858.5,0.590613797,1.34E-35
859,0.590405466,1.44E-35
859.5,0.590202634,1.54E-35
860,0.590005253,1.64E-35
860.5,0.589813192,1.75E-35
861,0.589627043,1.86E-35
861.5,0.589446632,1.97E-35
862,0.589271897,2.09E-35
862.5,0.58910351,2.21E-35
863,0.588941117,2.33E-35
863.5,0.588785028,2.45E-35
864,0.588635282,2.57E-35
864.5,0.5884922,2.70E-35
865,0.588355322,2.82E-35
865.5,0.588225468,2.94E-35
866,0.588102536,3.07E-35
866.5,0.587986508,3.18E-35
867,0.58787813,3.30E-35
867.5,0.587776956,3.41E-35
868,0.587683538,3.52E-35
868.5,0.587597953,3.61E-35
869,0.587520598,3.71E-35
869.5,0.587451224,3.79E-35
870,0.587390559,3.87E-35
870.5,0.587337697,3.94E-35
871,0.587293938,3.99E-35
871.5,0.587258537,4.04E-35
872,0.587232253,4.07E-35
872.5,0.58721459,4.10E-35
873,0.58720618,4.11E-35
873.5,0.587206873,4.11E-35
874,0.587216874,4.09E-35
874.5,0.587236192,4.07E-35
875,0.587265494,4.03E-35
875.5,0.587304221,3.98E-35
876,0.587353123,3.92E-35
876.5,0.587411995,3.84E-35
877,0.58748097,3.76E-35
877.5,0.587560181,3.66E-35
878,0.587649993,3.55E-35
878.5,0.587750019,3.44E-35
879,0.587860595,3.32E-35
879.5,0.58798153,3.19E-35
880,0.588113091,3.05E-35
880.5,0.588255178,2.92E-35
881,0.588407654,2.77E-35
881.5,0.588570868,2.63E-35
882,0.588744263,2.48E-35
882.5,0.588928075,2.34E-35
883,0.589122231,2.19E-35
883.5,0.589326177,2.05E-35
884,0.589540338,1.91E-35
884.5,0.589764322,1.78E-35
885,0.5899977,1.65E-35
885.5,0.59024078,1.52E-35
886,0.590492777,1.40E-35
886.5,0.5907542,1.28E-35
887,0.591024141,1.17E-35
887.5,0.591302634,1.07E-35
888,0.591589047,9.73E-36
888.5,0.591883926,8.82E-36
889,0.592186694,7.98E-36
889.5,0.592496601,7.20E-36
890,0.59281415,6.48E-36
890.5,0.593138829,5.82E-36
891,0.593470679,5.21E-36
891.5,0.593808936,4.65E-36
892,0.594153898,4.15E-36
892.5,0.594504904,3.69E-36
893,0.594861959,3.27E-36
893.5,0.595224827,2.90E-36
894,0.595593268,2.56E-36
894.5,0.595967286,2.26E-36
895,0.59634621,1.99E-36
895.5,0.59673013,1.75E-36
896,0.597119089,1.53E-36
896.5,0.597511957,1.34E-36
897,0.59790965,1.17E-36
897.5,0.598311838,1.02E-36
898,0.598717466,8.92E-37
898.5,0.599126948,7.76E-37
899,0.599540008,6.74E-37
899.5,0.599956521,5.85E-37
900,0.600375461,5.07E-37
900.5,0.600797625,4.39E-37
901,0.601221887,3.80E-37
901.5,0.601648092,3.28E-37
902,0.602075895,2.83E-37
902.5,0.60250486,2.44E-37
903,0.602934957,2.11E-37
903.5,0.603365436,1.82E-37
904,0.603795895,1.57E-37
904.5,0.604225994,1.35E-37
905,0.604655348,1.16E-37
905.5,0.605082957,1.00E-37
906,0.605508932,8.64E-38
906.5,0.605932164,7.46E-38
907,0.606352244,6.44E-38
907.5,0.60676855,5.57E-38
908,0.607180451,4.83E-38
908.5,0.607586935,4.19E-38
909,0.607988207,3.64E-38
909.5,0.608383207,3.17E-38
910,0.608771147,2.76E-38
910.5,0.609151617,2.42E-38
911,0.609524684,2.12E-38
911.5,0.60988892,1.86E-38
912,0.610244581,1.64E-38
912.5,0.61059079,1.45E-38
913,0.610927053,1.29E-38
913.5,0.611253783,1.15E-38
914,0.611569685,1.03E-38
914.5,0.611875297,9.21E-39
915,0.612170298,8.30E-39
915.5,0.612454348,7.50E-39
916,0.61272735,6.80E-39
916.5,0.612989633,6.19E-39
917,0.613241228,5.66E-39
917.5,0.613481828,5.19E-39
918,0.613711418,4.79E-39
918.5,0.613930935,4.42E-39
919,0.61413961,4.10E-39
919.5,0.614338237,3.82E-39
920,0.614526585,3.57E-39
920.5,0.614704582,3.35E-39
921,0.614873116,3.15E-39
921.5,0.615032039,2.98E-39
922,0.615181514,2.82E-39
922.5,0.615321992,2.68E-39
923,0.615452978,2.56E-39
923.5,0.615575468,2.45E-39
924,0.615689582,2.35E-39
924.5,0.615795095,2.26E-39
925,0.615892672,2.18E-39
925.5,0.615982564,2.12E-39
926,0.61606463,2.05E-39
926.5,0.616139998,2.00E-39
927,0.616208283,1.95E-39
927.5,0.61626978,1.91E-39
928,0.616325543,1.87E-39
928.5,0.616375101,1.84E-39
929,0.61641923,1.81E-39
929.5,0.616458729,1.78E-39
930,0.616494392,1.76E-39
930.5,0.616525987,1.74E-39
931,0.616554606,1.72E-39
931.5,0.616581086,1.70E-39
932,0.616605786,1.69E-39
932.5,0.616629697,1.67E-39
933,0.616653404,1.66E-39
933.5,0.616677729,1.65E-39
934,0.61670399,1.63E-39
934.5,0.616732758,1.61E-39
935,0.616765082,1.59E-39
935.5,0.61680159,1.57E-39
936,0.616843306,1.55E-39
936.5,0.616891685,1.52E-39
937,0.616947159,1.49E-39
937.5,0.617011162,1.46E-39
938,0.617084174,1.42E-39
938.5,0.617167718,1.38E-39
939,0.617262916,1.33E-39
939.5,0.617370312,1.28E-39
940,0.617490988,1.23E-39
940.5,0.617625961,1.17E-39
941,0.617775956,1.10E-39
941.5,0.617941865,1.04E-39
942,0.618124692,9.73E-40
942.5,0.618324819,9.05E-40
943,0.61854332,8.36E-40
943.5,0.618780022,7.67E-40
944,0.619036258,6.98E-40
944.5,0.619311777,6.31E-40
945,0.61960788,5.67E-40
945.5,0.619923648,5.05E-40
946,0.620260054,4.46E-40
946.5,0.620616809,3.92E-40
947,0.620994263,3.41E-40
947.5,0.621391687,2.95E-40
948,0.621809584,2.53E-40
948.5,0.622246883,2.15E-40
949,0.62270412,1.82E-40
949.5,0.623179436,1.52E-40
950,0.623673118,1.27E-40
950.5,0.624184175,1.05E-40
951,0.624711567,8.62E-41
951.5,0.625254499,7.04E-41
952,0.625811839,5.72E-41
952.5,0.626382343,4.62E-41
953,0.626964561,3.71E-41
953.5,0.627557754,2.97E-41
954,0.62816046,2.37E-41
954.5,0.628770882,1.88E-41
955,0.629388063,1.49E-41
955.5,0.630009979,1.17E-41
956,0.630636495,9.26E-42
956.5,0.631265447,7.29E-42
957,0.631895856,5.73E-42
957.5,0.632525528,4.50E-42
958,0.633154886,3.53E-42
958.5,0.633781438,2.78E-42
959,0.634404823,2.18E-42
959.5,0.635023673,1.72E-42
960,0.635637454,1.36E-42
960.5,0.636245264,1.07E-42
961,0.636846421,8.48E-43
961.5,0.637439934,6.73E-43
962,0.638025541,5.35E-43
962.5,0.638602971,4.27E-43
963,0.639171137,3.42E-43
963.5,0.639729774,2.74E-43
964,0.64027859,2.21E-43
964.5,0.640817453,1.79E-43
965,0.641345519,1.45E-43
965.5,0.641862836,1.18E-43
966,0.642369132,9.66E-44
966.5,0.642863929,7.93E-44
967,0.643347304,6.54E-44
967.5,0.643818508,5.42E-44
968,0.644277573,4.51E-44
968.5,0.6447243,3.77E-44
969,0.645158221,3.17E-44
969.5,0.645579534,2.67E-44
970,0.64598713,2.27E-44
970.5,0.646381763,1.94E-44
971,0.646762586,1.66E-44
971.5,0.647129592,1.43E-44
972,0.647482747,1.24E-44
972.5,0.647821632,1.08E-44
973,0.648146576,9.48E-45
973.5,0.648457446,8.35E-45
974,0.648753799,7.40E-45
974.5,0.649036157,6.60E-45
975,0.649304463,5.92E-45
975.5,0.649558794,5.33E-45
976,0.649799028,4.83E-45
976.5,0.650025976,4.41E-45
977,0.650239534,4.04E-45
977.5,0.650439518,3.72E-45
978,0.650627123,3.44E-45
978.5,0.650801871,3.21E-45
979,0.650964437,3.00E-45
979.5,0.651115053,2.82E-45
980,0.651253847,2.66E-45
980.5,0.651381699,2.53E-45
981,0.651498608,2.41E-45
981.5,0.651605141,2.31E-45
982,0.651701599,2.22E-45
982.5,0.651788214,2.14E-45
983,0.651865455,2.07E-45
983.5,0.651933987,2.01E-45
984,0.651993872,1.96E-45
984.5,0.652045753,1.92E-45
985,0.652089734,1.89E-45
985.5,0.652126461,1.86E-45
986,0.652155871,1.84E-45
986.5,0.652178747,1.82E-45
987,0.652195021,1.81E-45
987.5,0.652205269,1.80E-45
988,0.652209757,1.80E-45
988.5,0.652208551,1.80E-45
989,0.652202066,1.80E-45
989.5,0.652190592,1.81E-45
990,0.65217437,1.82E-45
990.5,0.652153632,1.84E-45
991,0.65212852,1.86E-45
991.5,0.652099055,1.88E-45
992,0.652065679,1.91E-45
992.5,0.652028422,1.94E-45
993,0.651987476,1.97E-45
993.5,0.651942569,2.01E-45
994,0.65189404,2.05E-45
994.5,0.651842001,2.09E-45
995,0.651786826,2.14E-45
995.5,0.651727868,2.19E-45
996,0.651665537,2.25E-45
996.5,0.651600278,2.31E-45
997,0.65153145,2.38E-45
997.5,0.651459495,2.45E-45
998,0.651384504,2.52E-45
998.5,0.651306319,2.61E-45
999,0.651225201,2.69E-45
999.5,0.65114102,2.79E-45
1000,0.651053884,2.89E-45
1000.5,0.650964075,3.00E-45
1001,0.650871246,3.12E-45
1001.5,0.650775664,3.24E-45
1002,0.650677592,3.37E-45
1002.5,0.650576253,3.52E-45
1003,0.65047275,3.67E-45
1003.5,0.650366809,3.83E-45
1004,0.650258348,4.01E-45
1004.5,0.650147722,4.19E-45
1005,0.650035283,4.39E-45
1005.5,0.649920687,4.60E-45
1006,0.649804429,4.82E-45
1006.5,0.649686736,5.06E-45
1007,0.649567392,5.31E-45
1007.5,0.649447207,5.58E-45
1008,0.649325764,5.86E-45
1008.5,0.649203503,6.16E-45
1009,0.649080459,6.48E-45
1009.5,0.648956823,6.82E-45
1010,0.648832931,7.17E-45
1010.5,0.648708579,7.54E-45
1011,0.648583954,7.93E-45
1011.5,0.648459534,8.35E-45
1012,0.648334686,8.78E-45
1012.5,0.64821003,9.24E-45
1013,0.648085648,9.72E-45
1013.5,0.64796181,1.02E-44
1014,0.647838196,1.07E-44
1014.5,0.647714621,1.13E-44
1015,0.647591961,1.19E-44
1015.5,0.647469753,1.25E-44
1016,0.647348165,1.31E-44
1016.5,0.647227134,1.38E-44
1017,0.647106696,1.44E-44
1017.5,0.646987268,1.52E-44
1018,0.646868684,1.59E-44
1018.5,0.64675072,1.67E-44
1019,0.646633472,1.75E-44
1019.5,0.646517588,1.83E-44
1020,0.646402224,1.92E-44
1020.5,0.646287566,2.01E-44
1021,0.646173875,2.11E-44
1021.5,0.646061099,2.20E-44
1022,0.645948777,2.31E-44
1022.5,0.645837413,2.41E-44
1023,0.645726769,2.52E-44
1023.5,0.645616444,2.64E-44
1024,0.645506865,2.75E-44
1024.5,0.64539778,2.88E-44
1025,0.645289449,3.01E-44
1025.5,0.645181513,3.14E-44
1026,0.645073807,3.28E-44
1026.5,0.644966295,3.42E-44
1027,0.644859643,3.57E-44
1027.5,0.644753199,3.73E-44
1028,0.644647087,3.89E-44
1028.5,0.64454177,4.06E-44
1029,0.644436213,4.23E-44
1029.5,0.644331192,4.41E-44
1030,0.644226852,4.60E-44
1030.5,0.644122882,4.80E-44
1031,0.644018998,5.00E-44
1031.5,0.643915595,5.21E-44
1032,0.64381242,5.43E-44
1032.5,0.643709456,5.66E-44
1033,0.6436067,5.90E-44
1033.5,0.643504203,6.14E-44
1034,0.6434017,6.40E-44
1034.5,0.643299461,6.67E-44
1035,0.643197217,6.94E-44
1035.5,0.643094999,7.23E-44
1036,0.642992509,7.53E-44
1036.5,0.642890385,7.85E-44
1037,0.642788001,8.17E-44
1037.5,0.642685923,8.51E-44
1038,0.64258389,8.87E-44
1038.5,0.6424819,9.23E-44
1039,0.642380167,9.61E-44
1039.5,0.642278819,1.00E-43
1040,0.642177986,1.04E-43
1040.5,0.642077585,1.08E-43
1041,0.641977431,1.13E-43
1041.5,0.64187803,1.17E-43
1042,0.641778928,1.22E-43
1042.5,0.64168077,1.27E-43
1043,0.641583063,1.32E-43
1043.5,0.641485955,1.37E-43
1044,0.64138951,1.42E-43
1044.5,0.641294034,1.48E-43
1045,0.641199089,1.54E-43
1045.5,0.641104862,1.59E-43
1046,0.641011917,1.65E-43
1046.5,0.640919852,1.71E-43
1047,0.640828797,1.78E-43
1047.5,0.640738649,1.84E-43
1048,0.640649716,1.91E-43
1048.5,0.640561951,1.98E-43
1049,0.640475277,2.04E-43
1049.5,0.640389637,2.11E-43
1050,0.640305272,2.19E-43
1050.5,0.640221924,2.26E-43
1051,0.64013976,2.33E-43
1051.5,0.640058531,2.41E-43
1052,0.639978436,2.49E-43
1052.5,0.639898639,2.57E-43
1053,0.639819769,2.65E-43
1053.5,0.639741743,2.73E-43
1054,0.639664426,2.81E-43
1054.5,0.639587643,2.90E-43
1055,0.639511333,2.99E-43
1055.5,0.639435705,3.08E-43
1056,0.639360336,3.17E-43
1056.5,0.639285489,3.27E-43
1057,0.639211251,3.36E-43
1057.5,0.639137081,3.46E-43
1058,0.639063345,3.56E-43
1058.5,0.638989896,3.67E-43
1059,0.638917131,3.77E-43
1059.5,0.638844165,3.88E-43
1060,0.638771354,4.00E-43
1060.5,0.638699084,4.11E-43
1061,0.638626383,4.23E-43
1061.5,0.638554496,4.35E-43
1062,0.63848248,4.48E-43
1062.5,0.638410531,4.60E-43
1063,0.638338755,4.73E-43
1063.5,0.638267209,4.87E-43
1064,0.638195982,5.01E-43
1064.5,0.638124953,5.15E-43
1065,0.638054048,5.29E-43
1065.5,0.637983486,5.44E-43
1066,0.637913389,5.59E-43
1066.5,0.637843913,5.75E-43
1067,0.637774636,5.90E-43
1067.5,0.63770597,6.06E-43
1068,0.637637418,6.23E-43
1068.5,0.637569568,6.40E-43
1069,0.637501932,6.57E-43
1069.5,0.637434808,6.74E-43
1070,0.63736823,6.92E-43
1070.5,0.637301929,7.10E-43
1071,0.637236374,7.28E-43
1071.5,0.637170862,7.47E-43
1072,0.637106335,7.66E-43
1072.5,0.63704246,7.85E-43
1073,0.636978781,8.05E-43
1073.5,0.636916154,8.25E-43
1074,0.636854164,8.45E-43
1074.5,0.636792913,8.66E-43
1075,0.636732784,8.86E-43
1075.5,0.636673421,9.07E-43
1076,0.636615058,9.28E-43
1076.5,0.63655797,9.49E-43
1077,0.636502051,9.69E-43
1077.5,0.636447634,9.90E-43
1078,0.636394449,1.01E-42
1078.5,0.6363428,1.03E-42
1079,0.636292741,1.05E-42
1079.5,0.636244379,1.07E-42
1080,0.636197594,1.09E-42
1080.5,0.636152667,1.11E-42
1081,0.63610954,1.13E-42
1081.5,0.636067769,1.15E-42
1082,0.636027811,1.17E-42
1082.5,0.635989074,1.18E-42
1083,0.635951702,1.20E-42
1083.5,0.635915254,1.22E-42
1084,0.635879688,1.23E-42
1084.5,0.635844853,1.25E-42
1085,0.635810342,1.27E-42
1085.5,0.635776328,1.29E-42
1086,0.635742163,1.30E-42
1086.5,0.635708656,1.32E-42
1087,0.635675008,1.34E-42
1087.5,0.635641386,1.35E-42
1088,0.635607658,1.37E-42
1088.5,0.635574161,1.39E-42
1089,0.635540926,1.41E-42
1089.5,0.635507334,1.43E-42
1090,0.635473682,1.44E-42
1090.5,0.635440269,1.46E-42
1091,0.635406191,1.48E-42
1091.5,0.635371646,1.50E-42
1092,0.635337036,1.52E-42
1092.5,0.635301282,1.54E-42
1093,0.635264818,1.57E-42
1093.5,0.635227515,1.59E-42
1094,0.635189254,1.61E-42
1094.5,0.635149955,1.64E-42
1095,0.635110235,1.66E-42
1095.5,0.635069816,1.69E-42
1096,0.635029215,1.72E-42
1096.5,0.634988736,1.74E-42
1097,0.634948841,1.77E-42
1097.5,0.634909959,1.80E-42
1098,0.634872374,1.82E-42
1098.5,0.63483633,1.85E-42
1099,0.634801767,1.87E-42
1099.5,0.634769166,1.90E-42
1100,0.633857932,2.70E-42
1100.5,0.633820337,2.74E-42
1101,0.6337845,2.77E-42
1101.5,0.633749902,2.81E-42
1102,0.6337179,2.85E-42
1102.5,0.633687733,2.88E-42
1103,0.633659988,2.91E-42
1103.5,0.633634173,2.94E-42
1104,0.633610786,2.97E-42
1104.5,0.633588654,2.99E-42
1105,0.633568459,3.02E-42
1105.5,0.633549001,3.04E-42
1106,0.633530369,3.06E-42
1106.5,0.633512312,3.08E-42
1107,0.633494725,3.10E-42
1107.5,0.633477863,3.12E-42
1108,0.633460789,3.14E-42
1108.5,0.633444305,3.16E-42
1109,0.633428525,3.18E-42
1109.5,0.633413433,3.20E-42
1110,0.633399314,3.22E-42
1110.5,0.633386281,3.23E-42
1111,0.63337471,3.25E-42
1111.5,0.633364671,3.26E-42
1112,0.633355655,3.27E-42
1112.5,0.63334845,3.28E-42
1113,0.633342241,3.29E-42
1113.5,0.633337436,3.30E-42
1114,0.633333805,3.30E-42
1114.5,0.633330855,3.30E-42
1115,0.633328463,3.31E-42
1115.5,0.633326997,3.31E-42
1116,0.633325881,3.31E-42
1116.5,0.633325629,3.31E-42
1117,0.633325893,3.31E-42
1117.5,0.633327063,3.31E-42
1118,0.633328995,3.31E-42
1118.5,0.633332402,3.30E-42
1119,0.633336908,3.30E-42
1119.5,0.633343653,3.29E-42
1120,0.63335241,3.28E-42
1120.5,0.63336409,3.26E-42
1121,0.633378827,3.24E-42
1121.5,0.63339658,3.22E-42
1122,0.633418317,3.19E-42
1122.5,0.633444759,3.16E-42
1123,0.633475233,3.13E-42
1123.5,0.633511384,3.08E-42
1124,0.633552165,3.03E-42
1124.5,0.633598325,2.98E-42
1125,0.633649716,2.92E-42
1125.5,0.633706311,2.86E-42
1126,0.633767961,2.79E-42
1126.5,0.633834512,2.72E-42
1127,0.633905761,2.65E-42
1127.5,0.633981302,2.57E-42
1128,0.634060413,2.49E-42
1128.5,0.63414322,2.42E-42
1129,0.634228794,2.34E-42
1129.5,0.634316653,2.26E-42
1130,0.634406826,2.18E-42
1130.5,0.634499135,2.11E-42
1131,0.634592461,2.03E-42
1131.5,0.634686494,1.96E-42
1132,0.634781382,1.89E-42
1132.5,0.634876409,1.82E-42
1133,0.634971373,1.76E-42
1133.5,0.635065917,1.69E-42
1134,0.635159529,1.63E-42
1134.5,0.635252013,1.57E-42
1135,0.635343356,1.52E-42
1135.5,0.635432997,1.47E-42
1136,0.635520976,1.42E-42
1136.5,0.635606625,1.37E-42
1137,0.635690924,1.33E-42
1137.5,0.635772522,1.29E-42
1138,0.635852263,1.25E-42
1138.5,0.635929424,1.21E-42
1139,0.636004281,1.18E-42
1139.5,0.636076241,1.14E-42
1140,0.636145563,1.11E-42
1140.5,0.636211601,1.09E-42
1141,0.636274666,1.06E-42
1141.5,0.636333971,1.03E-42
1142,0.636390031,1.01E-42
1142.5,0.63644251,9.92E-43
1143,0.636491118,9.74E-43
1143.5,0.636536172,9.57E-43
1144,0.636577639,9.41E-43
1144.5,0.636615274,9.28E-43
1145,0.63664991,9.15E-43
1145.5,0.636680197,9.04E-43
1146,0.636706966,8.95E-43
1146.5,0.636729909,8.87E-43
1147,0.63674868,8.81E-43
1147.5,0.63676362,8.76E-43
1148,0.636773796,8.72E-43
1148.5,0.636779764,8.70E-43
1149,0.636780712,8.70E-43
1149.5,0.636777236,8.71E-43
1150,0.636768896,8.74E-43
1150.5,0.636755498,8.78E-43
1151,0.636737284,8.85E-43
1151.5,0.636713906,8.93E-43
1152,0.636685206,9.03E-43
1152.5,0.636650985,9.15E-43
1153,0.636611083,9.29E-43
1153.5,0.63656522,9.46E-43
1154,0.636513016,9.65E-43
1154.5,0.636454397,9.88E-43
1155,0.636389102,1.01E-42
1155.5,0.636316867,1.04E-42
1156,0.636238037,1.07E-42
1156.5,0.636152297,1.11E-42
1157,0.636059855,1.15E-42
1157.5,0.635961034,1.20E-42
1158,0.635855979,1.25E-42
1158.5,0.635744919,1.30E-42
1159,0.635628221,1.36E-42
1159.5,0.635506682,1.43E-42
1160,0.635380053,1.50E-42
1160.5,0.635249067,1.58E-42
1161,0.63511466,1.66E-42
1161.5,0.634976193,1.75E-42
1162,0.634834808,1.85E-42
1162.5,0.634690921,1.96E-42
1163,0.63454451,2.07E-42
1163.5,0.634396047,2.19E-42
1164,0.634245699,2.32E-42
1164.5,0.634093698,2.46E-42
1165,0.633940495,2.61E-42
1165.5,0.633785676,2.77E-42
1166,0.633630469,2.94E-42
1166.5,0.6334743,3.13E-42
1167,0.633317931,3.32E-42
1167.5,0.633161443,3.53E-42
1168,0.633005347,3.74E-42
1168.5,0.63284953,3.97E-42
1169,0.63269488,4.22E-42
1169.5,0.632541318,4.47E-42
1170,0.632389303,4.74E-42
1170.5,0.63223897,5.02E-42
1171,0.632090537,5.32E-42
1171.5,0.6319439,5.62E-42
1172,0.631799558,5.94E-42
1172.5,0.631657306,6.27E-42
1173,0.631517228,6.62E-42
1173.5,0.63137976,6.97E-42
1174,0.63124459,7.34E-42
1174.5,0.631112004,7.72E-42
1175,0.630981971,8.12E-42
1175.5,0.630854773,8.52E-42
1176,0.630730457,8.93E-42
1176.5,0.630608938,9.36E-42
1177,0.630490567,9.79E-42
1177.5,0.630375353,1.02E-41
1178,0.630263483,1.07E-41
1178.5,0.630154802,1.11E-41
1179,0.630049364,1.16E-41
1179.5,0.629947464,1.20E-41
1180,0.629848645,1.25E-41
1180.5,0.629753144,1.30E-41
1181,0.629660693,1.34E-41
1181.5,0.629571588,1.39E-41
1182,0.629485695,1.43E-41
1182.5,0.629402915,1.48E-41
1183,0.629323523,1.52E-41
1183.5,0.629247559,1.57E-41
1184,0.629175074,1.61E-41
1184.5,0.629106037,1.66E-41
1185,0.629040863,1.70E-41
1185.5,0.628979548,1.74E-41
1186,0.628922321,1.77E-41
1186.5,0.628869285,1.81E-41
1187,0.628820651,1.84E-41
1187.5,0.628776468,1.87E-41
1188,0.628736614,1.90E-41
1188.5,0.628701017,1.93E-41
1189,0.628669559,1.95E-41
1189.5,0.628642171,1.97E-41
1190,0.628618215,1.99E-41
1190.5,0.62859769,2.01E-41
1191,0.628579954,2.02E-41
1191.5,0.628564914,2.03E-41
1192,0.628552066,2.04E-41
1192.5,0.6285412,2.05E-41
1193,0.628532136,2.06E-41
1193.5,0.628524642,2.06E-41
1194,0.628518616,2.07E-41
1194.5,0.628513705,2.07E-41
1195,0.628509895,2.07E-41
1195.5,0.62850735,2.08E-41
1196,0.628505587,2.08E-41
1196.5,0.628504732,2.08E-41
1197,0.628504951,2.08E-41
1197.5,0.628506182,2.08E-41
1198,0.62850819,2.07E-41
1198.5,0.628511093,2.07E-41
1199,0.628515101,2.07E-41
1199.5,0.628519827,2.07E-41
1200,0.628525625,2.06E-41
1200.5,0.628532264,2.06E-41
1201,0.6285396,2.05E-41
1201.5,0.628547899,2.04E-41
1202,0.628556999,2.04E-41
1202.5,0.62856659,2.03E-41
1203,0.628576929,2.02E-41
1203.5,0.628587675,2.01E-41
1204,0.628599091,2.00E-41
1204.5,0.628610858,2.00E-41
1205,0.628622897,1.99E-41
1205.5,0.628635382,1.98E-41
1206,0.62864784,1.97E-41
1206.5,0.628660517,1.96E-41
1207,0.628672949,1.95E-41
1207.5,0.628685486,1.94E-41
1208,0.628697824,1.93E-41
1208.5,0.628709428,1.92E-41
1209,0.628721028,1.91E-41
1209.5,0.628731967,1.91E-41
1210,0.628742317,1.90E-41
1210.5,0.628752175,1.89E-41
1211,0.628761333,1.89E-41
1211.5,0.628769865,1.88E-41
1212,0.628777424,1.87E-41
1212.5,0.628784384,1.87E-41
1213,0.628790227,1.87E-41
1213.5,0.628794982,1.86E-41
1214,0.628798453,1.86E-41
1214.5,0.628800713,1.86E-41
1215,0.628801826,1.86E-41
1215.5,0.628801693,1.86E-41
1216,0.628800395,1.86E-41
1216.5,0.628798158,1.86E-41
1217,0.628795221,1.86E-41
1217.5,0.62879151,1.86E-41
1218,0.628787438,1.87E-41
1218.5,0.628783064,1.87E-41
1219,0.628778235,1.87E-41
1219.5,0.628773249,1.88E-41
1220,0.628767844,1.88E-41
1220.5,0.628761999,1.89E-41
1221,0.628755471,1.89E-41
1221.5,0.628748236,1.89E-41
1222,0.62874022,1.90E-41
1222.5,0.628731029,1.91E-41
1223,0.628720918,1.91E-41
1223.5,0.628709696,1.92E-41
1224,0.62869747,1.93E-41
1224.5,0.628684084,1.94E-41
1225,0.628669634,1.95E-41
1225.5,0.628654033,1.96E-41
1226,0.62863762,1.98E-41
1226.5,0.62862037,1.99E-41
1227,0.628601937,2.00E-41
1227.5,0.628583017,2.02E-41
1228,0.628563211,2.03E-41
1228.5,0.628542272,2.05E-41
1229,0.628520626,2.07E-41
1229.5,0.628498145,2.08E-41
1230,0.628474605,2.10E-41
1230.5,0.628450259,2.12E-41
1231,0.628424824,2.14E-41
1231.5,0.628398333,2.16E-41
1232,0.628371105,2.18E-41
1232.5,0.628342813,2.21E-41
1233,0.628313399,2.23E-41
1233.5,0.628283394,2.26E-41
1234,0.628252492,2.28E-41
1234.5,0.628220678,2.31E-41
1235,0.628187772,2.34E-41
1235.5,0.628153986,2.37E-41
1236,0.628119384,2.40E-41
1236.5,0.628083608,2.44E-41
1237,0.62804692,2.47E-41
1237.5,0.628009234,2.50E-41
1238,0.627970373,2.54E-41
1238.5,0.627930368,2.58E-41
1239,0.627889473,2.62E-41
1239.5,0.627847653,2.66E-41
1240,0.6278051,2.70E-41
1240.5,0.627761868,2.75E-41
1241,0.627718114,2.79E-41
1241.5,0.627674045,2.84E-41
1242,0.627629906,2.89E-41
1242.5,0.627585707,2.94E-41
1243,0.627541623,2.99E-41
1243.5,0.627497457,3.04E-41
1244,0.627453612,3.09E-41
1244.5,0.627409613,3.14E-41
1245,0.627365208,3.19E-41
1245.5,0.627320377,3.25E-41
1246,0.627275198,3.30E-41
1246.5,0.627229153,3.36E-41
1247,0.627182441,3.42E-41
1247.5,0.62713488,3.48E-41
1248,0.627086453,3.54E-41
1248.5,0.627037428,3.61E-41
1249,0.626987816,3.68E-41
1249.5,0.626937566,3.75E-41
1250,0.626887249,3.82E-41
1250.5,0.626836637,3.89E-41
1251,0.626785709,3.97E-41
1251.5,0.626734499,4.05E-41
1252,0.626683167,4.12E-41
1252.5,0.626631401,4.20E-41
1253,0.626579046,4.29E-41
