2.857115 -0.4198185 2.211439 0.1795252 -0.3337137 16.83224
1.894714 -0.1658017 1.983509 0.1004457 0.01769916 15.818
1.262875 -0.0361142 1.807677 0.05728579 0.1120836 13.24517
0.905169 -0.02325542 1.633491 0.04501318 -0.09168719 17.56682
0.7064465 -0.02237327 0.8968889 0.03680742 -0.03307448 17.40898
0.7231813 -0.05360347 0.5606864 0.0332662 0.04614097 10.82378
0.5063437 -0.03608934 0.1162424 0.03003934 0.07032075 11.83365
0.6017626 -0.02546388 0.4938172 0.031352 -0.0351231 12.29674
0.5811996 -0.02055968 1.027646 0.03705517 0.05801769 13.15537
0.6492075 -0.02137614 0.4098937 0.03880326 -0.07242355 10.77206
0.6111386 -0.01199884 1.043154 0.02545988 -0.04177861 10.42689
0.5645496 -0.01175556 0.3695546 0.02532081 -0.008243684 12.34448
0.775444 0.01314698 0.452935 0.0332276 0.03440596 9.509592
0.4945301 -0.01415378 0.2426234 0.02653277 -0.03334811 7.959189
0.5594027 0.009195549 0.2916969 0.03521645 0.02613243 8.272731
0.5701658 -0.02028481 0.5609372 0.02554662 0.04340784 8.624312
0.6193996 -0.03522327 0.8799044 0.03171202 -0.2054576 11.35162
0.6447722 -0.0390427 0.8496953 0.03429741 -0.04699989 7.236883
0.551834 -0.02189988 0.684498 0.02446854 0.01035884 6.976429
0.4791799 -0.01296162 0.2998601 0.02908323 -0.05256994 8.961622
0.4713332 -0.0005813312 0.5423195 0.03310261 -0.05597558 11.00918
0.5316924 -0.004368141 0.2224691 0.04274032 -0.1338625 11.58962
0.4611723 0.002378093 0.3438396 0.03105936 -0.02482045 8.23629
0.5613322 0.001489238 0.2686004 0.02518512 -0.06594175 9.837837
0.5714798 -0.027497 0.7743837 0.04293356 0.01189137 11.66754
0.5197738 -0.02110304 0.7823093 0.02578201 0.0497043 11.73007
0.4867917 -0.02131871 -0.01252906 0.02964504 -0.0512438 13.23272
0.5010122 -0.01163916 0.2342483 0.02550216 0.022898 12.61558
0.7205692 -0.007604084 0.3038653 0.03298737 -0.001956459 7.365075
0.5970148 -0.03468012 0.3893498 0.03208347 -0.00771285 8.907963
0.5112372 -0.02110972 0.8311243 0.02801524 -0.009273434 12.97614
0.5546708 0.006167509 0.102036 0.02917645 -0.08170662 11.62064
0.4922541 -0.01421803 -0.1310275 0.03355005 -0.1114339 12.2603
0.4548388 0.002771531 0.3565135 0.02448856 -0.058057 8.275503
0.5711829 0.008089431 0.2762749 0.03246447 -0.07096768 8.191859
0.514676 -0.01629239 0.5921331 0.02884745 -0.1000276 9.969542
0.6044939 -0.0163198 0.99432 0.03307647 -0.1426608 8.961231
0.7319529 0.01565498 0.5477023 0.03762518 -0.1362057 9.284644
0.4554989 0.003892318 0.2620567 0.02489134 -0.02550453 6.458177
0.5540318 -0.006097246 0.556073 0.03202429 0.004347013 11.98267
0.4859705 -0.004607315 0.5268146 0.03263582 0.04805622 12.43936
0.4972343 -0.01327127 -0.04504677 0.03555443 -0.07894849 8.028981
0.5936412 -0.01069648 0.3394429 0.03604778 -0.04235824 9.631051
0.585156 -0.02369773 0.6374176 0.0320706 -0.03536891 9.573688
0.5261609 0.001738414 0.3650156 0.03178445 -0.06219509 9.805063
0.5795408 0.02884157 0.5570743 0.03968028 0.1012896 8.399645
0.5105834 -0.01775847 0.4762217 0.03051919 0.02284464 13.36002
0.6412004 -0.01318235 0.5759015 0.02862739 0.07062841 10.62704
0.5498084 -0.0066849 0.9792526 0.02555565 -0.02684671 9.662745
0.5460375 -0.0207021 0.6256221 0.03672922 -0.02991297 10.01226
