6.47477 -0.2456681 -7.039676 0.5176784 6.620165 211.4667
4.116654 -0.08422126 -3.07045 0.2124735 1.544526 56.02552
8.092983 -0.1799233 -2.3748 0.2155303 -1.520489 62.20364
13.23648 0.8961924 0.634157 0.4413831 -0.4869681 36.23678
4.256023 0.07296099 -3.63279 0.2731634 0.1798478 50.10827
5.271255 -0.2924637 8.565113 0.1961756 -1.667242 88.80223
5.234501 0.02195843 -6.34357 0.4971761 7.34843 228.7955
9.049285 1.430213 2.185818 0.7396453 -1.70233 108.9427
3.898704 -0.5083735 -0.2810567 0.2815711 1.740609 78.0489
7.087589 0.451821 -0.8964819 0.4514375 -2.784464 107.0356
2.642181 0.07767126 6.068465 0.8562006 -0.6093546 72.56098
4.474972 0.1538778 9.951869 0.2475424 0.6405219 73.37126
8.541847 0.5084009 20.41408 0.2148303 2.600128 147.548
6.059267 -0.4667224 -7.084582 0.3414878 -2.76071 155.28
20.7275 -0.3101386 1.814061 0.2658104 -0.9313844 52.72345
3.66876 -0.2847079 5.900654 0.2705885 2.247816 134.0408
3.488784 -0.5814257 0.9240895 0.3045102 -0.3171055 57.33675
9.064455 -0.07520536 8.968181 0.3146156 -0.0425984 48.7006
10.29228 -1.933159 15.08701 0.6488202 -2.504478 116.4884
10.61993 1.281088 3.966115 0.5073712 1.210944 64.17652
5.132624 -0.03093593 4.990519 0.1952691 -0.2603417 103.9649
3.038148 -0.2550548 7.060607 0.2629396 -1.219897 85.70847
3.64767 0.07087269 0.8693345 0.9152754 2.398132 93.53048
3.526031 -0.4388723 0.7850923 0.3509022 -1.172366 221.7497
3.407881 -0.08551119 3.947055 0.2920491 3.227868 136.7431
20.22187 -2.346375 26.74123 0.5911479 -3.096584 85.5656
3.844203 -0.5174641 0.3216552 0.3199173 -0.5589163 83.54256
6.646474 -0.1704518 2.165629 0.1629251 -1.280322 157.2355
4.961814 0.4892452 14.74769 0.6054631 0.8098259 158.1648
3.787914 0.1629097 2.211297 0.1734354 -0.5203623 95.8421
7.037546 -0.2041439 14.2931 0.2579582 0.7697628 92.40381
5.685465 -0.178352 16.78276 0.2129492 0.5507661 127.2131
4.197736 -0.1537196 5.21796 0.2075526 0.8738832 50.0916
2.497164 -0.3553592 4.095216 0.3510669 -3.050284 183.9477
8.738383 -0.4315021 11.11971 0.2927201 0.2273998 76.59859
9.365831 -1.646456 -0.2336638 0.6056016 -0.9813316 49.60184
9.867068 -0.9875443 8.252219 0.5227279 0.8211751 74.67847
6.261751 -0.1490398 11.05327 0.2148519 -0.8104923 86.73941
4.637446 -0.9735032 6.978321 0.5539698 -1.717202 56.7658
8.455314 -0.1490145 5.805423 0.4478881 0.173351 87.57262
7.541973 -0.2314146 3.971971 0.1819778 -0.8338564 86.7476
7.541204 -0.4404313 6.609044 0.2769993 1.35285 107.929
10.20824 -0.2223954 19.38437 0.1650257 0.2711298 82.91763
6.999574 0.2427621 3.089563 0.1489414 0.09222725 60.506
15.97325 -0.7900609 1.627276 0.3704158 0.5031611 47.56953
6.842989 0.3111789 19.96263 0.2396978 4.233772 256.9177
6.424545 0.1040531 5.326782 0.1807933 -1.204169 189.4093
9.14237 0.5423004 3.220254 0.278708 0.6413541 49.17659
5.933053 0.102248 -1.467597 0.4312617 2.975156 146.0179
4.166224 -0.6926442 4.248241 0.5747075 -2.157706 40.55908
