"","pedigree","female","male","env","blue"
"445","A07124/R05425","A07124","R05425","19TA",7077.0469
"446","A07124/R11158","A07124","R11158","19TA",7033.1096
"447","A07124/RTx2917","A07124","RTx2917","19TA",6662.7807
"448","A07124/RTx2935","A07124","RTx2935","19TA",6348.9427
"449","A08068/R03248","A08068","R03248","19TA",6286.1751
"450","A08068/R11158","A08068","R11158","19TA",6006.8593
"451","A08068/RTx2919","A08068","RTx2919","19TA",6493.3082
"452","A08134/R04060","A08134","R04060","19TA",6643.9505
"453","A08134/R07178","A08134","R07178","19TA",6681.611
"454","A08134/R11158","A08134","R11158","19TA",6314.4206
"455","A08134/RTx2918","A08134","RTx2918","19TA",6424.2639
"456","A08134/RTx2940","A08134","RTx2940","19TA",5438.8125
"457","A08140/R04104","A08140","R04104","19TA",7218.274
"458","A08140/R05386","A08140","R05386","19TA",6546.6607
"459","A08140/R08303","A08140","R08303","19TA",7102.1539
"460","A08140/R12156","A08140","R12156","19TA",7478.7595
"461","A08158/R01302","A08158","R01302","19TA",6493.3082
"462","A08158/R05330","A08158","R05330","19TA",6895.0209
"463","A08158/R08224","A08158","R08224","19TA",5140.6664
"464","A08158/R12145","A08158","R12145","19TA",5849.9403
"465","A08158/RTx2912","A08158","RTx2912","19TA",7004.8642
"466","A08158/RTx2917","A08158","RTx2917","19TA",5981.7523
"467","A11076/R04060","A11076","R04060","19TA",7058.2166
"468","A11076/R08297","A11076","R08297","19TA",7478.7595
"469","A11076/R12154","A11076","R12154","19TA",6173.1935
"470","A11076/RTx2918","A11076","RTx2918","19TA",6600.0131
"471","A11076/RTx2940","A11076","RTx2940","19TA",6405.4336
"472","A11085/R04104","A11085","R04104","19TA",6041.3815
"473","A11085/R07178","A11085","R07178","19TA",6421.1255
"474","A11085/RTx2942","A11085","RTx2942","19TA",5978.6139
"475","AKS116/R02107","AKS116","R02107","19TA",4023.4032
"476","AKS116/R12154","AKS116","R12154","19TA",5209.7108
"477","AKS116/RTx2920","AKS116","RTx2920","19TA",4723.2619
"478","AKS116/RTx2940","AKS116","RTx2940","19TA",4170.907
"479","AKS116/RTx2944","AKS116","RTx2944","19TA",4676.1862
"480","AKS117/R12148","AKS117","R12148","19TA",5918.9847
"481","AKS118/R12156","AKS118","R12156","19TA",6656.504
"482","AKS118/RTx2916","AKS118","RTx2916","19TA",6433.679
"483","AKS118/RTx2935","AKS118","RTx2935","19TA",6088.4572
"484","AKS119/R05386","AKS119","R05386","19TA",4610.2802
"485","AKS119/R05512","AKS119","R05512","19TA",5379.1833
"486","AKS119/RTx2914","AKS119","RTx2914","19TA",4682.463
"487","AKS119/RTx2919","AKS119","RTx2919","19TA",5787.1727
"488","AKS120/R04060","AKS120","R04060","19TA",6399.1568
"489","AKS120/R07161","AKS120","R07161","19TA",5721.2667
"490","AKS120/R08306","AKS120","R08306","19TA",5523.5488
"491","AKS120/R12148","AKS120","R12148","19TA",6565.491
"492","AKS120/RTx2935","AKS120","RTx2935","19TA",6408.572
"493","AKS120/RTx2944","AKS120","RTx2944","19TA",5278.7552
"494","AN263/R11208","AN263","R11208","19TA",6650.2272
"495","AN263/RTx2935","AN263","RTx2935","19TA",6697.3029
"496","AN263/RTx2938","AN263","RTx2938","19TA",6716.1332
"497","AN268/R12148","AN268","R12148","19TA",5583.178
"498","AN290/R02107","AN290","R02107","19TA",6775.7624
"499","AN290/R05386","AN290","R05386","19TA",6408.572
"500","AN290/R12154","AN290","R12154","19TA",6882.4673
"501","AN290/RTx2920","AN290","RTx2920","19TA",5369.7682
"502","AN290/RTx2943","AN290","RTx2943","19TA",6311.2822
"503","ATx2921/R05330","ATx2921","R05330","19TA",6967.2036
"504","ATx2921/R07178","ATx2921","R07178","19TA",6678.4726
"505","ATx2921/R12157","ATx2921","R12157","19TA",6443.0941
"506","ATx2921/RTx2918","ATx2921","RTx2918","19TA",6320.6973
"507","ATx2923/R03248","ATx2923","R03248","19TA",6003.7209
"508","ATx2923/R05405","ATx2923","R05405","19TA",6797.7311
"509","ATx2923/R08297","ATx2923","R08297","19TA",6825.9765
"510","ATx2923/R11208","ATx2923","R11208","19TA",6744.3786
"511","ATx2923/RTx2913","ATx2923","RTx2913","19TA",6913.8511
"512","ATx2923/RTx2936","ATx2923","RTx2936","19TA",6217.1308
"513","ATx2924/R05386","ATx2924","R05386","19TA",6568.6293
"514","ATx2924/R05512","ATx2924","R05512","19TA",6210.854
"515","ATx2924/R11158","ATx2924","R11158","19TA",7780.044
"516","ATx2924/RTx2918","ATx2924","RTx2918","19TA",7042.5247
"517","ATx2924/RTx2936","ATx2924","RTx2936","19TA",6085.3188
"518","ATx2924/RTx2941","ATx2924","RTx2941","19TA",6377.1882
"519","ATx2926/R05393","ATx2926","R05393","19TA",6301.867
"520","ATx2926/R07161","ATx2926","R07161","19TA",7026.8328
"521","ATx2926/R08304","ATx2926","R08304","19TA",7033.1096
"522","ATx2926/RTx2913","ATx2926","RTx2913","19TA",6709.8564
"523","ATx2926/RTx2919","ATx2926","RTx2919","19TA",7120.9842
"524","ATx2927/R12157","ATx2927","R12157","19TA",6766.3473
"525","ATx2927/RTx2937","ATx2927","RTx2937","19TA",6031.9664
"526","ATx2930/R02107","ATx2930","R02107","19TA",5950.3685
"527","ATx2930/R05393","ATx2930","R05393","19TA",6113.5642
"528","ATx2930/R07178","ATx2930","R07178","19TA",6684.7494
"529","ATx2930/R11158","ATx2930","R11158","19TA",6913.8511
"530","ATx2930/R12154","ATx2930","R12154","19TA",6386.6033
"531","ATx2930/RTx2940","ATx2930","RTx2940","19TA",6122.9794
"532","ATx2931/R01302","ATx2931","R01302","19TA",6063.3502
"533","ATx2931/R07161","ATx2931","R07161","19TA",7246.5194
"534","ATx2931/R08304","ATx2931","R08304","19TA",7146.0913
"535","ATx2931/R11208","ATx2931","R11208","19TA",6113.5642
"536","ATx2931/RTx2940","ATx2931","RTx2940","19TA",6923.2663
"537","ATx2934/R05386","ATx2934","R05386","19TA",5285.0319
"538","ATx2934/R11208","ATx2934","R11208","19TA",7164.9215
"539","ATx2934/RTx2935","ATx2934","RTx2935","19TA",6640.8121
"540","ATx3408/R05330","ATx3408","R05330","19TA",7940.1014
"541","ATx3408/RTx2935","ATx3408","RTx2935","19TA",6992.3106
"542","ATx644/R05330","ATx644","R05330","19TA",5523.5488
"543","ATx644/RTx2935","ATx644","RTx2935","19TA",5482.7499
"544","A01021/R01302","A01021","R01302","20CS",6869.633
"545","A01021/R02107","A01021","R02107","20CS",7589.169
"546","A01021/R05425","A01021","R05425","20CS",10019.79
"547","A01021/R07178","A01021","R07178","20CS",7987.317
"548","A01021/R11158","A01021","R11158","20CS",8681.218
"549","A01021/R12145","A01021","R12145","20CS",7337.955
"550","A01021/RTx2917","A01021","RTx2917","20CS",6958.202
"551","A01021/RTx2935","A01021","RTx2935","20CS",8472.488
"552","A01021/RTx2943","A01021","RTx2943","20CS",8039.726
"553","A01046/R04104","A01046","R04104","20CS",6615.222
"554","A01046/R05386","A01046","R05386","20CS",7678.83
"555","A01046/R05512","A01046","R05512","20CS",6894.64
"556","A01046/R11208","A01046","R11208","20CS",8257.263
"557","A01046/R12156","A01046","R12156","20CS",8555.798
"558","A01046/RTx2914","A01046","RTx2914","20CS",7684.176
"559","A01046/RTx2935","A01046","RTx2935","20CS",8496.565
"560","A01362/R04060","A01362","R04060","20CS",7668.829
"561","A01362/R05330","A01362","R05330","20CS",7772.199
"562","A01362/R05512","A01362","R05512","20CS",6647.715
"563","A01362/R07178","A01362","R07178","20CS",7395.56
"564","A01362/R08304","A01362","R08304","20CS",7442.258
"565","A01362/R12145","A01362","R12145","20CS",7902.038
"566","A01362/RTx2912","A01362","RTx2912","20CS",6122.545
"567","A01362/RTx2914","A01362","RTx2914","20CS",7536.248
"568","A01362/RTx2919","A01362","RTx2919","20CS",7977.49
"569","A01362/RTx2937","A01362","RTx2937","20CS",6711.236
"570","A01362/RTx2943","A01362","RTx2943","20CS",7830.613
"571","A03017/R04060","A03017","R04060","20CS",7510.13
"572","A03017/R04104","A03017","R04104","20CS",9018.315
"573","A03017/RTx2918","A03017","RTx2918","20CS",7581.622
"574","A03017/RTx2920","A03017","RTx2920","20CS",6418.981
"575","A03032/R04060","A03032","R04060","20CS",7515.835
"576","A03032/R08297","A03032","R08297","20CS",6742.64
"577","A03032/RTx2913","A03032","RTx2913","20CS",8293.691
"578","A03032/RTx2918","A03032","RTx2918","20CS",7068.826
"579","A03032/RTx2942","A03032","RTx2942","20CS",6310.401
"580","A03032/RTx2943","A03032","RTx2943","20CS",8089.161
"581","A03040/R03248","A03040","R03248","20CS",8232.98
"582","A03040/R04104","A03040","R04104","20CS",8751.929
"583","A03040/R05393","A03040","R05393","20CS",6958.373
"584","A03040/R07178","A03040","R07178","20CS",7468.997
"585","A03040/R08306","A03040","R08306","20CS",8356.394
"586","A03040/R12071","A03040","R12071","20CS",7070.489
"587","A03040/R12154","A03040","R12154","20CS",7888.071
"588","A03040/RTx2913","A03040","RTx2913","20CS",8009.943
"589","A03040/RTx2917","A03040","RTx2917","20CS",8243.576
"590","A03040/RTx2940","A03040","RTx2940","20CS",7608.551
"591","A03040/RTx2942","A03040","RTx2942","20CS",7755.18
"592","A03043/R01302","A03043","R01302","20CS",7623.444
"593","A03043/R04104","A03043","R04104","20CS",6800.443
"594","A03043/R05330","A03043","R05330","20CS",7938.186
"595","A03043/R05386","A03043","R05386","20CS",7416.143
"596","A03043/R05425","A03043","R05425","20CS",6485.78
"597","A03043/R08297","A03043","R08297","20CS",5985.264
"598","A03043/R08304","A03043","R08304","20CS",5948.787
"599","A03043/R12148","A03043","R12148","20CS",7552.115
"600","A03043/RTx2913","A03043","RTx2913","20CS",7748.468
"601","A03043/RTx2920","A03043","RTx2920","20CS",5893.796
"602","A03043/RTx2940","A03043","RTx2940","20CS",5930.71
"603","A03054/R01302","A03054","R01302","20CS",5871.326
"604","A03054/R05405","A03054","R05405","20CS",7504.051
"605","A03054/R07161","A03054","R07161","20CS",6769.834
"606","A03054/R12156","A03054","R12156","20CS",6997.211
"607","A03054/RTx2918","A03054","RTx2918","20CS",6698.413
"608","A03054/RTx2936","A03054","RTx2936","20CS",6068.031
"609","A03054/RTx2940","A03054","RTx2940","20CS",5730.486
"610","A03054/RTx2941","A03054","RTx2941","20CS",7412.235
"611","A03055/R04104","A03055","R04104","20CS",6963.834
"612","A03055/R05330","A03055","R05330","20CS",7608.9
"613","A03055/R07161","A03055","R07161","20CS",8542.155
"614","A03055/R08297","A03055","R08297","20CS",7745.524
"615","A03055/R12148","A03055","R12148","20CS",6084.047
"616","A03055/RTx2918","A03055","RTx2918","20CS",7214.26
"617","A03055/RTx2936","A03055","RTx2936","20CS",7402.025
"618","A03055/RTx2942","A03055","RTx2942","20CS",6544.564
"619","A03055/RTx2943","A03055","RTx2943","20CS",7690.502
"620","A03055/RTx2944","A03055","RTx2944","20CS",6555.454
"621","A03089/R04104","A03089","R04104","20CS",7817.759
"622","A03089/R05393","A03089","R05393","20CS",6698.081
"623","A03089/R08224","A03089","R08224","20CS",8422.953
"624","A03089/R12157","A03089","R12157","20CS",6389.755
"625","A03089/RTx2914","A03089","RTx2914","20CS",7274.512
"626","A03089/RTx2917","A03089","RTx2917","20CS",7078.118
"627","A03093/R02107","A03093","R02107","20CS",7529.107
"628","A03093/R05386","A03093","R05386","20CS",7937.308
"629","A03093/R05405","A03093","R05405","20CS",9220.793
"630","A03093/R07178","A03093","R07178","20CS",8193.618
"631","A03093/R08297","A03093","R08297","20CS",7831.803
"632","A03093/R12148","A03093","R12148","20CS",7817.321
"633","A03093/RTx2913","A03093","RTx2913","20CS",7281.452
"634","A03093/RTx2917","A03093","RTx2917","20CS",6438.899
"635","A03093/RTx2920","A03093","RTx2920","20CS",6831.536
"636","A03093/RTx2940","A03093","RTx2940","20CS",7046.431
"637","A03093/RTx2944","A03093","RTx2944","20CS",7238.186
"638","A03121/R02107","A03121","R02107","20CS",7148.901
"639","A03121/R05330","A03121","R05330","20CS",7074.221
"640","A03121/R05425","A03121","R05425","20CS",7186.412
"641","A03121/R07178","A03121","R07178","20CS",7367.552
"642","A03121/R08224","A03121","R08224","20CS",6901.255
"643","A03121/R08303","A03121","R08303","20CS",5303.591
"644","A03121/R12157","A03121","R12157","20CS",7391.126
"645","A03121/RTx2913","A03121","RTx2913","20CS",5727.06
"646","A03121/RTx2919","A03121","RTx2919","20CS",6157.386
"647","A03121/RTx2935","A03121","RTx2935","20CS",5791.743
"648","A03121/RTx2944","A03121","RTx2944","20CS",6270.848
"649","A05071/R02107","A05071","R02107","20CS",7504.069
"650","A05071/R04060","A05071","R04060","20CS",8289.985
"651","A05071/R05330","A05071","R05330","20CS",6630.491
"652","A05071/R05405","A05071","R05405","20CS",7523.965
"653","A05071/R05425","A05071","R05425","20CS",8273.789
"654","A05071/R08297","A05071","R08297","20CS",8348.422
"655","A05071/R11158","A05071","R11158","20CS",8259.234
"656","A05071/R12154","A05071","R12154","20CS",7919.851
"657","A05071/RTx2916","A05071","RTx2916","20CS",7121.36
"658","A05071/RTx2918","A05071","RTx2918","20CS",7950.661
"659","A05071/RTx2936","A05071","RTx2936","20CS",7850.928
"660","A05071/RTx2942","A05071","RTx2942","20CS",7727.27
"661","A05210/R03248","A05210","R03248","20CS",7434.439
"662","A05210/R05330","A05210","R05330","20CS",7715.866
"663","A05210/R05405","A05210","R05405","20CS",7970.269
"664","A05210/R05512","A05210","R05512","20CS",7808.066
"665","A05210/R08224","A05210","R08224","20CS",7474.786
"666","A05210/R12145","A05210","R12145","20CS",7795.506
"667","A05210/R12154","A05210","R12154","20CS",8681.542
"668","A05210/R12157","A05210","R12157","20CS",6379.361
"669","A05210/RTx2937","A05210","RTx2937","20CS",7038.677
"670","A05210/RTx2938","A05210","RTx2938","20CS",7457.344
"671","A05210/RTx2943","A05210","RTx2943","20CS",8141.614
"672","A05269/R01302","A05269","R01302","20CS",6660.269
"673","A05269/R05330","A05269","R05330","20CS",8342.387
"674","A05269/R07161","A05269","R07161","20CS",7401.492
"675","A05269/R08303","A05269","R08303","20CS",9007.923
"676","A05269/R08306","A05269","R08306","20CS",8575.277
"677","A05269/R11208","A05269","R11208","20CS",7711.519
"678","A05269/R12156","A05269","R12156","20CS",7565.379
"679","A05269/RTx2919","A05269","RTx2919","20CS",8074.833
"680","A05269/RTx2936","A05269","RTx2936","20CS",7717.715
"681","A05269/RTx2943","A05269","RTx2943","20CS",8707.618
"682","A05269/RTx2944","A05269","RTx2944","20CS",7951.635
"683","A06035/R03248","A06035","R03248","20CS",6777.101
"684","A06035/R05330","A06035","R05330","20CS",7435.869
"685","A06035/R12154","A06035","R12154","20CS",7461.477
"686","A06035/RTx2913","A06035","RTx2913","20CS",6797.933
"687","A06035/RTx2917","A06035","RTx2917","20CS",6503.403
"688","A06035/RTx2920","A06035","RTx2920","20CS",7234.656
"689","A06035/RTx2936","A06035","RTx2936","20CS",7838.61
"690","A06035/RTx2943","A06035","RTx2943","20CS",7320.631
"691","A06036/R04104","A06036","R04104","20CS",8261.899
"692","A06036/R08306","A06036","R08306","20CS",8307.905
"693","A06036/R11158","A06036","R11158","20CS",9355.571
"694","A06036/R12156","A06036","R12156","20CS",8796.1
"695","A06036/RTx2919","A06036","RTx2919","20CS",8560.665
"696","A06036/RTx2940","A06036","RTx2940","20CS",7412.131
"697","A07118/R07161","A07118","R07161","20CS",6895.85
"698","A07118/R08224","A07118","R08224","20CS",8479.852
"699","A07118/R08304","A07118","R08304","20CS",9189.604
"700","A07118/R12145","A07118","R12145","20CS",7315.187
"701","A07118/R12148","A07118","R12148","20CS",7618.295
"702","A07118/R12157","A07118","R12157","20CS",6610.461
"703","A07118/RTx2919","A07118","RTx2919","20CS",8375.171
"704","A07118/RTx2944","A07118","RTx2944","20CS",7131.102
"705","A07124/R01302","A07124","R01302","20CS",7427.759
"706","A07124/R04060","A07124","R04060","20CS",6573.89
"707","A07124/R05330","A07124","R05330","20CS",8719.695
"708","A07124/R05425","A07124","R05425","20CS",8230.042
"709","A07124/R07178","A07124","R07178","20CS",8020.963
"710","A07124/R11158","A07124","R11158","20CS",8583.109
"711","A07124/R11208","A07124","R11208","20CS",7519.025
"712","A07124/RTx2917","A07124","RTx2917","20CS",6917.555
"713","A07124/RTx2919","A07124","RTx2919","20CS",7878.563
"714","A07124/RTx2935","A07124","RTx2935","20CS",7109.041
"715","A07124/RTx2943","A07124","RTx2943","20CS",7857.769
"716","A08068/R03248","A08068","R03248","20CS",8137.103
"717","A08068/R07161","A08068","R07161","20CS",8259.263
"718","A08068/R11158","A08068","R11158","20CS",7467.885
"719","A08068/R12156","A08068","R12156","20CS",8032.313
"720","A08068/RTx2919","A08068","RTx2919","20CS",7810.525
"721","A08068/RTx2941","A08068","RTx2941","20CS",7608.242
"722","A08134/R02107","A08134","R02107","20CS",7701.199
"723","A08134/R04060","A08134","R04060","20CS",7779.572
"724","A08134/R05405","A08134","R05405","20CS",8502.503
"725","A08134/R07178","A08134","R07178","20CS",8123.461
"726","A08134/R08297","A08134","R08297","20CS",6338.276
"727","A08134/R11158","A08134","R11158","20CS",8714.1
"728","A08134/R12148","A08134","R12148","20CS",8094.872
"729","A08134/RTx2918","A08134","RTx2918","20CS",7788.816
"730","A08134/RTx2936","A08134","RTx2936","20CS",8195.096
"731","A08134/RTx2940","A08134","RTx2940","20CS",7195.241
"732","A08134/RTx2943","A08134","RTx2943","20CS",8198.052
"733","A08140/R04060","A08140","R04060","20CS",8352.835
"734","A08140/R04104","A08140","R04104","20CS",8073.727
"735","A08140/R05386","A08140","R05386","20CS",8503.294
"736","A08140/R07178","A08140","R07178","20CS",7440.693
"737","A08140/R08303","A08140","R08303","20CS",8681.518
"738","A08140/R12148","A08140","R12148","20CS",8225.522
"739","A08140/R12156","A08140","R12156","20CS",8448.937
"740","A08140/RTx2942","A08140","RTx2942","20CS",6768.839
"741","A08158/R01302","A08158","R01302","20CS",8529.958
"742","A08158/R03248","A08158","R03248","20CS",8548.484
"743","A08158/R05330","A08158","R05330","20CS",8302.812
"744","A08158/R07178","A08158","R07178","20CS",8826.485
"745","A08158/R08224","A08158","R08224","20CS",7044.026
"746","A08158/R12071","A08158","R12071","20CS",8046.081
"747","A08158/R12145","A08158","R12145","20CS",7786.655
"748","A08158/R12154","A08158","R12154","20CS",7412.135
"749","A08158/RTx2912","A08158","RTx2912","20CS",7832.755
"750","A08158/RTx2914","A08158","RTx2914","20CS",8425.934
"751","A08158/RTx2917","A08158","RTx2917","20CS",7992.302
"752","A08158/RTx2939","A08158","RTx2939","20CS",8425.55
"753","A11076/R04060","A11076","R04060","20CS",8664.012
"754","A11076/R07178","A11076","R07178","20CS",7602.432
"755","A11076/R08297","A11076","R08297","20CS",8460.275
"756","A11076/R12148","A11076","R12148","20CS",6934.177
"757","A11076/R12154","A11076","R12154","20CS",8193.016
"758","A11076/RTx2918","A11076","RTx2918","20CS",7636.189
"759","A11076/RTx2938","A11076","RTx2938","20CS",7384.202
"760","A11076/RTx2940","A11076","RTx2940","20CS",7038.465
"761","A11085/R02107","A11085","R02107","20CS",7289.408
"762","A11085/R03248","A11085","R03248","20CS",7239.422
"763","A11085/R04104","A11085","R04104","20CS",7689.969
"764","A11085/R07178","A11085","R07178","20CS",7974.313
"765","A11085/R12148","A11085","R12148","20CS",7798.409
"766","A11085/RTx2942","A11085","RTx2942","20CS",7554.592
"767","A11085/RTx2944","A11085","RTx2944","20CS",6086.202
"768","AHF14/R07161","AHF14","R07161","20CS",7673.092
"769","AHF14/RTx2943","AHF14","RTx2943","20CS",6738.838
"770","AKS116/R02107","AKS116","R02107","20CS",6700.059
"771","AKS116/R08303","AKS116","R08303","20CS",6872.137
"772","AKS116/RTx2917","AKS116","RTx2917","20CS",6732.361
"773","AKS116/RTx2920","AKS116","RTx2920","20CS",6306.776
"774","AKS116/RTx2936","AKS116","RTx2936","20CS",6190.004
"775","AKS116/RTx2940","AKS116","RTx2940","20CS",6559.416
"776","AKS116/RTx2942","AKS116","RTx2942","20CS",7778.231
"777","AKS116/RTx2944","AKS116","RTx2944","20CS",6591.764
"778","AKS117/R01302","AKS117","R01302","20CS",6767.742
"779","AKS117/R12148","AKS117","R12148","20CS",6264.15
"780","AKS117/RTx2914","AKS117","RTx2914","20CS",7936.469
"781","AKS117/RTx2942","AKS117","RTx2942","20CS",7322.034
"782","AKS118/R08303","AKS118","R08303","20CS",7906.213
"783","AKS118/R12156","AKS118","R12156","20CS",7716.549
"784","AKS118/RTx2912","AKS118","RTx2912","20CS",7705.874
"785","AKS118/RTx2916","AKS118","RTx2916","20CS",7976.196
"786","AKS118/RTx2918","AKS118","RTx2918","20CS",7392.55
"787","AKS118/RTx2935","AKS118","RTx2935","20CS",8955.054
"788","AKS118/RTx2943","AKS118","RTx2943","20CS",8176.805
"789","AKS119/R01302","AKS119","R01302","20CS",6250.323
"790","AKS119/R05386","AKS119","R05386","20CS",7304.279
"791","AKS119/R05393","AKS119","R05393","20CS",5318.329
"792","AKS119/R05512","AKS119","R05512","20CS",5498.077
"793","AKS119/R08304","AKS119","R08304","20CS",7462.411
"794","AKS119/RTx2914","AKS119","RTx2914","20CS",7032.68
"795","AKS119/RTx2918","AKS119","RTx2918","20CS",7407.472
"796","AKS119/RTx2919","AKS119","RTx2919","20CS",8550.094
"797","AKS120/R04060","AKS120","R04060","20CS",8402.246
"798","AKS120/R05425","AKS120","R05425","20CS",7261.965
"799","AKS120/R07161","AKS120","R07161","20CS",8106.219
"800","AKS120/R08303","AKS120","R08303","20CS",7065.577
"801","AKS120/R08306","AKS120","R08306","20CS",8141.544
"802","AKS120/R12071","AKS120","R12071","20CS",7326.555
"803","AKS120/R12148","AKS120","R12148","20CS",7508.591
"804","AKS120/RTx2918","AKS120","RTx2918","20CS",7139.676
"805","AKS120/RTx2935","AKS120","RTx2935","20CS",8423.751
"806","AKS120/RTx2942","AKS120","RTx2942","20CS",7051.226
"807","AKS120/RTx2944","AKS120","RTx2944","20CS",7734.999
"808","AN263/R08224","AN263","R08224","20CS",6811.742
"809","AN263/R11208","AN263","R11208","20CS",7222.112
"810","AN263/R12148","AN263","R12148","20CS",7707.172
"811","AN263/RTx2935","AN263","RTx2935","20CS",6454.643
"812","AN263/RTx2936","AN263","RTx2936","20CS",6670.266
"813","AN263/RTx2938","AN263","RTx2938","20CS",6231.938
"814","AN268/R11158","AN268","R11158","20CS",6512.301
"815","AN268/R12148","AN268","R12148","20CS",6126.061
"816","AN268/R12154","AN268","R12154","20CS",5420.833
"817","AN290/R02107","AN290","R02107","20CS",7432.976
"818","AN290/R03248","AN290","R03248","20CS",7428.025
"819","AN290/R05386","AN290","R05386","20CS",7447.009
"820","AN290/R07161","AN290","R07161","20CS",8535.003
"821","AN290/R12154","AN290","R12154","20CS",7651.183
"822","AN290/RTx2917","AN290","RTx2917","20CS",6217.481
"823","AN290/RTx2920","AN290","RTx2920","20CS",7768.042
"824","AN290/RTx2942","AN290","RTx2942","20CS",7611.012
"825","AN290/RTx2943","AN290","RTx2943","20CS",7687.106
"826","ATx2921/R01302","ATx2921","R01302","20CS",7744.943
"827","ATx2921/R05330","ATx2921","R05330","20CS",8199.74
"828","ATx2921/R05405","ATx2921","R05405","20CS",9114.314
"829","ATx2921/R07178","ATx2921","R07178","20CS",7608.431
"830","ATx2921/R12145","ATx2921","R12145","20CS",7079.492
"831","ATx2921/R12157","ATx2921","R12157","20CS",7392.17
"832","ATx2921/RTx2914","ATx2921","RTx2914","20CS",8112.616
"833","ATx2921/RTx2918","ATx2921","RTx2918","20CS",8269.112
"834","ATx2923/R03248","ATx2923","R03248","20CS",6300.866
"835","ATx2923/R04104","ATx2923","R04104","20CS",7622.872
"836","ATx2923/R05330","ATx2923","R05330","20CS",8447.756
"837","ATx2923/R05405","ATx2923","R05405","20CS",9847.208
"838","ATx2923/R05425","ATx2923","R05425","20CS",7753.614
"839","ATx2923/R08297","ATx2923","R08297","20CS",8218.477
"840","ATx2923/R11158","ATx2923","R11158","20CS",8900.58
"841","ATx2923/R11208","ATx2923","R11208","20CS",6792.244
"842","ATx2923/R12145","ATx2923","R12145","20CS",8149.828
"843","ATx2923/RTx2913","ATx2923","RTx2913","20CS",7096.752
"844","ATx2923/RTx2917","ATx2923","RTx2917","20CS",6542.14
"845","ATx2923/RTx2936","ATx2923","RTx2936","20CS",7575.508
"846","ATx2924/R04060","ATx2924","R04060","20CS",8083.859
"847","ATx2924/R05386","ATx2924","R05386","20CS",8391.064
"848","ATx2924/R05393","ATx2924","R05393","20CS",6424.349
"849","ATx2924/R05512","ATx2924","R05512","20CS",8326.372
"850","ATx2924/R08224","ATx2924","R08224","20CS",9471.97
"851","ATx2924/R11158","ATx2924","R11158","20CS",9622.932
"852","ATx2924/R12145","ATx2924","R12145","20CS",7744.805
"853","ATx2924/RTx2918","ATx2924","RTx2918","20CS",7895.988
"854","ATx2924/RTx2920","ATx2924","RTx2920","20CS",7811.181
"855","ATx2924/RTx2936","ATx2924","RTx2936","20CS",7819.25
"856","ATx2924/RTx2940","ATx2924","RTx2940","20CS",6626.631
"857","ATx2924/RTx2941","ATx2924","RTx2941","20CS",9533.228
"858","ATx2926/R01302","ATx2926","R01302","20CS",7684.562
"859","ATx2926/R05393","ATx2926","R05393","20CS",6658.282
"860","ATx2926/R05405","ATx2926","R05405","20CS",8939.935
"861","ATx2926/R07161","ATx2926","R07161","20CS",8823.342
"862","ATx2926/R08297","ATx2926","R08297","20CS",7228.789
"863","ATx2926/R08304","ATx2926","R08304","20CS",8620.552
"864","ATx2926/R12154","ATx2926","R12154","20CS",8184.143
"865","ATx2926/RTx2913","ATx2926","RTx2913","20CS",8541.688
"866","ATx2926/RTx2917","ATx2926","RTx2917","20CS",6685.647
"867","ATx2926/RTx2919","ATx2926","RTx2919","20CS",9135.055
"868","ATx2926/RTx2944","ATx2926","RTx2944","20CS",6722.677
"869","ATx2927/R12157","ATx2927","R12157","20CS",6812.394
"870","ATx2927/RTx2936","ATx2927","RTx2936","20CS",5752.109
"871","ATx2927/RTx2937","ATx2927","RTx2937","20CS",7295.635
"872","ATx2930/R01302","ATx2930","R01302","20CS",7482.028
"873","ATx2930/R02107","ATx2930","R02107","20CS",7091.001
"874","ATx2930/R03248","ATx2930","R03248","20CS",8190.261
"875","ATx2930/R05393","ATx2930","R05393","20CS",6938.982
"876","ATx2930/R05425","ATx2930","R05425","20CS",8435.936
"877","ATx2930/R07178","ATx2930","R07178","20CS",7318.534
"878","ATx2930/R08303","ATx2930","R08303","20CS",7080.642
"879","ATx2930/R11158","ATx2930","R11158","20CS",8506.558
"880","ATx2930/R12154","ATx2930","R12154","20CS",7397.815
"881","ATx2930/RTx2920","ATx2930","RTx2920","20CS",7014.193
"882","ATx2930/RTx2940","ATx2930","RTx2940","20CS",6993.872
"883","ATx2930/RTx2942","ATx2930","RTx2942","20CS",7929.263
"884","ATx2931/R01302","ATx2931","R01302","20CS",8666.21
"885","ATx2931/R05405","ATx2931","R05405","20CS",6899.918
"886","ATx2931/R07161","ATx2931","R07161","20CS",7660.938
"887","ATx2931/R08297","ATx2931","R08297","20CS",7764.975
"888","ATx2931/R08304","ATx2931","R08304","20CS",8032.776
"889","ATx2931/R08306","ATx2931","R08306","20CS",7722.116
"890","ATx2931/R11208","ATx2931","R11208","20CS",6808.415
"891","ATx2931/RTx2936","ATx2931","RTx2936","20CS",8320.067
"892","ATx2931/RTx2940","ATx2931","RTx2940","20CS",7941.826
"893","ATx2931/RTx2943","ATx2931","RTx2943","20CS",9038.893
"894","ATx2934/R05386","ATx2934","R05386","20CS",7337.843
"895","ATx2934/R08297","ATx2934","R08297","20CS",7702.898
