pedigree,female,male,env,blue
ATx2930/R02107,ATx2930,R02107,19TA,12.42
ATx2930/R05393,ATx2930,R05393,19TA,12.49
ATx2930/R07178,ATx2930,R07178,19TA,12.685
ATx2930/R11158,ATx2930,R11158,19TA,11.755
ATx2930/R12154,ATx2930,R12154,19TA,12.665
ATx2930/RTx2940,ATx2930,RTx2940,19TA,12.33
ATx2931/R01302,ATx2931,R01302,19TA,12.375
ATx2931/R07161,ATx2931,R07161,19TA,12.405
ATx2931/R08304,ATx2931,R08304,19TA,12.4
ATx2931/R11208,ATx2931,R11208,19TA,12.365
ATx2931/RTx2940,ATx2931,RTx2940,19TA,12.405
ATx2934/R05386,ATx2934,R05386,19TA,11.86
ATx2934/R11208,ATx2934,R11208,19TA,12.285
ATx2934/RTx2935,ATx2934,RTx2935,19TA,12.655
ATx3408/R05330,ATx3408,R05330,19TA,12.755
ATx3408/RTx2935,ATx3408,RTx2935,19TA,12.06
ATx644/R05330,ATx644,R05330,19TA,12.42
ATx644/RTx2935,ATx644,RTx2935,19TA,12.66
A01021/R01302,A01021,R01302,20CS,12.7
A01021/R02107,A01021,R02107,20CS,12.107
A01021/R05425,A01021,R05425,20CS,12.29
A01021/R07178,A01021,R07178,20CS,11.925
A01021/R11158,A01021,R11158,20CS,11.91
A01021/R12145,A01021,R12145,20CS,11.887
A01021/RTx2917,A01021,RTx2917,20CS,13.01
A01021/RTx2935,A01021,RTx2935,20CS,12.63
A01021/RTx2943,A01021,RTx2943,20CS,13.247
A01046/R04104,A01046,R04104,20CS,11.95
A01046/R05386,A01046,R05386,20CS,12.155
A01046/R05512,A01046,R05512,20CS,12.707
A01046/R11208,A01046,R11208,20CS,12.482
A01046/R12156,A01046,R12156,20CS,12.065
A01046/RTx2914,A01046,RTx2914,20CS,12.282
A01046/RTx2935,A01046,RTx2935,20CS,12.397
A01362/R04060,A01362,R04060,20CS,11.952
A01362/R05330,A01362,R05330,20CS,12.13
A01362/R05512,A01362,R05512,20CS,11.882
A01362/R07178,A01362,R07178,20CS,12.347
A01362/R08304,A01362,R08304,20CS,11.707
A01362/R12145,A01362,R12145,20CS,11.637
A01362/RTx2912,A01362,RTx2912,20CS,12.13
A01362/RTx2914,A01362,RTx2914,20CS,11.74
A01362/RTx2919,A01362,RTx2919,20CS,11.802
A01362/RTx2937,A01362,RTx2937,20CS,11.502
A01362/RTx2943,A01362,RTx2943,20CS,11.65
A03017/R04060,A03017,R04060,20CS,12.762
A03017/R04104,A03017,R04104,20CS,12.457
A03017/RTx2918,A03017,RTx2918,20CS,12.295
A03017/RTx2920,A03017,RTx2920,20CS,12.515
A03032/R04060,A03032,R04060,20CS,12.127
A03032/R08297,A03032,R08297,20CS,12.235
A03032/RTx2913,A03032,RTx2913,20CS,13.032
A03032/RTx2918,A03032,RTx2918,20CS,12.685
A03032/RTx2942,A03032,RTx2942,20CS,12.437
A03032/RTx2943,A03032,RTx2943,20CS,13.045
A03040/R03248,A03040,R03248,20CS,12.907
A03040/R04104,A03040,R04104,20CS,11.522
A03040/R05393,A03040,R05393,20CS,12.392
A03040/R07178,A03040,R07178,20CS,12.547
A03040/R08306,A03040,R08306,20CS,12.642
A03040/R12071,A03040,R12071,20CS,12.275
A03040/R12154,A03040,R12154,20CS,12.255
A03040/RTx2913,A03040,RTx2913,20CS,12.84
A03040/RTx2917,A03040,RTx2917,20CS,12.467
A03040/RTx2940,A03040,RTx2940,20CS,13.15
A03040/RTx2942,A03040,RTx2942,20CS,12.175
A03043/R01302,A03043,R01302,20CS,12.22
A03043/R04104,A03043,R04104,20CS,12.492
A03043/R05330,A03043,R05330,20CS,12.202
A03043/R05386,A03043,R05386,20CS,12.71
A03043/R05425,A03043,R05425,20CS,12.58
A03043/R08297,A03043,R08297,20CS,12.335
A03043/R08304,A03043,R08304,20CS,12.345
A03043/R12148,A03043,R12148,20CS,11.702
A03043/RTx2913,A03043,RTx2913,20CS,12.542
A03043/RTx2920,A03043,RTx2920,20CS,12.307
A03043/RTx2940,A03043,RTx2940,20CS,12.505
A03054/R01302,A03054,R01302,20CS,12.41
A03054/R05405,A03054,R05405,20CS,12.395
A03054/R07161,A03054,R07161,20CS,11.965
A03054/R12156,A03054,R12156,20CS,11.852
A03054/RTx2918,A03054,RTx2918,20CS,12.587
A03054/RTx2936,A03054,RTx2936,20CS,12.407
A03054/RTx2940,A03054,RTx2940,20CS,12.555
A03054/RTx2941,A03054,RTx2941,20CS,12.372
A03055/R04104,A03055,R04104,20CS,11.74
A03055/R05330,A03055,R05330,20CS,11.792
A03055/R07161,A03055,R07161,20CS,12.38
A03055/R08297,A03055,R08297,20CS,12.002
A03055/R12148,A03055,R12148,20CS,12.712
A03055/RTx2918,A03055,RTx2918,20CS,12.795
A03055/RTx2936,A03055,RTx2936,20CS,12.877
A03055/RTx2942,A03055,RTx2942,20CS,12.022
A03055/RTx2943,A03055,RTx2943,20CS,12.945
A03055/RTx2944,A03055,RTx2944,20CS,12.625
A03089/R04104,A03089,R04104,20CS,11.46
A03089/R05393,A03089,R05393,20CS,11.392
A03089/R08224,A03089,R08224,20CS,12.11
A03089/R12157,A03089,R12157,20CS,11.682
A03089/RTx2914,A03089,RTx2914,20CS,12.107
A03089/RTx2917,A03089,RTx2917,20CS,11.867
A03093/R02107,A03093,R02107,20CS,12.055
A03093/R05386,A03093,R05386,20CS,12.807
A03093/R05405,A03093,R05405,20CS,12.122
A03093/R07178,A03093,R07178,20CS,12.747
A03093/R08297,A03093,R08297,20CS,11.945
A03093/R12148,A03093,R12148,20CS,11.585
A03093/RTx2913,A03093,RTx2913,20CS,12.41
A03093/RTx2917,A03093,RTx2917,20CS,12.43
A03093/RTx2920,A03093,RTx2920,20CS,11.99
A03093/RTx2940,A03093,RTx2940,20CS,12.735
A03093/RTx2944,A03093,RTx2944,20CS,12.26
A03121/R02107,A03121,R02107,20CS,12.407
A03121/R05330,A03121,R05330,20CS,12.032
A03121/R05425,A03121,R05425,20CS,12.5
A03121/R07178,A03121,R07178,20CS,12.122
A03121/R08224,A03121,R08224,20CS,12.552
A03121/R08303,A03121,R08303,20CS,11.6
A03121/R12157,A03121,R12157,20CS,12.365
A03121/RTx2913,A03121,RTx2913,20CS,12.767
A03121/RTx2919,A03121,RTx2919,20CS,12.56
A03121/RTx2935,A03121,RTx2935,20CS,12.427
A03121/RTx2944,A03121,RTx2944,20CS,12.2
A05071/R02107,A05071,R02107,20CS,12.457
A05071/R04060,A05071,R04060,20CS,12.037
A05071/R05330,A05071,R05330,20CS,12.21
A05071/R05405,A05071,R05405,20CS,12.437
A05071/R05425,A05071,R05425,20CS,12.415
A05071/R08297,A05071,R08297,20CS,11.96
A05071/R11158,A05071,R11158,20CS,12.065
A05071/R12154,A05071,R12154,20CS,12.94
A05071/RTx2916,A05071,RTx2916,20CS,12.455
A05071/RTx2918,A05071,RTx2918,20CS,12.515
A05071/RTx2936,A05071,RTx2936,20CS,12.4
A05071/RTx2942,A05071,RTx2942,20CS,12.735
A05210/R03248,A05210,R03248,20CS,12.092
A05210/R05330,A05210,R05330,20CS,12.6
A05210/R05405,A05210,R05405,20CS,12.155
A05210/R05512,A05210,R05512,20CS,12.795
A05210/R08224,A05210,R08224,20CS,12.51
A05210/R12145,A05210,R12145,20CS,12.377
A05210/R12154,A05210,R12154,20CS,12.725
A05210/R12157,A05210,R12157,20CS,12.665
A05210/RTx2937,A05210,RTx2937,20CS,11.745
A05210/RTx2938,A05210,RTx2938,20CS,12.41
A05210/RTx2943,A05210,RTx2943,20CS,11.915
A05269/R01302,A05269,R01302,20CS,12.577
A05269/R05330,A05269,R05330,20CS,12.205
A05269/R07161,A05269,R07161,20CS,12.91
A05269/R08303,A05269,R08303,20CS,11.835
A05269/R08306,A05269,R08306,20CS,12.42
A05269/R11208,A05269,R11208,20CS,12.41
A05269/R12156,A05269,R12156,20CS,12.222
A05269/RTx2919,A05269,RTx2919,20CS,12.37
A05269/RTx2936,A05269,RTx2936,20CS,12.372
A05269/RTx2943,A05269,RTx2943,20CS,12.245
A05269/RTx2944,A05269,RTx2944,20CS,12.42
A06035/R03248,A06035,R03248,20CS,11.887
A06035/R05330,A06035,R05330,20CS,12.42
A06035/R12154,A06035,R12154,20CS,12.247
A06035/RTx2913,A06035,RTx2913,20CS,12.347
A06035/RTx2917,A06035,RTx2917,20CS,12.122
A06035/RTx2920,A06035,RTx2920,20CS,12.395
A06035/RTx2936,A06035,RTx2936,20CS,11.872
A06035/RTx2943,A06035,RTx2943,20CS,12.542
A06036/R04104,A06036,R04104,20CS,12.275
A06036/R08306,A06036,R08306,20CS,12.097
A06036/R11158,A06036,R11158,20CS,12.342
A06036/R12156,A06036,R12156,20CS,12.095
A06036/RTx2919,A06036,RTx2919,20CS,12.5
A06036/RTx2940,A06036,RTx2940,20CS,12.72
A07118/R07161,A07118,R07161,20CS,12.53
A07118/R08224,A07118,R08224,20CS,12.58
A07118/R08304,A07118,R08304,20CS,12.272
A07118/R12145,A07118,R12145,20CS,12.2
A07118/R12148,A07118,R12148,20CS,11.81
A07118/R12157,A07118,R12157,20CS,12.342
A07118/RTx2919,A07118,RTx2919,20CS,12.675
A07118/RTx2944,A07118,RTx2944,20CS,12.342
A07124/R01302,A07124,R01302,20CS,13.08
A07124/R04060,A07124,R04060,20CS,12.375
A07124/R05330,A07124,R05330,20CS,12.427
A07124/R05425,A07124,R05425,20CS,12.59
A07124/R07178,A07124,R07178,20CS,13.08
A07124/R11158,A07124,R11158,20CS,11.922
A07124/R11208,A07124,R11208,20CS,13.035
A07124/RTx2917,A07124,RTx2917,20CS,12.582
A07124/RTx2919,A07124,RTx2919,20CS,12.85
A07124/RTx2935,A07124,RTx2935,20CS,12.732
A07124/RTx2943,A07124,RTx2943,20CS,12.987
A08068/R03248,A08068,R03248,20CS,12.15
A08068/R07161,A08068,R07161,20CS,12.125
A08068/R11158,A08068,R11158,20CS,11.772
A08068/R12156,A08068,R12156,20CS,12.15
A08068/RTx2919,A08068,RTx2919,20CS,12.312
A08068/RTx2941,A08068,RTx2941,20CS,12.255
A08134/R02107,A08134,R02107,20CS,12.407
A08134/R04060,A08134,R04060,20CS,12.3
A08134/R05405,A08134,R05405,20CS,12.717
A08134/R07178,A08134,R07178,20CS,12.795
A08134/R08297,A08134,R08297,20CS,12.072
A08134/R11158,A08134,R11158,20CS,12.635
A08134/R12148,A08134,R12148,20CS,12.217
A08134/RTx2918,A08134,RTx2918,20CS,13.292
A08134/RTx2936,A08134,RTx2936,20CS,11.96
A08134/RTx2940,A08134,RTx2940,20CS,13.267
A08134/RTx2943,A08134,RTx2943,20CS,12.807
A08140/R04060,A08140,R04060,20CS,11.915
A08140/R04104,A08140,R04104,20CS,12.675
A08140/R05386,A08140,R05386,20CS,12.527
A08140/R07178,A08140,R07178,20CS,11.92
A08140/R08303,A08140,R08303,20CS,12.397
A08140/R12148,A08140,R12148,20CS,12.14
A08140/R12156,A08140,R12156,20CS,12.13
A08140/RTx2942,A08140,RTx2942,20CS,12.687
A08158/R01302,A08158,R01302,20CS,12.632
A08158/R03248,A08158,R03248,20CS,12.85
A08158/R05330,A08158,R05330,20CS,11.9
A08158/R07178,A08158,R07178,20CS,12.7
A08158/R08224,A08158,R08224,20CS,12.857
A08158/R12071,A08158,R12071,20CS,12.772
A08158/R12145,A08158,R12145,20CS,12.192
A08158/R12154,A08158,R12154,20CS,13.2
A08158/RTx2912,A08158,RTx2912,20CS,12.65
A08158/RTx2914,A08158,RTx2914,20CS,13.69
A08158/RTx2917,A08158,RTx2917,20CS,12.947
A08158/RTx2939,A08158,RTx2939,20CS,12.22
A11076/R04060,A11076,R04060,20CS,12.23
A11076/R07178,A11076,R07178,20CS,12.46
A11076/R08297,A11076,R08297,20CS,11.83
A11076/R12148,A11076,R12148,20CS,12.335
A11076/R12154,A11076,R12154,20CS,12.365
A11076/RTx2918,A11076,RTx2918,20CS,12.947
A11076/RTx2938,A11076,RTx2938,20CS,12.42
A11076/RTx2940,A11076,RTx2940,20CS,12.975
A11085/R02107,A11085,R02107,20CS,12.55
A11085/R03248,A11085,R03248,20CS,12.382
A11085/R04104,A11085,R04104,20CS,12.332
A11085/R07178,A11085,R07178,20CS,12.067
A11085/R12148,A11085,R12148,20CS,12.352
A11085/RTx2942,A11085,RTx2942,20CS,12.607
A11085/RTx2944,A11085,RTx2944,20CS,13.232
AHF14/R07161,AHF14,R07161,20CS,12
AHF14/RTx2943,AHF14,RTx2943,20CS,11.47
AKS116/R02107,AKS116,R02107,20CS,12.432
AKS116/R08303,AKS116,R08303,20CS,12.85
AKS116/RTx2917,AKS116,RTx2917,20CS,13.007
AKS116/RTx2920,AKS116,RTx2920,20CS,12.827
AKS116/RTx2936,AKS116,RTx2936,20CS,12.672
AKS116/RTx2940,AKS116,RTx2940,20CS,12.945
AKS116/RTx2942,AKS116,RTx2942,20CS,13.107
AKS116/RTx2944,AKS116,RTx2944,20CS,12.882
AKS117/R01302,AKS117,R01302,20CS,12.365
AKS117/R12148,AKS117,R12148,20CS,12.295
AKS117/RTx2914,AKS117,RTx2914,20CS,12.99
AKS117/RTx2942,AKS117,RTx2942,20CS,12.4
AKS118/R08303,AKS118,R08303,20CS,12.507
AKS118/R12156,AKS118,R12156,20CS,12.437
AKS118/RTx2912,AKS118,RTx2912,20CS,12.69
AKS118/RTx2916,AKS118,RTx2916,20CS,12.32
AKS118/RTx2918,AKS118,RTx2918,20CS,12.265
AKS118/RTx2935,AKS118,RTx2935,20CS,12.23
AKS118/RTx2943,AKS118,RTx2943,20CS,12.82
AKS119/R01302,AKS119,R01302,20CS,12.707
AKS119/R05386,AKS119,R05386,20CS,12.357
AKS119/R05393,AKS119,R05393,20CS,12.707
AKS119/R05512,AKS119,R05512,20CS,12.705
AKS119/R08304,AKS119,R08304,20CS,13.225
AKS119/RTx2914,AKS119,RTx2914,20CS,12.417
AKS119/RTx2918,AKS119,RTx2918,20CS,12.825
AKS119/RTx2919,AKS119,RTx2919,20CS,12.652
AKS120/R04060,AKS120,R04060,20CS,12.587
AKS120/R05425,AKS120,R05425,20CS,12.12
AKS120/R07161,AKS120,R07161,20CS,12.517
AKS120/R08303,AKS120,R08303,20CS,12.93
AKS120/R08306,AKS120,R08306,20CS,12.722
AKS120/R12071,AKS120,R12071,20CS,12.882
AKS120/R12148,AKS120,R12148,20CS,12.087
AKS120/RTx2918,AKS120,RTx2918,20CS,12.577
AKS120/RTx2935,AKS120,RTx2935,20CS,12.242
AKS120/RTx2942,AKS120,RTx2942,20CS,13.022
AKS120/RTx2944,AKS120,RTx2944,20CS,12.057
AN263/R08224,AN263,R08224,20CS,12.877
AN263/R11208,AN263,R11208,20CS,12.517
AN263/R12148,AN263,R12148,20CS,12.992
AN263/RTx2935,AN263,RTx2935,20CS,12.332
AN263/RTx2936,AN263,RTx2936,20CS,12.367
AN263/RTx2938,AN263,RTx2938,20CS,12.567
AN268/R11158,AN268,R11158,20CS,12.507
AN268/R12148,AN268,R12148,20CS,12.865
AN268/R12154,AN268,R12154,20CS,12.96
AN290/R02107,AN290,R02107,20CS,12.675
AN290/R03248,AN290,R03248,20CS,12.7
AN290/R05386,AN290,R05386,20CS,11.91
AN290/R07161,AN290,R07161,20CS,12.457
AN290/R12154,AN290,R12154,20CS,12.902
AN290/RTx2917,AN290,RTx2917,20CS,12.795
AN290/RTx2920,AN290,RTx2920,20CS,12.302
AN290/RTx2942,AN290,RTx2942,20CS,12.67
AN290/RTx2943,AN290,RTx2943,20CS,12.702
ATx2921/R01302,ATx2921,R01302,20CS,11.845
ATx2921/R05330,ATx2921,R05330,20CS,12.53
ATx2921/R05405,ATx2921,R05405,20CS,11.917
ATx2921/R07178,ATx2921,R07178,20CS,12.59
ATx2921/R12145,ATx2921,R12145,20CS,11.187
ATx2921/R12157,ATx2921,R12157,20CS,12.07
ATx2921/RTx2914,ATx2921,RTx2914,20CS,11.252
ATx2921/RTx2918,ATx2921,RTx2918,20CS,12.235
ATx2923/R03248,ATx2923,R03248,20CS,12.39
ATx2923/R04104,ATx2923,R04104,20CS,12.24
ATx2923/R05330,ATx2923,R05330,20CS,11.98
ATx2923/R05405,ATx2923,R05405,20CS,12.42
ATx2923/R05425,ATx2923,R05425,20CS,12.355
ATx2923/R08297,ATx2923,R08297,20CS,12.617
ATx2923/R11158,ATx2923,R11158,20CS,11.915
ATx2923/R11208,ATx2923,R11208,20CS,12.307
ATx2923/R12145,ATx2923,R12145,20CS,11.925
ATx2923/RTx2913,ATx2923,RTx2913,20CS,11.945
ATx2923/RTx2917,ATx2923,RTx2917,20CS,12.287
ATx2923/RTx2936,ATx2923,RTx2936,20CS,12.44
ATx2924/R04060,ATx2924,R04060,20CS,12.52
ATx2924/R05386,ATx2924,R05386,20CS,13.285
ATx2924/R05393,ATx2924,R05393,20CS,12.49
ATx2924/R05512,ATx2924,R05512,20CS,12.54
ATx2924/R08224,ATx2924,R08224,20CS,12.305
ATx2924/R11158,ATx2924,R11158,20CS,12.607
ATx2924/R12145,ATx2924,R12145,20CS,12.065
ATx2924/RTx2918,ATx2924,RTx2918,20CS,12.772
ATx2924/RTx2920,ATx2924,RTx2920,20CS,12.655
ATx2924/RTx2936,ATx2924,RTx2936,20CS,12.635
ATx2924/RTx2940,ATx2924,RTx2940,20CS,12.77
ATx2924/RTx2941,ATx2924,RTx2941,20CS,12.985
ATx2926/R01302,ATx2926,R01302,20CS,12.57
ATx2926/R05393,ATx2926,R05393,20CS,12.755
ATx2926/R05405,ATx2926,R05405,20CS,12.46
ATx2926/R07161,ATx2926,R07161,20CS,12.745
ATx2926/R08297,ATx2926,R08297,20CS,12.05
ATx2926/R08304,ATx2926,R08304,20CS,12.72
ATx2926/R12154,ATx2926,R12154,20CS,12.037
ATx2926/RTx2913,ATx2926,RTx2913,20CS,13.075
ATx2926/RTx2917,ATx2926,RTx2917,20CS,12.625
ATx2926/RTx2919,ATx2926,RTx2919,20CS,12.712
ATx2926/RTx2944,ATx2926,RTx2944,20CS,12.96
ATx2927/R12157,ATx2927,R12157,20CS,12.235
ATx2927/RTx2936,ATx2927,RTx2936,20CS,12.66
ATx2927/RTx2937,ATx2927,RTx2937,20CS,12.44
ATx2930/R01302,ATx2930,R01302,20CS,12.752
ATx2930/R02107,ATx2930,R02107,20CS,12.215
ATx2930/R03248,ATx2930,R03248,20CS,12.855
ATx2930/R05393,ATx2930,R05393,20CS,12.732
ATx2930/R05425,ATx2930,R05425,20CS,12.56
ATx2930/R07178,ATx2930,R07178,20CS,12.577
ATx2930/R08303,ATx2930,R08303,20CS,13.055
ATx2930/R11158,ATx2930,R11158,20CS,12.047
ATx2930/R12154,ATx2930,R12154,20CS,12.822
ATx2930/RTx2920,ATx2930,RTx2920,20CS,12.437
ATx2930/RTx2940,ATx2930,RTx2940,20CS,13.257
ATx2930/RTx2942,ATx2930,RTx2942,20CS,12.58
ATx2931/R01302,ATx2931,R01302,20CS,13.112
ATx2931/R05405,ATx2931,R05405,20CS,12.535
ATx2931/R07161,ATx2931,R07161,20CS,12.93
ATx2931/R08297,ATx2931,R08297,20CS,12.34
ATx2931/R08304,ATx2931,R08304,20CS,12.465
ATx2931/R08306,ATx2931,R08306,20CS,12.375
ATx2931/R11208,ATx2931,R11208,20CS,13.102
ATx2931/RTx2936,ATx2931,RTx2936,20CS,12.6
ATx2931/RTx2940,ATx2931,RTx2940,20CS,12.237
ATx2931/RTx2943,ATx2931,RTx2943,20CS,12.665
ATx2934/R05386,ATx2934,R05386,20CS,12.705
ATx2934/R08297,ATx2934,R08297,20CS,12
ATx2934/R11208,ATx2934,R11208,20CS,12.425
ATx2934/R12157,ATx2934,R12157,20CS,12.615
ATx2934/RTx2935,ATx2934,RTx2935,20CS,12.662
ATx2934/RTx2941,ATx2934,RTx2941,20CS,13.132
ATx3408/R05330,ATx3408,R05330,20CS,13.005
ATx3408/R12145,ATx3408,R12145,20CS,12
ATx3408/RTx2935,ATx3408,RTx2935,20CS,12.452
ATx3409/R08224,ATx3409,R08224,20CS,12.81
ATx644/R05330,ATx644,R05330,20CS,12.257
ATx644/R08224,ATx644,R08224,20CS,12.25
ATx644/RTx2935,ATx644,RTx2935,20CS,12.585
ATx644/RTx2936,ATx644,RTx2936,20CS,12.665
A01021/R01302,A01021,R01302,20LY,12.016
A01021/R05425,A01021,R05425,20LY,11.296
A01021/R11158,A01021,R11158,20LY,10.846
A01021/RTx2917,A01021,RTx2917,20LY,11.614
A01021/RTx2943,A01021,RTx2943,20LY,12.601
A01046/R04104,A01046,R04104,20LY,10.984
A01046/R05512,A01046,R05512,20LY,12.234
A01046/R12156,A01046,R12156,20LY,12.044
A01046/RTx2935,A01046,RTx2935,20LY,11.071
A01362/R05330,A01362,R05330,20LY,11.33
A01362/R07178,A01362,R07178,20LY,11.651
A01362/R12145,A01362,R12145,20LY,11.151
A01362/RTx2914,A01362,RTx2914,20LY,10.554
A01362/RTx2937,A01362,RTx2937,20LY,10.561
A03017/R04060,A03017,R04060,20LY,12.361
A03017/RTx2920,A03017,RTx2920,20LY,11.774
A03032/R08297,A03032,R08297,20LY,12.269
A03032/RTx2918,A03032,RTx2918,20LY,12.126
A03032/RTx2943,A03032,RTx2943,20LY,12.491
A03040/R03248,A03040,R03248,20LY,11.881
A03040/R07178,A03040,R07178,20LY,11.846
A03040/RTx2913,A03040,RTx2913,20LY,12.594
A03040/RTx2940,A03040,RTx2940,20LY,11.826
A03043/R01302,A03043,R01302,20LY,11.76
A03043/R05330,A03043,R05330,20LY,12.184
A03043/R05425,A03043,R05425,20LY,11.881
A03043/R08304,A03043,R08304,20LY,12.154
A03043/RTx2913,A03043,RTx2913,20LY,12.566
A03043/RTx2940,A03043,RTx2940,20LY,11.231
A03054/R01302,A03054,R01302,20LY,12.171
A03054/R07161,A03054,R07161,20LY,11.879
A03054/RTx2918,A03054,RTx2918,20LY,11.261
A03054/RTx2940,A03054,RTx2940,20LY,11.684
A03055/R04104,A03055,R04104,20LY,10.354
A03055/R07161,A03055,R07161,20LY,11.972
A03055/R12148,A03055,R12148,20LY,12.289
A03055/RTx2936,A03055,RTx2936,20LY,12.799
A03055/RTx2943,A03055,RTx2943,20LY,12.776
A03089/R04104,A03089,R04104,20LY,10.806
A03089/R08224,A03089,R08224,20LY,12.119
A03089/RTx2914,A03089,RTx2914,20LY,11.571
A03093/R05386,A03093,R05386,20LY,11.944
A03093/R07178,A03093,R07178,20LY,12.436
A03093/R12148,A03093,R12148,20LY,11.801
A03093/RTx2917,A03093,RTx2917,20LY,11.654
A03093/RTx2940,A03093,RTx2940,20LY,12.416
A03121/R02107,A03121,R02107,20LY,12.216
A03121/R05425,A03121,R05425,20LY,11.971
A03121/R08224,A03121,R08224,20LY,12.416
A03121/R12157,A03121,R12157,20LY,12.091
A03121/RTx2919,A03121,RTx2919,20LY,12.031
A03121/RTx2944,A03121,RTx2944,20LY,11.951
A05071/R04060,A05071,R04060,20LY,12.439
A05071/R05405,A05071,R05405,20LY,11.726
A05071/R08297,A05071,R08297,20LY,11.969
A05071/R12154,A05071,R12154,20LY,12.359
A05071/RTx2916,A05071,RTx2916,20LY,11.776
A05071/RTx2918,A05071,RTx2918,20LY,12.294
A05071/RTx2942,A05071,RTx2942,20LY,11.791
A05210/R05330,A05210,R05330,20LY,12.949
A05210/R05512,A05210,R05512,20LY,12.286
A05210/R12145,A05210,R12145,20LY,12.751
A05210/R12157,A05210,R12157,20LY,11.976
A05210/RTx2938,A05210,RTx2938,20LY,12.461
A05269/R01302,A05269,R01302,20LY,11.636
A05269/R07161,A05269,R07161,20LY,11.832
A05269/R08306,A05269,R08306,20LY,12.434
A05269/R12156,A05269,R12156,20LY,12.629
A05269/RTx2936,A05269,RTx2936,20LY,11.501
A05269/RTx2944,A05269,RTx2944,20LY,11.404
A06035/R05330,A06035,R05330,20LY,12.739
A06035/RTx2913,A06035,RTx2913,20LY,12.894
A06035/RTx2920,A06035,RTx2920,20LY,12.289
A06035/RTx2943,A06035,RTx2943,20LY,11.721
A06036/R04104,A06036,R04104,20LY,11.091
A06036/R11158,A06036,R11158,20LY,11.153
A06036/RTx2919,A06036,RTx2919,20LY,12.131
A07118/R07161,A07118,R07161,20LY,11.476
A07118/R08304,A07118,R08304,20LY,12.301
A07118/R12148,A07118,R12148,20LY,11.907
A07118/RTx2919,A07118,RTx2919,20LY,12.174
A07124/R01302,A07124,R01302,20LY,12.109
A07124/R05330,A07124,R05330,20LY,12.436
A07124/R07178,A07124,R07178,20LY,11.557
A07124/R11208,A07124,R11208,20LY,12.394
A07124/RTx2919,A07124,RTx2919,20LY,12.121
A07124/RTx2943,A07124,RTx2943,20LY,12.008
A08068/R07161,A08068,R07161,20LY,11.789
A08068/R12156,A08068,R12156,20LY,11.944
A08068/RTx2941,A08068,RTx2941,20LY,12.184
A08134/R02107,A08134,R02107,20LY,12.144
A08134/R05405,A08134,R05405,20LY,11.978
A08134/R08297,A08134,R08297,20LY,11.796
A08134/R12148,A08134,R12148,20LY,12.446
A08134/RTx2936,A08134,RTx2936,20LY,11.976
A08134/RTx2943,A08134,RTx2943,20LY,12.474
A08140/R04060,A08140,R04060,20LY,12.136
A08140/R07178,A08140,R07178,20LY,11.674
A08140/R12148,A08140,R12148,20LY,11.836
A08140/RTx2942,A08140,RTx2942,20LY,10.831
A08158/R03248,A08158,R03248,20LY,12.704
A08158/R07178,A08158,R07178,20LY,12.051
A08158/R12071,A08158,R12071,20LY,12.001
A08158/R12154,A08158,R12154,20LY,11.981
A08158/RTx2914,A08158,RTx2914,20LY,12.789
A08158/RTx2939,A08158,RTx2939,20LY,11.981
A11076/R07178,A11076,R07178,20LY,12.032
A11076/R12148,A11076,R12148,20LY,12.276
A11076/RTx2918,A11076,RTx2918,20LY,12.019
A11076/RTx2938,A11076,RTx2938,20LY,11.634
A11085/R02107,A11085,R02107,20LY,11.474
A11085/R03248,A11085,R03248,20LY,11.521
A11085/R12148,A11085,R12148,20LY,11.949
A11085/RTx2944,A11085,RTx2944,20LY,11.341
AHF14/R07161,AHF14,R07161,20LY,12.219
AHF14/RTx2943,AHF14,RTx2943,20LY,11.516
AKS116/R08303,AKS116,R08303,20LY,12
AKS116/RTx2917,AKS116,RTx2917,20LY,11.876
AKS116/RTx2936,AKS116,RTx2936,20LY,11.766
AKS116/RTx2942,AKS116,RTx2942,20LY,12.169
AKS117/R01302,AKS117,R01302,20LY,11.474
AKS117/RTx2914,AKS117,RTx2914,20LY,11.894
AKS117/RTx2942,AKS117,RTx2942,20LY,11.361
AKS118/R08303,AKS118,R08303,20LY,11.093
AKS118/RTx2912,AKS118,RTx2912,20LY,12.216
AKS118/RTx2918,AKS118,RTx2918,20LY,11.269
AKS118/RTx2943,AKS118,RTx2943,20LY,11.216
AKS119/R01302,AKS119,R01302,20LY,10.531
AKS119/R05393,AKS119,R05393,20LY,10.116
AKS119/R08304,AKS119,R08304,20LY,12.131
AKS119/RTx2918,AKS119,RTx2918,20LY,11.354
AKS120/R05425,AKS120,R05425,20LY,10.664
AKS120/R08303,AKS120,R08303,20LY,11.686
AKS120/R12071,AKS120,R12071,20LY,11.564
AKS120/RTx2918,AKS120,RTx2918,20LY,10.619
AKS120/RTx2942,AKS120,RTx2942,20LY,11.364
AN263/R08224,AN263,R08224,20LY,12.204
AN263/R12148,AN263,R12148,20LY,12.474
AN263/RTx2936,AN263,RTx2936,20LY,12.004
AN268/R11158,AN268,R11158,20LY,11.211
AN268/R12154,AN268,R12154,20LY,12.039
AN290/R03248,AN290,R03248,20LY,11.796
AN290/R07161,AN290,R07161,20LY,12.189
AN290/RTx2917,AN290,RTx2917,20LY,12.204
AN290/RTx2942,AN290,RTx2942,20LY,11.311
ATx2921/R01302,ATx2921,R01302,20LY,12.254
